artifact,row_number,fit_or_admission_trigger,failure_modes,next_step
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv,1,split_fit_allowed=yes,source_property_gate_blocked;refresh_required_label_content;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv,2,fit_allowed=yes;split_fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv,3,fit_allowed=yes;split_fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv,4,fit_allowed=yes;split_fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,7,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,8,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,9,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,10,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,11,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,12,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,13,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,14,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,15,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,16,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,17,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,18,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,19,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,20,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,21,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,22,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,23,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/prediction_join_shell.csv,24,fit_allowed=yes;model_selection_allowed=yes;source_property_gate_status=pass_source_property_labels_available,outside_or_mixed_source_envelope;diagnostic_or_no_fit_source_use;candidate_allowed_but_source_property_blocked,refresh source/property labels or mark row diagnostic/no-fit before fit/admission prose
