source_id,span_name,streamwise_bin_index,time_sample_count,loop_s_mid_m,loop_s_fraction,streamwise_bin_length_m,mean_wall_heat_w,mean_wall_heat_abs_w,mean_wall_heat_per_length_w_m,mean_wall_heat_abs_per_length_w_m,mean_cumulative_wall_heat_w,mean_cumulative_wall_heat_abs_w,case_label
val_salt_test_2_coarse_mesh_laminar,lower_leg,69,5,0.6827312144224325,0.18511102548640934,0.009894655281484588,-0.5640171285851447,2.2840606180199403,-57.0022009397906,230.8378162798655,-0.5640171285851447,2.2840606180199403,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,70,5,0.692625869703917,0.18779379397171964,0.009894655281484477,3.8173752310765443,5.731174945025023,385.8017406851824,579.2192635300364,3.2533581024913993,8.015235563044964,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,71,5,0.7025205249854015,0.1904765624570299,0.009894655281484477,7.589720959113064,9.630942421884859,767.0525898275047,973.3479487564267,10.843079061604465,17.646177984929825,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,72,5,0.7124151802668861,0.19315933094234022,0.009894655281484588,10.077469460484457,10.077469460484457,1018.4760533640783,1018.4760533640783,20.92054852208892,27.72364744541428,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,73,5,0.7223098355483706,0.1958420994276505,0.009894655281484588,10.080195500936401,10.080195500936401,1018.7515597232584,1018.7515597232584,31.000744023025323,37.80384294635068,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,74,5,0.7322044908298552,0.19852486791296078,0.009894655281484477,10.08249942222579,10.08249942222579,1018.9844047516057,1018.9844047516057,41.083243445251114,47.88634236857647,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,75,5,0.7420991461113396,0.20120763639827105,0.009894655281484477,10.102525557571306,10.102525557571306,1021.0083393684074,1021.0083393684074,51.18576900282242,57.98886792614778,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,76,5,0.7519938013928242,0.20389040488358132,0.009894655281484588,10.070048197326226,10.070048197326226,1017.7260259051011,1017.7260259051011,61.25581720014865,68.058916123474,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,77,5,0.7618884566743087,0.20657317336889164,0.009894655281484588,10.141910701059254,10.141910701059254,1024.9887856161442,1024.9887856161442,71.3977279012079,78.20082682453327,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,78,5,0.7717831119557933,0.20925594185420188,0.009894655281484477,10.074749840082324,10.074749840082324,1018.2011958450792,1018.2011958450792,81.47247774129023,88.27557666461558,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,79,5,0.7816777672372778,0.21193871033951214,0.009894655281484477,10.07683515161411,10.07683515161411,1018.4119471519683,1018.4119471519683,91.54931289290434,98.35241181622969,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,80,5,0.7915724225187624,0.21462147882482246,0.009894655281484588,10.131177976539348,10.131177976539348,1023.9040864311215,1023.9040864311215,101.68049086944367,108.48358979276904,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,81,5,0.8014670778002468,0.2173042473101327,0.009894655281484477,10.098693730690773,10.098693730690773,1020.621077076642,1020.621077076642,111.77918460013446,118.58228352345982,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,82,5,0.8113617330817313,0.21998701579544297,0.009894655281484588,10.118719979663249,10.118719979663249,1022.6450231771029,1022.6450231771029,121.89790457979771,128.70100350312308,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,83,5,0.8212563883632159,0.2226697842807533,0.009894655281484477,10.104130139453229,10.104130139453229,1021.1705058953124,1021.1705058953124,132.00203471925093,138.80513364257632,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,84,5,0.8311510436447003,0.22535255276606353,0.009894655281484477,10.107102901655022,10.107102901655022,1021.470947104958,1021.470947104958,142.10913762090595,148.91223654423132,Salt 2 val
