asset_family,source_id,case_label,category_name,category_class,re_effective,target_value,pressure_method_status,support_fraction,positive_time_fraction
feature_keff,val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,100.76001702381174,11.817484492977481,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,93.6530954573449,6.209253918381157,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_right,bend,59.824217976089635,5.132997391036036,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_right,bend,54.68894221916009,4.17802510939321,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_right,bend,90.32503944725542,10.970264697246973,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_complex,quartz_transition,84.28403231164748,4.121415149865506,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_right,bend,74.83180322869495,3.759848763798417,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_complex,quartz_transition,69.41567042668946,2.7518962495398887,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_right,bend,119.88603082893454,15.398410087269061,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_complex,quartz_transition,111.30679104794174,10.20470165935331,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_right,bend,99.01236969207294,13.597332554142401,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_complex,quartz_transition,91.54563337943853,8.859186611296726,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_right,bend,162.76076924488268,12.196636094848513,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_complex,quartz_transition,150.33743569798554,13.620616615865591,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_right,bend,131.6540369158988,14.475547175521417,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
feature_keff,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_complex,quartz_transition,121.42458872440866,14.128435390839773,defended_patch_endpoint_prgh_local_boundary_reference,1.0,1.0
