source_id,time_s,span_name,span_kind,bin_index,s_start_m,s_end_m,s_mid_m,wall_face_count,wall_area_m2,local_wetted_perimeter_m,hydraulic_diameter_geom_m,flow_area_geom_m2,rho_bulk_kg_m3,mdot_mean_abs_kg_s,bulk_velocity_m_s,tauw_streamwise_mean_signed_pa,tauw_streamwise_mean_abs_pa,tauw_streamwise_std_abs_pa,tauw_streamwise_max_rel_dev,darcy_f,p_wall_area_avg_pa,p_rgh_wall_area_avg_pa,t_wall_area_avg_k,bulk_temp_fluid_area_avg_k,bulk_temp_area_weighted_k,bulk_temp_union_area_avg_k,bulk_cross_section_face_count,bulk_cross_section_area_m2,bulk_cross_section_total_face_count,bulk_cross_section_total_area_m2,bulk_cross_section_region_count,bulk_cross_section_reference_area_m2,bulk_cross_section_area_ratio_to_geom,bulk_cross_section_chosen_region_area_ratio_to_reference,bulk_cross_section_chosen_region_signed_mass_flux_kg_s,bulk_cross_section_chosen_region_aligned_signed_mass_flux_kg_s,bulk_cross_section_chosen_region_positive_mass_flux_kg_s,bulk_cross_section_region_selection_status,bulk_temp_tp_endpoint_proxy_k,bulk_minus_wall_tp_endpoint_proxy_k,effective_htc_tp_endpoint_proxy_w_m2_k,effective_ua_per_m_tp_endpoint_proxy_w_m_k,bulk_minus_wall_temp_k,wall_heatflux_area_avg_w_m2,wall_heat_per_length_w_m,effective_htc_w_m2_k,effective_ua_per_m_w_m_k,thermal_support_status,thermal_support_warning_flag,yplus_area_avg,yplus_max,warning_flag
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,0,0.0,0.0049015303030303025,0.0,0,0.0,nan,nan,nan,1955.64630594685,0.0136865372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,missing_region,nan,nan,nan,nan,nan,nan,nan,nan,nan,missing_wall_faces,yes,nan,nan,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,1,0.0049015303030303025,0.014704590909090907,0.009803060606060605,0,0.0,nan,nan,nan,1955.64630594685,0.0136865372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,missing_region,nan,nan,nan,nan,nan,nan,nan,nan,nan,missing_wall_faces,yes,nan,nan,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,2,0.014704590909090907,0.02450765151515151,0.01960612121212121,288,0.0004698888967429593,0.047932876845875785,0.015257508573272377,0.00018283406985438968,1955.64630594685,0.0136865372,0.03827772724809823,-0.07294934411968723,0.09070345589000951,0.07549863849778896,1.880050119774688,0.25323936883804354,-407.3508002506348,-5.784243695975388,452.38015404128424,460.3012198263241,456.2135829922455,452.8693246310947,576.0,0.00038243255858198317,1152.0,0.000764865119618449,2.0,0.00038243255716666663,2.0916919854519187,1.0000000037008265,0.013616634797629746,0.013616634797629746,0.013942243049601549,aligned_area_match,447.1860147878788,-5.194139253405467,69.6723559263112,3.339596456177899,7.921065785039843,-361.88791879409,-17.346329043567415,45.68677102487537,2.1898983690210776,usable,no,0.14713811718580375,0.27187045,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,3,0.02450765151515151,0.03431071212121212,0.029409181818181813,432,0.0007048333454613058,0.07189931530419717,0.022886262871171483,0.00041137665757727483,1955.64630594685,0.0136865372,0.017012323204632588,-0.09974382277222116,0.11195757759616033,0.10319207923813431,1.662221650374669,1.582435139351021,-569.8147570842013,-6.115519004230036,453.2995495182351,460.38617840247485,455.6691802642116,452.6055133004727,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,0.9296408815080743,1.000000003700826,0.013636869922945284,0.013636869922945284,0.013922673382050277,aligned_area_match,447.43423718181816,-5.865312336416935,62.13053979090685,4.46714327044638,7.086628884239758,-364.4150215038492,-26.201190532691044,51.42290184184564,3.697271433383641,usable,no,0.15017317925030313,0.286815394,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,4,0.03431071212121212,0.044113772727272724,0.03921224242424242,432,0.000704833345461306,0.0718993153041972,0.02288626287117149,0.0004113766575772751,1955.64630594685,0.0136865372,0.017012323204632578,-0.10719439552744972,0.11829725514698274,0.10246868711634206,1.5110852794590526,1.6720416558903755,-764.6693492948872,-6.460255047253645,454.06183361782803,460.3410528179559,455.75230493492467,452.6555881584038,576.0,0.00038243255858198317,1152.0,0.000764865119618449,2.0,0.00038243255716666663,0.9296408815080741,1.0000000037008265,0.01364607185250132,0.01364607185250132,0.013955894304080377,aligned_area_match,447.68245957575755,-6.379374042070481,57.453251095055386,4.1308494157346,6.279219200127898,-366.51577866835373,-26.352233534439318,58.36964230535038,4.196737316305595,usable,no,0.15377318459035813,0.286657055,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,5,0.044113772727272724,0.05391683333333333,0.04901530303030303,384,0.0006265185292218567,0.06391050248475667,0.020343344771871767,0.0003250383466477431,1955.64630594685,0.0136865372,0.021531221561161176,-0.10671863434669765,0.11978842149368837,0.09631460528592031,1.3673788289708952,1.0570053297193496,-948.6124015515684,-6.758247905078035,454.6559910023627,460.24580925049463,456.0532880934705,452.8146949112379,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,1.1765767409481698,1.000000003700826,0.01364902583069719,0.01364902583069719,0.01406107401449652,aligned_area_match,447.930681969697,-6.725309032665734,54.741872146646436,3.4985805558484793,5.589818248131905,-368.15600721287404,-23.529035413756482,65.86189226025556,4.209266628949839,usable,no,0.1574109532088669,0.282749635,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,6,0.05391683333333333,0.06371989393939392,0.05881836363636363,432,0.000704833345461306,0.0718993153041973,0.02288626287117152,0.00041137665757727624,1955.64630594685,0.0136865372,0.01701232320463253,-0.1017027039464767,0.1177179675571379,0.08930671945559288,1.2726386256214133,1.6638538667505824,-1132.4922021370687,-7.030034460670246,455.1383502243433,460.18716194371416,456.4086093932227,453.0010534706112,576.0,0.00038243255858198366,1152.0,0.000764865119618449,2.0,0.00038243255716666663,0.9296408815080727,1.0000000037008279,0.013648635833704136,0.013648635833704136,0.014155679500045296,aligned_area_match,448.1789043636364,-6.959445860706921,53.091914797965295,3.8172723221624847,5.04881171937086,-369.4903066777041,-26.5661000616648,73.18361769365937,5.261852003658247,usable,no,0.158499754567155,0.277218829,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,7,0.06371989393939392,0.07352295454545454,0.06862142424242423,432,0.000704833345461306,0.07189931530419709,0.022886262871171455,0.00041137665757727386,1955.64630594685,0.0136865372,0.01701232320463263,-0.09492039605754166,0.11391239426564617,0.08270396225000387,1.1932311107198446,1.610064985005066,-1327.1352306324586,-7.283478248786785,455.5412951896648,460.16313124594643,456.73144364533465,453.1712331468306,576.0,0.000382432558581983,1152.0,0.0007648651190744493,2.0,0.00038243255716666663,0.9296408815080766,1.000000003700826,0.013646353261930486,0.013646353261930486,0.014221031994590154,aligned_area_match,448.42712675757576,-7.114168432089059,52.09427072171943,3.7455423961631085,4.621836056281609,-370.6074162611577,-26.646419475834797,80.18618829143874,5.76533203500787,usable,no,0.1577226363785365,0.270504698,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,8,0.07352295454545454,0.08332601515151514,0.07842448484848484,384,0.000626518529915591,0.06391050255552387,0.02034334479439767,0.00032503834736756385,1955.64630594685,0.0136865372,0.021531221513478742,-0.08916919178495025,0.11050663894380894,0.07785409000076988,1.1280787312659015,0.9751034815704903,-1510.9300860416668,-7.49648789083356,455.840892057292,460.1559513736537,456.99098247851657,453.3098136539036,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,1.176576738342556,1.000000003700826,0.013643380527303137,0.013643380527303137,0.014262098517535893,aligned_area_match,448.67534915151515,-7.165542905776874,51.83693773515165,3.312924741592941,4.315059316361669,-371.43980144531344,-23.738904379493984,86.07988308223317,5.501408587706258,usable,no,0.1565833395558916,0.264797244,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,left_lower_leg,main_loop_leg,9,0.08332601515151514,0.09312907575757576,0.08822754545454545,432,0.0007048333454613049,0.07189931530419698,0.02288626287117142,0.00041137665757727255,1955.64630594685,0.0136865372,0.01701232320463268,-0.08469246690479454,0.10796118531053511,0.07419205959653326,1.084383617618922,1.5259491763712052,-1694.7033796453022,-7.692219900505475,456.0805314468626,460.1539720712535,457.1871728991347,453.4167557603337,576.0,0.000382432558581983,1152.0,0.000764865119618449,2.0,0.00038243255716666663,0.9296408815080794,1.000000003700826,0.01364050211968759,0.01364050211968759,0.014288938473361866,aligned_area_match,448.92357154545454,-7.156959901408072,51.99230447774096,3.7382110930369095,4.073440624390912,-372.1068383289914,-26.754226895864,91.34951816920893,6.567967809734424,usable,no,0.15608582538887134,0.260902631,yes
