case_id,face_component_id,cell_count,fraction_of_reverse_candidates,volume_m3,x_min,x_max,y_min,y_max,z_min,z_max,mean_speed_m_s,interface_face_count,interface_area_m2,right_leg_wall_face_count,right_leg_wall_area_m2,boundary_escape_face_count,boundary_escape_area_m2,release_status,blocking_reason,alternate_cv_selected,selection_basis
salt_2,1,71775,0.527214632,5.67507313777e-05,0.658791371,0.869378477,-0.256332248,-0.19609,-0.0109065748,0.0109065748,0.0145850747037,9796,0.00845399810494,0,0,5694,0.00902740789772,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,true,largest_reverse_component_no_wall_adjacent_reverse_component_found
salt_2,2,18685,0.137248421,1.59351810026e-05,0.875451624,0.911446512,0.695228502,0.797753483,-0.0104049625,0.0104049625,0.00382674723996,7588,0.00665863411677,0,0,398,0.000556616624796,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,3,15499,0.113846041,1.04130051228e-05,0.870767474,0.930503994,-0.268009499,-0.232926998,-0.0110104375,0.0110104375,0.0047232703477,7534,0.00629701703675,0,0,1036,0.00117281396398,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,4,12536,0.0920816806,1.16956058499e-05,0.877680495,0.896921739,-0.313688502,-0.266892493,-0.00940236752,0.00940236752,5.87746193872e-06,3290,0.00341976975862,0,0,42,5.13573502669e-05,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,5,8600,0.0631702659,8.70402632044e-06,0.753514372,0.821829498,0.693945259,0.713872746,-0.0109065748,0.0109065748,0.0215734269043,4284,0.00429974509278,0,0,138,0.000249274406022,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,6,2258,0.0165858675,8.90837589996e-07,0.904348522,0.928261995,0.69159174,0.699226007,-0.0104143673,0.0104143673,0.000686556044621,1308,0.000819530529265,0,0,430,0.000580717356821,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,7,2068,0.0151902453,1.71870019064e-06,0.917077988,0.931016982,0.691915736,0.716588259,-0.00963878771,0.00963878771,0.00106190075622,1780,0.00148205402685,0,0,6,5.64249424642e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,8,1999,0.0146834141,7.90859977669e-07,0.904348522,0.928261995,-0.257924244,-0.251537248,-0.0104143673,0.0104143673,0.000718033036748,1246,0.000789685201512,0,0,408,0.000555595422756,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,9,1331,0.00977670046,6.53029159713e-07,0.788985997,0.8331545,0.693744749,0.701444998,-0.0103451251,-0.00336710003,0.00495054889469,891,0.000625382595036,0,0,225,0.000368283370266,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,10,1331,0.00977670046,6.53029159713e-07,0.788985997,0.8331545,0.693744749,0.701444998,0.00336710003,0.0103451251,0.00495054890261,891,0.000625382595036,0,0,225,0.000368283370266,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,11,36,0.000264433671,8.634578863e-09,0.876559891,0.878444634,0.688949019,0.69371663,-0.0062327825,0.0062327825,0.000717411667472,92,5.23799012777e-05,0,0,32,3.56300257494e-05,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,12,10,7.34537976e-05,1.87829652274e-09,0.897892371,0.899317622,0.693133011,0.695015378,-0.0062327825,0.0062327825,0.0004445336005,32,1.73883686876e-05,0,0,10,9.84336967728e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,13,4,2.9381519e-05,7.17240548643e-10,0.899156995,0.899317622,-0.256382503,-0.256174129,-0.00226357873,0.00226357873,0.000554595627,14,6.97094667763e-06,0,0,4,3.44176674759e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,14,2,1.46907595e-05,3.95447378879e-10,0.899947256,0.900186002,0.693716362,0.694274873,0.00362368123,0.00495344499,0.0004426825095,8,3.56022328806e-06,0,0,2,2.02164753096e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,15,2,1.46907595e-05,3.9564635707e-10,0.899947256,0.900186002,0.693716362,0.694274873,-0.00495344499,-0.00362368123,0.00044255498,8,3.56022328806e-06,0,0,2,2.02164753096e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,16,2,1.46907595e-05,3.51479424172e-10,0.875721127,0.875721127,0.693133011,0.693133011,-0.000762658747,0.000762658747,0.003279944335,8,3.57622645976e-06,0,0,2,1.68310486566e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_2,17,2,1.46907595e-05,6.19082600097e-10,0.869395494,0.869395494,0.714996502,0.714996502,-0.000714744994,0.000714744994,0.0004191824325,6,4.2088663489e-06,0,0,4,3.82026888419e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,1,73349,0.53004726,5.85459031166e-05,0.658791371,0.869378477,-0.256332248,-0.19609,-0.0109065748,0.0109065748,0.0168393531013,10094,0.00900672987352,0,0,5598,0.00889915049887,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,2,22029,0.159189779,1.73990089952e-05,0.875451624,0.928261995,0.69159174,0.797753483,-0.0107777999,0.0107777999,0.00414819445439,9319,0.00786361541785,0,0,743,0.000997504491275,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,3,10833,0.0782833027,9.63235739131e-06,0.877316505,0.898488745,-0.313688502,-0.269126505,-0.010506025,0.01096925,9.63970567214e-06,4079,0.00384706029391,0,0,273,0.000210434989258,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,4,10076,0.0728129381,1.00710745395e-05,0.752079129,0.8331545,0.693744749,0.713872746,-0.0109065748,0.0109065748,0.0242687535204,4946,0.00499170829115,0,0,184,0.000331597474053,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,5,8173,0.0590611496,4.67572798281e-06,0.895217493,0.931016982,-0.25760024,-0.232926998,-0.0107760875,0.0105548126,0.00134783655957,4395,0.00337390249857,0,0,223,0.000216810339453,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,6,6823,0.0493055455,5.67620849487e-06,0.870767474,0.898488745,-0.270243496,-0.234456252,-0.0110104375,0.0110104375,0.0113577283697,3401,0.00304505602159,0,0,797,0.000986690306591,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,7,2024,0.0146261797,8.13018814191e-07,0.904348522,0.928261995,-0.257924244,-0.251537248,-0.0104143673,0.0104143673,0.000717157004028,1249,0.000802062978863,0,0,423,0.000574768409631,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,8,1875,0.0135494501,1.54747514834e-06,0.917077988,0.931016982,0.691915736,0.716588259,-0.0099942626,0.0099417551,0.000978463740715,1788,0.00151091531509,0,0,6,5.64249424642e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,9,1515,0.0109479557,7.77132300655e-07,0.792383492,0.838817,0.693744749,0.701444998,-0.0101359524,-0.00327114749,0.00626261420471,990,0.000707858349886,0,0,232,0.000379741075813,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,10,1514,0.0109407293,7.76859226261e-07,0.792383492,0.838817,0.693744749,0.701444998,0.00327114749,0.0101359524,0.00626615263401,989,0.000706231572066,0,0,231,0.000378104260817,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,11,139,0.0010044659,5.038300503e-08,0.876550257,0.878444634,0.687337518,0.69371663,-0.0062327825,0.0062327825,0.00107307352207,138,0.000102027407191,0,0,82,8.41873249429e-05,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,12,10,7.22637337e-05,3.46600177346e-09,0.876612753,0.877274007,0.685967505,0.685967505,-0.00351369003,0.00351369003,0.00026586817861,24,1.4717287054e-05,6,9.78935211029e-06,10,3.07027713131e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;component_touches_non_wall_or_unreleased_boundary_faces,true,largest_right_leg_wall_area_reverse_component_but_gate_blocked
salt_3,13,6,4.33582402e-05,1.09755690248e-09,0.898851,0.899317622,-0.256382503,-0.255774502,-0.00369551871,0.00369551871,0.0005665940735,20,1.04014374019e-05,0,0,6,5.34642234222e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
salt_3,14,5,3.61318669e-05,5.35156563453e-09,0.91257301,0.914825499,0.700841755,0.702698007,-0.00613333751,-0.00561867736,0.001400222454,22,2.38004348839e-05,0,0,0,0,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area,false,
salt_3,15,4,2.89054935e-05,2.299712922e-10,0.886800244,0.888237998,-0.313688502,-0.313480511,-0.01096925,-0.01096925,1.5684566245e-07,10,1.90557809685e-06,0,0,6,1.76205024062e-06,blocked_alt_cv_not_released,component_fraction_below_0.75;missing_positive_right_leg_wall_faces_or_area;component_touches_non_wall_or_unreleased_boundary_faces,false,
