case_id,face_component_id,patch_name,face_count,area_m2,alternate_cv_selected,classification
salt_2,1,ncc_pipeleg_lower_09_fitting_end,324,0.000223463187177,true,reverse_component_boundary_escape_not_released_wall_band
salt_2,1,pipeleg_lower_06_straight,4204,0.00685491815391,true,reverse_component_boundary_escape_not_released_wall_band
salt_2,1,pipeleg_lower_07_bend,384,0.000660878474445,true,reverse_component_boundary_escape_not_released_wall_band
salt_2,1,pipeleg_lower_08_straight,678,0.00111280991004,true,reverse_component_boundary_escape_not_released_wall_band
salt_2,1,pipeleg_lower_09_fitting,104,0.000175338172146,true,reverse_component_boundary_escape_not_released_wall_band
salt_2,2,junction_upper_right,226,0.000305895654017,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,2,junction_upper_right_right_extension,10,8.01075724667e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,2,junction_upper_right_right_step,14,1.00138180765e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,2,junction_upper_right_upper_extension,128,0.000207036270681,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,2,junction_upper_right_upper_stub,20,2.56601247743e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,3,junction_lower_right,638,0.000865697279077,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,3,junction_lower_right_lower_extension,32,5.19566312916e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,3,junction_lower_right_right_extension,20,1.68051942899e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,3,junction_lower_right_right_step,22,1.58793435825e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,3,ncc_junction_lower_right_left_start,324,0.000222475515736,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,4,junction_lower_right_lower_stub,42,5.13573502669e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,5,pipeleg_upper_01_straight,54,8.83880074626e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,5,pipeleg_upper_02_bend,84,0.00016088639856,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,6,junction_upper_right,24,9.28464337446e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,6,junction_upper_right_right_extension,360,0.000542375751523,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,6,junction_upper_right_right_step,46,2.90569619235e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,7,junction_upper_right_right_extension,6,5.64249424642e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,8,junction_lower_right,20,7.68884534048e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,8,junction_lower_right_right_extension,342,0.000518849615492,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,8,junction_lower_right_right_step,46,2.90569619235e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,9,pipeleg_upper_01_straight,225,0.000368283370266,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,10,pipeleg_upper_01_straight,225,0.000368283370266,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,11,junction_upper_right,32,3.56300257494e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,12,junction_upper_right,10,9.84336967728e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,13,junction_lower_right,4,3.44176674759e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,14,junction_upper_right,2,2.02164753096e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,15,junction_upper_right,2,2.02164753096e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,16,junction_upper_right,2,1.68310486566e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,17,ncc_pipeleg_upper_01_straight_start,2,5.46638849285e-07,false,reverse_component_boundary_escape_not_released_wall_band
salt_2,17,pipeleg_upper_01_straight,2,3.27363003491e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,1,ncc_pipeleg_lower_09_fitting_end,307,0.000226877892962,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,1,pipeleg_lower_06_straight,4204,0.00685491815391,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,1,pipeleg_lower_07_bend,384,0.000660878474445,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,1,pipeleg_lower_08_straight,644,0.0010570052832,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,1,pipeleg_lower_09_fitting,59,9.94706943559e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,2,junction_upper_right,258,0.000306771101597,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,2,junction_upper_right_right_extension,360,0.000546202253285,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,2,junction_upper_right_right_step,52,3.35793457359e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,2,junction_upper_right_upper_extension,52,8.41084851056e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,2,junction_upper_right_upper_stub,21,2.68433055501e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,3,junction_lower_right_lower_extension,63,3.30962078263e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,3,junction_lower_right_lower_stub,210,0.000177338781431,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,4,pipeleg_upper_01_straight,72,0.000117850677034,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,4,pipeleg_upper_02_bend,112,0.000213746797019,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,5,junction_lower_right,188,0.000189805306375,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,5,junction_lower_right_right_extension,17,1.39581115423e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,5,junction_lower_right_right_step,18,1.30469215356e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,6,junction_lower_right,458,0.000710169487115,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,6,junction_lower_right_lower_extension,30,4.87093415374e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,6,ncc_junction_lower_right_left_start,309,0.000227811477939,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,7,junction_lower_right,20,7.68884534048e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,7,junction_lower_right_right_extension,356,0.000537456240693,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,7,junction_lower_right_right_step,47,2.96233235974e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,8,junction_upper_right_right_extension,6,5.64249424642e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,9,pipeleg_upper_01_straight,232,0.000379741075813,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,10,pipeleg_upper_01_straight,231,0.000378104260817,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,11,junction_upper_right,56,7.47985069132e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,11,ncc_junction_upper_right_lower_start,26,9.3888180297e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,12,ncc_pipeleg_right_03_upper_end,10,3.07027713131e-06,true,reverse_component_boundary_escape_not_released_wall_band
salt_3,13,junction_lower_right,6,5.34642234222e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,15,junction_lower_right_lower_extension,4,1.20911022286e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,15,junction_lower_right_lower_stub,2,5.52940017754e-07,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,16,junction_upper_right,2,1.68310486566e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,17,ncc_pipeleg_upper_01_straight_start,2,5.46638849285e-07,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,17,pipeleg_upper_01_straight,2,3.27363003491e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_3,18,junction_upper_right,1,8.31024610028e-07,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,1,ncc_pipeleg_lower_09_fitting_end,331,0.00021913476647,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,1,pipeleg_lower_06_straight,4204,0.00685491815391,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,1,pipeleg_lower_07_bend,384,0.000660878474445,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,1,pipeleg_lower_08_straight,683,0.00112101647282,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,1,pipeleg_lower_09_fitting,134,0.000225916491589,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,2,junction_upper_right,426,0.000470320523047,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,2,junction_upper_right_right_extension,258,0.000404585888718,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,2,junction_upper_right_right_step,46,3.09371777761e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,2,junction_upper_right_upper_extension,58,9.38133104627e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,2,junction_upper_right_upper_stub,19,2.41996508923e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,3,junction_lower_right,786,0.00114165699942,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,3,junction_lower_right_lower_extension,111,0.000180224563615,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,3,junction_lower_right_lower_stub,62,5.46682928825e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,3,junction_lower_right_right_extension,8,6.35641789268e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,3,junction_lower_right_right_step,17,1.23889863677e-05,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,3,ncc_junction_lower_right_left_start,323,0.000209047072889,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,4,pipeleg_upper_01_straight,96,0.000157134236812,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,4,pipeleg_upper_02_bend,128,0.000244755667174,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,5,junction_lower_right_right_extension,6,5.64249424642e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,6,junction_lower_right,20,7.68884534048e-06,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,6,junction_lower_right_right_extension,316,0.000472061112879,false,reverse_component_boundary_escape_not_released_wall_band
salt_4,6,junction_lower_right_right_step,46,2.90569619235e-05,false,reverse_component_boundary_escape_not_released_wall_band
