time_s,mdot_mean_abs_kg_s
0.0,0.0
1.0,2.213716048175e-05
2.0,3.93411669875e-05
3.0,7.5139426395e-05
4.0,0.00012625791659999998
5.0,0.000193499440825
6.0,0.00027816024152500004
7.0,0.000386275859
8.0,0.00052299478
9.0,0.000690254715625
10.0,0.0008848565617
11.0,0.001102202817
12.0,0.001336863242
13.0,0.0015856131185
14.0,0.00184456514375
15.0,0.0021122204712499997
16.0,0.00238513630275
17.0,0.0026623624962499996
18.0,0.00294166120025
19.0,0.00322136792275
20.0,0.00349980334225
21.0,0.003775679787
22.0,0.00404790034175
23.0,0.0043156479930000005
24.0,0.00457810399825
25.0,0.00483480374075
26.0,0.005087123928
27.0,0.005338572804499999
28.0,0.0055931155952499995
29.0,0.0058546954345
30.0,0.00612553445625
31.0,0.006406176488249999
32.0,0.006696299368
33.0,0.006995578569249999
34.0,0.00730412130775
35.0,0.00762501407
36.0,0.007963366197249999
37.0,0.008324977574249999
38.0,0.00871862958175
39.0,0.009151093788249999
40.0,0.0096248950955
41.0,0.0101423479925
42.0,0.0107139658275
43.0,0.011340611177500001
44.0,0.01202297158
45.0,0.0127594349425
46.0,0.013553251395
47.0,0.014401849260000002
48.0,0.01530264829
49.0,0.0162524094025
50.0,0.01725601889
51.0,0.0183071318625
52.0,0.0194045689975
53.0,0.020476673075
54.0,0.0215522594475
55.0,0.0225905030025
56.0,0.0235985408175
57.0,0.024580441867499997
58.0,0.0255193603525
59.0,0.0262725317225
60.0,0.026817056540000002
61.0,0.0272828469925
62.0,0.0276383198475
63.0,0.02783097585
64.0,0.027903207154999998
65.0,0.027899778035
66.0,0.0278250522125
67.0,0.027677546927499998
68.0,0.027448000732500002
69.0,0.027136993045
70.0,0.026757811137499997
71.0,0.0263227044325
72.0,0.025842429014999998
73.0,0.0253263674125
74.0,0.024782763219999997
75.0,0.0242195298775
76.0,0.023646327970000002
77.0,0.023074552459999998
78.0,0.022514152215
79.0,0.021974406865
80.0,0.02145836658
81.0,0.0209676296825
82.0,0.0205034415575
83.0,0.0200627654975
84.0,0.01963744056
85.0,0.0192213184775
86.0,0.018810983965
87.0,0.01840396313
88.0,0.0180028120875
89.0,0.0176107284775
90.0,0.01723037476
91.0,0.016863375205
92.0,0.0165104961325
93.0,0.0161715883125
94.0,0.015847260202499998
95.0,0.015537284655
96.0,0.0152412891525
97.0,0.014960823154999999
98.0,0.0146952235475
99.0,0.014442001835
100.0,0.0141996834375
101.0,0.01396685055
102.0,0.01374262466
103.0,0.0135253751975
104.0,0.013313539942500001
105.0,0.0131065081025
106.0,0.012906508615
107.0,0.0127175984025
108.0,0.01254057295
109.0,0.012373501325
110.0,0.012217415187499999
111.0,0.012071656730000001
112.0,0.01193568029
113.0,0.01180854841
114.0,0.011691327040000001
115.0,0.0115846541975
116.0,0.0114850295575
117.0,0.0113917008425
118.0,0.0113090457675
119.0,0.011236222870000001
120.0,0.011173004949999999
121.0,0.011117921005
122.0,0.0110756828025
123.0,0.0110482786725
124.0,0.011032556025
125.0,0.01102751997
126.0,0.011032380057500001
127.0,0.011047811852499999
128.0,0.011069857007500001
129.0,0.011096720764999998
130.0,0.0111316897475
131.0,0.011175823267500001
132.0,0.01122567281
133.0,0.011280518354999998
134.0,0.0113407755975
135.0,0.01140482316
136.0,0.011475308052500001
137.0,0.0115515184175
138.0,0.0116351474375
139.0,0.011725936317500001
140.0,0.0118183178925
141.0,0.0119139337325
142.0,0.0120147161375
143.0,0.012116221475000001
144.0,0.0122212816975
145.0,0.012332397095
146.0,0.0124489385075
147.0,0.01256674133
148.0,0.0126852908175
149.0,0.012802722642499998
150.0,0.012915272745000001
151.0,0.013025326932500001
152.0,0.0131349943225
153.0,0.013242544387500001
154.0,0.013344894749999999
155.0,0.0134418138925
156.0,0.0135347073075
157.0,0.013624110597500001
158.0,0.013709737305
159.0,0.013788724842499999
160.0,0.01386015474
161.0,0.013926793335
162.0,0.013989205675
163.0,0.014046173045
164.0,0.0140962767375
165.0,0.0141398753025
166.0,0.0141778244975
167.0,0.014210527777499999
168.0,0.014238128894999999
169.0,0.014260697165
170.0,0.014278444355
171.0,0.014292006115
172.0,0.01430234446
173.0,0.014309124215
174.0,0.014309923365
175.0,0.014306683372500002
176.0,0.014302126542500002
177.0,0.014296863344999999
178.0,0.014290355759999998
179.0,0.014281827447500001
180.0,0.014271852755
181.0,0.014262335437499999
182.0,0.014253559395
183.0,0.0142455067875
184.0,0.0142387225975
185.0,0.0142335186325
186.0,0.0142298233825
187.0,0.01422729403
188.0,0.01422627504
189.0,0.014227289647499999
190.0,0.014230386252500001
191.0,0.0142354933525
192.0,0.014242517417500001
193.0,0.014251363917499999
194.0,0.0142620649175
195.0,0.014274368822499998
196.0,0.014287644675
197.0,0.0143012870075
198.0,0.014314826495
199.0,0.014327883085
200.0,0.014340133634999998
201.0,0.014351483639999999
202.0,0.0143619007575
203.0,0.0143707291825
204.0,0.0143773226475
205.0,0.01438182803
206.0,0.014384606662499999
207.0,0.014385769385
208.0,0.014385073259999999
209.0,0.014381366159999999
210.0,0.014374252845000001
211.0,0.01436472037
212.0,0.014353188227499999
213.0,0.014339492422499999
214.0,0.0143233871325
215.0,0.0143047307675
216.0,0.0142837161
217.0,0.014260935695000001
218.0,0.014237128065
