salt,ins,rad,mdot,loop_T_K,pct_err_mdot
2,0.0,0,0.011704289668511184,421.8567701685986,-11.220478092918277
2,0.0,1,0.0072555367867312565,374.1056030452671,-44.96521315272765
2,0.05,0,0.013288165670613805,437.7350173446299,0.7935576332376196
2,0.05,1,0.009287219180029255,395.9469841671853,-29.55447088194313
2,0.1,0,0.014591954464674902,450.7140104585066,10.68307242506338
2,0.1,1,0.010947902362172392,412.8034187246113,-16.95783638933894
2,0.15000000000000002,0,0.01569036525181562,461.64980480975214,19.014751433511808
2,0.15000000000000002,1,0.012322075144138382,426.33788253832483,-6.53444410703023
2,0.2,0,0.016632806357994398,471.06792406214976,26.16336730015722
2,0.2,1,0.013477110178950981,437.52805072244956,2.22674184109881
2,0.25,0,0.01745347754666518,479.3155465653351,32.38833249126363
2,0.25,1,0.014462804139840158,446.99122254196044,9.703439793121579
2,0.30000000000000004,0,0.018176903042393576,486.6342092937562,37.87566845655081
2,0.30000000000000004,1,0.015315495091023403,455.1381756927299,16.1712816805458
2,0.35000000000000003,0,0.018821186609814827,493.1986938990056,42.762696094130085
2,0.35000000000000003,1,0.01606193744348041,462.25409737624005,21.833205390501295
2,0.4,0,0.019400023083037635,499.139481224947,47.15329362807159
2,0.4,1,0.01672213836979243,468.5440024162165,26.840969574455332
2,0.45,0,0.019923989922231454,504.5564933955551,51.12769333931089
2,0.45,1,0.01731131813142405,474.1596107419573,31.31002314681427
2,0.5,0,0.020401404739778098,509.52789172722765,54.74898608355815
2,0.5,1,0.01784124882571425,479.21598040327945,35.32965996506095
2,0.75,0,0.022284171279506576,529.5170139697731,69.03016999080904
2,0.75,1,0.019868808159518955,498.65994805194987,50.70912795428067
2,1.0,0,0.02362652176832139,544.2080177857159,79.21218342382721
2,1.0,1,0.021256408879666407,512.107389986065,61.2343739983905
2,1.25,0,0.023584901199278398,547.3278352307074,78.89648257176452
2,1.25,1,0.0222832755273734,522.1593746745175,69.02337552071451
2,1.5,0,0.023268019250422385,547.4949506760101,76.49286571698792
2,1.5,1,0.02308351176852204,530.0624468534701,75.09333729661212
2,1.75,0,0.023017943675547554,547.6281288341479,74.59598939157054
2,1.75,1,0.02373044707528915,536.5008170218576,80.00047894008286
2,2.0,0,0.022814383702290275,547.7374010441287,73.0519437794887
2,2.0,1,0.02426797179724069,541.8863013304361,84.07771807032088
3,0.0,0,0.013437898842002404,432.48157684679285,-10.277749528935248
3,0.0,1,0.008232817299518918,380.11451446174004,-45.03107185766839
3,0.05,0,0.01522191728635217,449.49673969227075,1.6337964345330425
3,0.05,1,0.01061001732712569,403.94119577719886,-29.158967237406603
3,0.1,0,0.01667007638895507,463.3190704670978,11.302874558530014
3,0.1,1,0.012518387584131728,422.13966311856086,-16.417148281645535
3,0.15000000000000002,0,0.017877469448135827,474.91808610012026,19.364404396382156
3,0.15000000000000002,1,0.014075337973724256,436.6484801409775,-6.021691784428242
3,0.2,0,0.01890510287291248,484.8795712733643,26.22571393698216
3,0.2,1,0.015369750400420736,448.5846493785931,2.6208495329623043
3,0.25,0,0.01979422926963216,493.58587756280525,32.162238850949386
3,0.25,1,0.016464909419515318,458.6421838139384,9.933014401306242
3,0.30000000000000004,0,0.02057389601984349,501.30058316929825,37.36792288451054
3,0.30000000000000004,1,0.017405762792998367,467.27732131897096,16.214910330477668
3,0.35000000000000003,0,0.02126523546948681,508.21306930211813,41.98386262261496
3,0.35000000000000003,1,0.018224730367061008,474.80387326641335,21.682998360583664
3,0.4,0,0.021884046687604693,514.463931721429,46.1155453923004
3,0.4,1,0.018945669669032668,481.44579826231194,26.496570585413508
3,0.45,0,0.022442412094267727,520.1603609172453,49.843643174552604
3,0.45,1,0.019586494838600997,487.36787811076925,30.775236249457492
3,0.5,0,0.022949755447385117,525.3859037902923,53.23107657752987
3,0.5,1,0.0201609151574898,492.69449131534935,34.610529574178656
3,0.75,0,0.02493839496016438,546.3827643886019,66.50883782280278
3,0.75,1,0.02234298089855686,513.1360011168504,49.17976031971795
3,1.0,0,0.02444282255343915,547.2796159864026,63.19999675132736
3,1.0,1,0.02382351379557794,527.2440457746752,59.06499200504461
3,1.25,0,0.024032007629375227,547.497549226117,60.45706499186917
3,1.25,1,0.02491330275115198,537.7793533463732,66.34130199831465
3,1.5,0,0.023721178478745775,547.6644810834738,58.38171889540098
3,1.5,1,0.025759459322968768,546.0581880108534,71.99092570563009
3,1.75,0,0.023475998387933475,547.7974353092003,56.74469886890542
3,1.75,1,0.02556121662779446,546.6406094157808,70.6672975878999
3,2.0,0,0.02327650331136928,547.9064698533841,55.412708842958054
3,2.0,1,0.02535093346392918,546.7491022264514,69.26327759042853
4,0.0,0,0.015698984157169665,445.6548580740375,-7.569719726669684
4,0.0,1,0.009502834975424816,387.41834431830904,-44.05053910646933
4,0.05,0,0.01771331399046707,463.95405314980945,4.289969358345407
4,0.05,1,0.012324974775992587,413.65432330579546,-27.434739630178385
4,0.1,0,0.0193219301117816,478.7162126837803,13.76095407026994
4,0.1,1,0.014540078327895651,433.4436429162022,-14.392963163174016
4,0.15000000000000002,0,0.020647248066418836,491.04913655032885,21.563975512421763
4,0.15000000000000002,1,0.016316701269439383,449.09070904146336,-3.9328114245075425
4,0.2,0,0.02176509525899962,501.60978864888085,28.145479658077583
4,0.2,1,0.017774788592510346,461.89019481376954,4.651910910720079
4,0.25,0,0.02272541619178032,510.8211391790621,33.79952275288054
4,0.25,1,0.018996151140981812,472.6312343348084,11.842878271433657
4,0.30000000000000004,0,0.023562674596993904,518.971800327196,38.72901553281627
4,0.30000000000000004,1,0.02003713220561798,481.8253269416022,17.971820794100534
4,0.35000000000000003,0,0.024301548656603868,526.267535442384,43.07925474146293
4,0.35000000000000003,1,0.020937442561347275,489.82058099686617,23.272542017838823
4,0.4,0,0.024960251606862355,532.8601859785936,46.95747372045693
4,0.4,1,0.021725783599437005,496.8634080106176,27.914025974514075
4,0.45,0,0.025552567340661296,538.8649693644926,50.444827343929205
4,0.45,1,0.02242339662492438,503.13394272303157,32.02133424507348
4,0.5,0,0.026089151109205434,544.3713499815562,53.604050107652036
