salt,form,ins,mdot,loop_T_K,pct_err_mdot,global_mult
2,default,0.25,0.014462804139840158,446.99122254196044,9.703439793121579,1.8573170117174584
2,default,1.0,0.021256408879666407,512.107389986065,61.2343739983905,1.8573170117174584
2,global_mean,0.25,0.01063640211826061,447.21646995169743,-19.320631869600252,1.8573170117174584
2,global_mean,1.0,0.015617372288672694,512.3804926943858,18.46108431197391,1.8573170117174584
2,per_leg,0.25,0.01004851051733745,447.2575656965292,-23.779914469514406,1.8573170117174584
2,per_leg,1.0,0.014777212471265629,512.4284423760907,12.088293734548952,1.8573170117174584
3,default,0.30000000000000004,0.017405762792998367,467.27732131897096,16.214910330477668,1.9367352756000897
3,default,1.0,0.02382351379557794,527.2440457746752,59.06499200504461,1.9367352756000897
3,global_mean,0.30000000000000004,0.012533685447713147,467.53340983092875,-16.315007406493677,1.9367352756000897
3,global_mean,1.0,0.017141653015557076,527.5593126490572,14.451500449062488,1.9367352756000897
3,per_leg,0.30000000000000004,0.011669617048952741,467.5883434589752,-22.084224916554998,1.9367352756000897
3,per_leg,1.0,0.015988582085993276,527.6247609342012,6.752668959882254,1.9367352756000897
4,default,0.30000000000000004,0.02003713220561798,481.8253269416022,17.971820794100534,2.0918635926340534
4,default,1.0,0.02697203128794575,545.1959699210767,58.802148376415936,2.0918635926340534
4,global_mean,0.30000000000000004,0.013885317720556551,482.1358885869868,-18.247970967653508,2.0918635926340534
4,global_mean,1.0,0.018583660895555902,544.6972187767308,9.41427597379267,2.0918635926340534
4,per_leg,0.30000000000000004,0.012836997323576583,482.2016693152385,-24.420124983418603,2.0918635926340534
4,per_leg,1.0,0.017167166149273765,544.2852277090209,1.0744365871299328,2.0918635926340534
