case_key,plane_location,representative_time_s,sampled_plane_file,pressure_target_status,area_m2,mean_p_rgh_pa,mean_rho_kg_m3,mean_speed_m_s,dynamic_pressure_pa,source_paths
salt2_lo10q,upcomer_inlet,12382,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_inlet.vtk,pressure_plane_available,0.0007648626852,-4.659781335,1963.033782,0.01669486079,0.2735667948,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_lo10q,upcomer_mid,12382,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_mid.vtk,pressure_plane_available,0.0007273682523,-5.421761349,1962.241033,0.01755751159,0.3024463064,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_mid.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_lo10q,upcomer_outlet,12382,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_outlet.vtk,pressure_plane_available,0.001425899129,-26.29431049,1959.133235,0.01643563396,0.2646103929,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_outlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_hi10q,upcomer_inlet,11668,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_inlet.vtk,pressure_plane_available,0.0007648626852,-2.805950821,1952.910782,0.01999786105,0.3904986173,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_hi10q,upcomer_mid,11668,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_mid.vtk,pressure_plane_available,0.0007273682523,-2.291516275,1952.199211,0.02113084585,0.4358408178,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_mid.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_hi10q,upcomer_outlet,11668,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_outlet.vtk,pressure_plane_available,0.001425899129,-21.73058016,1949.142773,0.01982626014,0.3830850966,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_outlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_lo10q,upcomer_inlet,13421,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_inlet.vtk,pressure_plane_available,0.0007648626852,-1.804303746,1942.365145,0.02173156692,0.4586516537,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_lo10q,upcomer_mid,13421,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_mid.vtk,pressure_plane_available,0.0007273682523,-0.2734863814,1941.950658,0.0232195148,0.5234973364,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_mid.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_lo10q,upcomer_outlet,13421,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_outlet.vtk,pressure_plane_available,0.001425899129,-18.10570224,1938.988399,0.02172801379,0.457704594,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_outlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_hi10q,upcomer_inlet,14017,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_inlet.vtk,pressure_plane_available,0.0007648626852,-2.48439375,1929.854577,0.02567244869,0.6359590874,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
