sensitivity_id,parent_segment,segment_name,Q_ambient_W,Q_source_W,Q_hx_sink_W,T_avg_K
baseline_phase_e_recomputed,left_lower_vertical,left_lower_vertical__s00,6.99664093934536,0.0,0.0,374.2793600453421
baseline_phase_e_recomputed,left_lower_vertical,left_lower_vertical__s01,6.92399402708128,0.0,0.0,373.49969874808966
baseline_phase_e_recomputed,left_lower_vertical,left_lower_vertical__s02,6.852101415903576,0.0,0.0,372.7281327620513
baseline_phase_e_recomputed,left_lower_vertical,left_lower_vertical__s03,6.780955273818965,0.0,0.0,371.9645780326974
baseline_phase_e_recomputed,test_section,test_section__s00,7.071497663251634,18.5,0.0,372.2248839756018
baseline_phase_e_recomputed,test_section,test_section__s01,7.228296184215392,18.5,0.0,373.4962840512436
baseline_phase_e_recomputed,left_upper_vertical,left_upper_vertical__s00,6.9462496371802365,0.0,0.0,373.7385504390992
baseline_phase_e_recomputed,left_upper_vertical,left_upper_vertical__s01,6.874125943491896,0.0,0.0,372.96450442900476
baseline_phase_e_recomputed,left_upper_vertical,left_upper_vertical__s02,6.802751118252433,0.0,0.0,372.1984954259644
baseline_phase_e_recomputed,left_upper_vertical,left_upper_vertical__s03,6.732117385876242,0.0,0.0,371.44043998082697
baseline_phase_e_recomputed,top_horizontal_inlet,top_horizontal_inlet,9.638772276030348,0.0,0.0,370.523536301862
baseline_phase_e_recomputed,cooled_incline_pre_hx,cooled_incline_pre_hx__s00,2.3276365605132465,0.0,0.0,369.85332036688203
baseline_phase_e_recomputed,cooled_incline_pre_hx,cooled_incline_pre_hx__s01,2.3190641775622822,0.0,0.0,369.59307654142924
baseline_phase_e_recomputed,cooled_incline_pre_hx,cooled_incline_pre_hx__s02,2.310523365583653,0.0,0.0,369.33379116016414
baseline_phase_e_recomputed,cooled_incline_pre_hx,cooled_incline_pre_hx__s03,2.3020140083055685,0.0,0.0,369.07546069326133
baseline_phase_e_recomputed,cooled_incline_hx_active,cooled_incline_hx_active__s00,0.0,0.0,4.952327823987961,368.66917669909446
baseline_phase_e_recomputed,cooled_incline_hx_active,cooled_incline_hx_active__s01,0.0,0.0,2.8528320600333825,368.2320457298276
baseline_phase_e_recomputed,cooled_incline_hx_active,cooled_incline_hx_active__s02,0.0,0.0,2.6587864560164847,367.9233654902015
baseline_phase_e_recomputed,cooled_incline_hx_active,cooled_incline_hx_active__s03,0.0,0.0,3.84895845842268,367.5588967931545
baseline_phase_e_recomputed,cooled_incline_post_hx,cooled_incline_post_hx__s00,2.2408241481288944,0.0,0.0,367.21783447866204
baseline_phase_e_recomputed,cooled_incline_post_hx,cooled_incline_post_hx__s01,2.2325714840105326,0.0,0.0,366.9672968052258
baseline_phase_e_recomputed,cooled_incline_post_hx,cooled_incline_post_hx__s02,2.2243492133815974,0.0,0.0,366.71768182948085
baseline_phase_e_recomputed,cooled_incline_post_hx,cooled_incline_post_hx__s03,2.2161572243068166,0.0,0.0,366.4689861532514
baseline_phase_e_recomputed,top_horizontal_exit,top_horizontal_exit,9.005982251579724,0.0,0.0,365.84045541895165
baseline_phase_e_recomputed,right_vertical,right_vertical__s00,14.194019269279824,0.0,0.0,364.5410294760128
baseline_phase_e_recomputed,right_vertical,right_vertical__s01,13.852821565649016,0.0,0.0,362.9701128269574
baseline_phase_e_recomputed,right_vertical,right_vertical__s02,13.51982561733181,0.0,0.0,361.43695807910035
baseline_phase_e_recomputed,right_vertical,right_vertical__s03,13.194834269454299,0.0,0.0,359.9406575068897
baseline_phase_e_recomputed,right_vertical,right_vertical__s04,12.877655106377448,0.0,0.0,358.4803252048
baseline_phase_e_recomputed,right_vertical,right_vertical__s05,12.568100337774661,0.0,0.0,357.0550965628195
baseline_phase_e_recomputed,right_vertical,right_vertical__s06,12.265986687447917,0.0,0.0,355.66412775454546
baseline_phase_e_recomputed,right_vertical,right_vertical__s07,11.971135284816576,0.0,0.0,354.3065952375855
baseline_phase_e_recomputed,right_vertical,right_vertical__s08,11.683371559014608,0.0,0.0,352.98169526596763
baseline_phase_e_recomputed,right_vertical,right_vertical__s09,11.402525135533358,0.0,0.0,351.68864341427127
baseline_phase_e_recomputed,bottom_horizontal_inlet,bottom_horizontal_inlet,5.269024977406499,0.0,0.0,350.754876113843
baseline_phase_e_recomputed,heated_incline,heated_incline__s00,3.477124735686082,37.957142857142856,0.0,352.3908896340034
baseline_phase_e_recomputed,heated_incline,heated_incline__s01,3.6940658798697545,28.467857142857337,0.0,355.7095137655405
baseline_phase_e_recomputed,heated_incline,heated_incline__s02,3.8056262579858715,9.489285714285518,0.0,357.4153421669912
baseline_phase_e_recomputed,heated_incline,heated_incline__s03,3.950818959151702,37.957142857142856,0.0,359.6382564050492
baseline_phase_e_recomputed,heated_incline,heated_incline__s04,4.129727163649608,18.978571428571108,0.0,362.37448453451543
baseline_phase_e_recomputed,heated_incline,heated_incline__s05,4.238043854752615,18.978571428571744,0.0,364.0316945002741
baseline_phase_e_recomputed,heated_incline,heated_incline__s06,4.414725456364376,37.95714285714287,0.0,366.7358741639776
baseline_phase_e_recomputed,heated_incline,heated_incline__s07,4.555672118929916,9.48928571428571,0.0,368.89079865366045
baseline_phase_e_recomputed,heated_incline,heated_incline__s08,4.660815999953665,28.467857142857127,0.0,370.50047457764595
baseline_phase_e_recomputed,heated_incline,heated_incline__s09,4.869056861924845,37.95714285714287,0.0,373.68699615067095
baseline_phase_e_recomputed,bottom_horizontal_exit,bottom_horizontal_exit,7.757250790276093,0.0,0.0,375.1056917455885
global_passive_hA_scale_1,left_lower_vertical,left_lower_vertical__s00,6.99664093934536,0.0,0.0,374.2793600453421
global_passive_hA_scale_1,left_lower_vertical,left_lower_vertical__s01,6.92399402708128,0.0,0.0,373.49969874808966
global_passive_hA_scale_1,left_lower_vertical,left_lower_vertical__s02,6.852101415903576,0.0,0.0,372.7281327620513
global_passive_hA_scale_1,left_lower_vertical,left_lower_vertical__s03,6.780955273818965,0.0,0.0,371.9645780326974
global_passive_hA_scale_1,test_section,test_section__s00,7.071497663251634,18.5,0.0,372.2248839756018
global_passive_hA_scale_1,test_section,test_section__s01,7.228296184215392,18.5,0.0,373.4962840512436
global_passive_hA_scale_1,left_upper_vertical,left_upper_vertical__s00,6.9462496371802365,0.0,0.0,373.7385504390992
global_passive_hA_scale_1,left_upper_vertical,left_upper_vertical__s01,6.874125943491896,0.0,0.0,372.96450442900476
global_passive_hA_scale_1,left_upper_vertical,left_upper_vertical__s02,6.802751118252433,0.0,0.0,372.1984954259644
global_passive_hA_scale_1,left_upper_vertical,left_upper_vertical__s03,6.732117385876242,0.0,0.0,371.44043998082697
global_passive_hA_scale_1,top_horizontal_inlet,top_horizontal_inlet,9.638772276030348,0.0,0.0,370.523536301862
global_passive_hA_scale_1,cooled_incline_pre_hx,cooled_incline_pre_hx__s00,2.3276365605132465,0.0,0.0,369.85332036688203
global_passive_hA_scale_1,cooled_incline_pre_hx,cooled_incline_pre_hx__s01,2.3190641775622822,0.0,0.0,369.59307654142924
global_passive_hA_scale_1,cooled_incline_pre_hx,cooled_incline_pre_hx__s02,2.310523365583653,0.0,0.0,369.33379116016414
global_passive_hA_scale_1,cooled_incline_pre_hx,cooled_incline_pre_hx__s03,2.3020140083055685,0.0,0.0,369.07546069326133
global_passive_hA_scale_1,cooled_incline_hx_active,cooled_incline_hx_active__s00,0.0,0.0,4.952327823987961,368.66917669909446
global_passive_hA_scale_1,cooled_incline_hx_active,cooled_incline_hx_active__s01,0.0,0.0,2.8528320600333825,368.2320457298276
global_passive_hA_scale_1,cooled_incline_hx_active,cooled_incline_hx_active__s02,0.0,0.0,2.6587864560164847,367.9233654902015
global_passive_hA_scale_1,cooled_incline_hx_active,cooled_incline_hx_active__s03,0.0,0.0,3.84895845842268,367.5588967931545
global_passive_hA_scale_1,cooled_incline_post_hx,cooled_incline_post_hx__s00,2.2408241481288944,0.0,0.0,367.21783447866204
global_passive_hA_scale_1,cooled_incline_post_hx,cooled_incline_post_hx__s01,2.2325714840105326,0.0,0.0,366.9672968052258
global_passive_hA_scale_1,cooled_incline_post_hx,cooled_incline_post_hx__s02,2.2243492133815974,0.0,0.0,366.71768182948085
global_passive_hA_scale_1,cooled_incline_post_hx,cooled_incline_post_hx__s03,2.2161572243068166,0.0,0.0,366.4689861532514
global_passive_hA_scale_1,top_horizontal_exit,top_horizontal_exit,9.005982251579724,0.0,0.0,365.84045541895165
global_passive_hA_scale_1,right_vertical,right_vertical__s00,14.194019269279824,0.0,0.0,364.5410294760128
global_passive_hA_scale_1,right_vertical,right_vertical__s01,13.852821565649016,0.0,0.0,362.9701128269574
global_passive_hA_scale_1,right_vertical,right_vertical__s02,13.51982561733181,0.0,0.0,361.43695807910035
global_passive_hA_scale_1,right_vertical,right_vertical__s03,13.194834269454299,0.0,0.0,359.9406575068897
global_passive_hA_scale_1,right_vertical,right_vertical__s04,12.877655106377448,0.0,0.0,358.4803252048
global_passive_hA_scale_1,right_vertical,right_vertical__s05,12.568100337774661,0.0,0.0,357.0550965628195
global_passive_hA_scale_1,right_vertical,right_vertical__s06,12.265986687447917,0.0,0.0,355.66412775454546
global_passive_hA_scale_1,right_vertical,right_vertical__s07,11.971135284816576,0.0,0.0,354.3065952375855
global_passive_hA_scale_1,right_vertical,right_vertical__s08,11.683371559014608,0.0,0.0,352.98169526596763
global_passive_hA_scale_1,right_vertical,right_vertical__s09,11.402525135533358,0.0,0.0,351.68864341427127
global_passive_hA_scale_1,bottom_horizontal_inlet,bottom_horizontal_inlet,5.269024977406499,0.0,0.0,350.754876113843
global_passive_hA_scale_1,heated_incline,heated_incline__s00,3.477124735686082,37.957142857142856,0.0,352.3908896340034
global_passive_hA_scale_1,heated_incline,heated_incline__s01,3.6940658798697545,28.467857142857337,0.0,355.7095137655405
