candidate_family_id,heater_lambda,fit_case_id,fit_parameter_count,tw4_to_tw5_weight,tw5_to_tw6_weight,tw6_to_tp3_weight,weight_sum,model_form,runtime_policy
HS1_salt2_fit_heater_source_shift_p1,0,salt_2,1,0.6,0.3,0.1,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.05,salt_2,1,0.58,0.3025,0.1175,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.1,salt_2,1,0.56,0.305,0.135,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.15,salt_2,1,0.54,0.3075,0.1525,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.2,salt_2,1,0.52,0.31,0.17,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.25,salt_2,1,0.5,0.3125,0.1875,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.3,salt_2,1,0.48,0.315,0.205,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.35,salt_2,1,0.46,0.3175,0.2225,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.4,salt_2,1,0.44,0.32,0.24,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
HS1_salt2_fit_heater_source_shift_p1,0.45,salt_2,1,0.42,0.3225,0.2575,1,"weights(lambda)=(1-lambda)*upstream+lambda*downstream; upstream=(0.60,0.30,0.10); downstream=(0.20,0.35,0.45)",Salt2-only lambda fit; setup heater power; PB2 setup wall distribution; Salt2 cooler alpha_UA
