source_id,case_label,feature_name,time_row_count,positive_proxy_fraction,warning_fraction,mean_abs_delta_p_rgh_pa,mean_proxy_minor_residual_dp_pa,readiness_status,readiness_reason
val_water_test_1_coarse_mesh_laminar,Water 1,corner_lower_left,5,0.2,0.8,0.280187472,-0.004461031144220961,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_1_coarse_mesh_laminar,Water 1,corner_lower_right,5,0.0,1.0,0.24416744660000003,-0.014408535067774952,blocked,proxy residual never becomes positive on the preserved retained times
val_water_test_1_coarse_mesh_laminar,Water 1,corner_upper_left,5,1.0,0.0,0.7079085004000001,0.5257478459943788,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_1_coarse_mesh_laminar,Water 1,corner_upper_right,5,1.0,0.0,0.6602218662520001,0.37815570705756707,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_1_coarse_mesh_laminar,Water 1,test_section_complex,5,1.0,1.0,1.3379765309059999,1.1548008394151157,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_2_coarse_mesh_laminar,Water 2,corner_lower_left,5,1.0,0.0,0.42921406898000003,0.08216356074255252,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_2_coarse_mesh_laminar,Water 2,corner_lower_right,5,1.0,0.0,0.35470445454,0.04907469666502996,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_2_coarse_mesh_laminar,Water 2,corner_upper_left,5,1.0,0.0,1.026908968,0.8027791984079233,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_2_coarse_mesh_laminar,Water 2,corner_upper_right,5,1.0,1.0,1.7023489742400002,1.3694847222293078,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_2_coarse_mesh_laminar,Water 2,test_section_complex,5,1.0,1.0,1.7301311813000002,1.504097229036501,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_3_coarse_mesh_laminar,Water 3,corner_lower_left,5,1.0,0.0,0.52724251618,0.14685851360263846,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_3_coarse_mesh_laminar,Water 3,corner_lower_right,5,0.8,0.2,0.35946516032,0.022794909223687442,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_3_coarse_mesh_laminar,Water 3,corner_upper_left,5,1.0,0.0,0.9995890042,0.7579395703918447,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_3_coarse_mesh_laminar,Water 3,corner_upper_right,5,1.0,1.0,2.01274585136,1.6436378581383857,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_3_coarse_mesh_laminar,Water 3,test_section_complex,5,1.0,1.0,2.05667703998,1.8163927226306371,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_4_coarse_mesh_laminar,Water 4,corner_lower_left,5,1.0,0.0,0.6991714790000001,0.23470496132768653,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_4_coarse_mesh_laminar,Water 4,corner_lower_right,5,1.0,0.0,0.5280013423,0.09877507133765422,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_4_coarse_mesh_laminar,Water 4,corner_upper_left,5,0.8,0.2,0.6761568002,0.3074185698700943,candidate_for_future_dependency_fit,proxy residual is mostly positive and warning fraction is limited
val_water_test_4_coarse_mesh_laminar,Water 4,corner_upper_right,5,1.0,1.0,2.29165556334,1.8288149052028289,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
val_water_test_4_coarse_mesh_laminar,Water 4,test_section_complex,5,1.0,1.0,2.86595289592,2.4905484623225584,needs_closure_rebuild,feature evidence exists but proxy sign stability or warnings are too weak for future fitting
