phase,lane_id,candidate_id,case_id,fluid_case_name,split_role,heater_lambda,cooler_candidate_id,coupled_run_status,elapsed_s,root_status,qhx_total_W,qambient_total_W,mdot_error_pct,tp_rmse_K,tw_rmse_K,all_probe_rmse_K,coupled_gate,source_path
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0,HX_LUMPED_UA_NTU,completed,101.9646843,accepted,89.81693785,179.4835024,20.5436804,49.73773865,104.384674,90.90756816,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0,HX_LUMPED_UA_NTU,completed,101.2184315,accepted,98.33096722,204.3694639,29.07957711,64.04904032,120.6096374,106.2205632,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p00_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0,HX_LUMPED_UA_NTU,completed,60.93752068,rejected,113.0154265,252.6701486,31.00820951,69.17700057,134.6011999,118.1153039,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,completed,100.628433,accepted,89.82302808,179.477417,20.26214241,49.75893586,104.3885601,90.91426073,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,completed,101.2753249,accepted,98.33722866,204.3632076,28.77878311,64.07062825,120.61266,106.2269911,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p05_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.05,HX_LUMPED_UA_NTU,completed,60.54839851,rejected,113.0100658,252.6225935,30.68356457,69.17346165,134.5799019,118.0979702,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p10_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.1,HX_LUMPED_UA_NTU,completed,100.883466,accepted,89.82914251,179.4713077,19.97988623,49.78024131,104.3924866,90.92100487,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p10_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.1,HX_LUMPED_UA_NTU,completed,101.613749,accepted,98.34351492,204.3569267,28.47720168,64.09232598,120.6157144,106.2334656,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p10_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.1,HX_LUMPED_UA_NTU,completed,60.05881974,rejected,113.0046647,252.574784,30.35796383,69.16989523,134.5585028,118.0805524,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p15_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.15,HX_LUMPED_UA_NTU,completed,101.1544515,accepted,89.83528123,179.4651737,19.69690995,49.80165575,104.3964536,90.92780084,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p15_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.15,HX_LUMPED_UA_NTU,completed,101.2766025,accepted,98.34982622,204.3506207,28.17483016,64.11413455,120.6188009,106.2399871,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p15_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.15,HX_LUMPED_UA_NTU,completed,60.56981499,rejected,112.9992229,252.526717,30.03139468,69.16630091,134.5370014,118.0630494,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p20_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.2,HX_LUMPED_UA_NTU,completed,101.7985244,accepted,89.84144471,179.4590155,19.41320596,49.82318098,104.4004622,90.93464975,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p20_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.2,HX_LUMPED_UA_NTU,completed,101.1549934,accepted,98.35616284,204.3442894,27.87165957,64.13605534,120.62192,106.2465562,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p20_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.2,HX_LUMPED_UA_NTU,completed,60.18408166,rejected,112.9937397,252.4783894,29.70385459,69.16267837,134.5153965,118.0454603,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p25_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.25,HX_LUMPED_UA_NTU,completed,100.5863947,accepted,89.847633,179.4528322,19.12877235,49.84481768,104.4045124,90.9415518,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p25_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.25,HX_LUMPED_UA_NTU,completed,101.6963566,accepted,98.36252505,204.3379325,27.56768633,64.15808957,120.625072,106.2531735,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p25_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.25,HX_LUMPED_UA_NTU,completed,60.13198942,rejected,112.9882146,252.429798,29.37533348,69.15902721,134.493687,118.0277842,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p30_PLUS_HX_LUMPED_UA_NTU,salt_1,Salt 1,train_nominal_loso,0.3,HX_LUMPED_UA_NTU,completed,101.0356839,accepted,89.8538465,179.4466239,18.84359959,49.86656753,104.408605,90.94850793,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p30_PLUS_HX_LUMPED_UA_NTU,salt_2,Salt 2,train_nominal_loso,0.3,HX_LUMPED_UA_NTU,completed,101.2579332,accepted,98.36891315,204.3315498,27.26290329,64.18023862,120.6282574,106.2598397,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
loso_train_grid,HS1_BASELINE_LOSO_SALT124,HS1_BASELINE_LOSO_SALT124_heater_source_lam_0p30_PLUS_HX_LUMPED_UA_NTU,salt_4,Salt 4,train_nominal_loso,0.3,HX_LUMPED_UA_NTU,completed,60.3187897,rejected,112.9826471,252.3809395,29.04582379,69.15534706,134.4718715,118.0100199,train_grid_completed_not_holdout_scored,Fluid solve_case with AGENT-529 LOSO heater-source scenario
