source_id,base_case_id,variant_label,family,metric,unit,sample_count,time_start_s,time_end_s,duration_s,final_value,last_window_count,last_window_mean,last_window_std,last_window_slope_per_s,last_window_end_minus_start
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,temperature,TP1,K,1725,0.0,1724.0,1724.0,454.803059,50,454.80237112,0.018444570137188712,0.00036366184873757695,0.02334000000001879
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,temperature,TP2,K,1725,0.0,1724.0,1724.0,449.914967,50,449.92963256,0.048046135890064894,0.000246433805521384,0.08187299999997322
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,temperature,TP3,K,1725,0.0,1724.0,1724.0,445.90223,50,445.89789234000006,0.0023188351266062207,0.00015805354141428278,0.007894999999962238
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,temperature,TP4,K,1725,0.0,1724.0,1724.0,453.878949,50,453.86774930000007,0.006779667066310027,0.0004693903001178189,0.022652999999991152
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,temperature,TP5,K,1725,0.0,1724.0,1724.0,454.599047,50,454.58755904,0.006701742280807498,0.00046429320527996854,0.022725999999977375
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,temperature,TP6,K,1725,0.0,1724.0,1724.0,456.401732,50,456.39078252,0.0067041469531630635,0.0004643123169249206,0.022854999999992742
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW1,K,1725,0.0,1724.0,1724.0,448.23055775,50,448.2223427199999,0.00661000147024349,0.00044386297718883625,0.0212597500000129
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW10,K,1725,0.0,1724.0,1724.0,445.6661515,50,445.655206055,0.006502738889939245,0.00045059710684126875,0.02209499999997888
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW11,K,1725,0.0,1724.0,1724.0,453.26164125,50,453.251273735,0.006100230894893571,0.00042271014405637124,0.02075124999998934
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW2,K,1725,0.0,1724.0,1724.0,447.0151085,50,447.003696275,0.006272920384327918,0.00042599271308441214,0.022133250000024418
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW3,K,1725,0.0,1724.0,1724.0,449.27807774999997,50,449.26243695499994,0.008177371318716117,0.0004131165066008312,0.02392374999999447
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW4,K,1725,0.0,1724.0,1724.0,456.524264,50,456.51593212,0.00675599713148351,0.00042885306122274403,0.020501000000024305
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW5,K,1725,0.0,1724.0,1724.0,460.96482075,50,460.94738857,0.007572738436335524,0.00036912444177412176,0.023234000000002197
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW6,K,1725,0.0,1724.0,1724.0,464.01184575,50,463.99890150000004,0.006292186620323997,0.0003979167587006453,0.022285750000037297
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW7,K,1725,0.0,1724.0,1724.0,456.3984155,50,456.38715854,0.006601072318072073,0.0004573842496988408,0.022354500000005828
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW8,K,1725,0.0,1724.0,1724.0,455.6633805,50,455.65244139999993,0.00647079976761098,0.00044839697478874993,0.021963000000027932
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,wall_temperature,TW9,K,1725,0.0,1724.0,1724.0,445.3014905,50,445.290310555,0.006627263374364998,0.00045923021608572416,0.022537499999998545
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,heat_balance,ambient_noncooling_proxy_w,W,2087,1725.0,3811.0,2086.0,107.79061575384998,50,107.7752223286514,0.01195101855393201,-7.83122960208402e-05,0.006933025249992397
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,heat_balance,ambient_proxy_w,W,2087,1725.0,3811.0,2086.0,187.80135576384998,50,187.78596234125135,0.011951013365111805,-7.831223503705417e-05,0.006933025249992397
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,heat_balance,cooling_branch_excess_w,W,2087,1725.0,3811.0,2086.0,80.01074001,50,80.0107400126,6.264176787582405e-09,6.09841108502118e-11,0.0
val_salt_test_2_coarse_mesh_laminar,salt_test_2,,heat_balance,cooling_branch_total_removal_w,W,2087,1725.0,3811.0,2086.0,136.35074001,50,136.35074001259997,6.264176787657199e-09,6.098391340935727e-11,0.0
