loop_region,toggle_id,toggle_description,local_evidence_rows,admission_status,ablation_executable_now,execution_blocker,primary_segment_gate,output_metrics_required,score_delta_status,guardrail
heater,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
heater,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
heater,thermal_graetz_entrance,Graetz/thermal entrance effect,15,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,admitted_setup_source_term,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
heater,wall_adjacent_temperature_drive,wall-adjacent temperature drive,12,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,admitted_setup_source_term,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
heater,wall_layer_resistance,wall/layer resistance without source-sink absorption,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,admitted_setup_source_term,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
cooler_HX,hydraulic_reset_length,entrance/reset length keyed by feature and x/D,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
cooler_HX,developing_apparent_friction,Shah/developing apparent friction or equivalent hydraulic development term,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,diagnostic_only_no_fit_admitted,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
cooler_HX,thermal_graetz_entrance,Graetz/thermal entrance effect,15,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,admitted_setup_cooler_removal_candidate,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
cooler_HX,wall_adjacent_temperature_drive,wall-adjacent temperature drive,12,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,admitted_setup_cooler_removal_candidate,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
cooler_HX,wall_layer_resistance,wall/layer resistance without source-sink absorption,9,diagnostic_ready_not_executable,false,blocked_missing_admitted_pressure_or_thermal_closure,admitted_setup_cooler_removal_candidate,mdot;TP_RMSE;TW_RMSE;Tmean;loop_delta_T,not_run_no_admitted_coupled_ablation,no hidden global multiplier; segment-specific terms only
