cfd_Re,cfd_dP_pa,cfd_f_over_flam,cfd_interior_arc_m,element,global_mult,kind,model_dP_pa,model_dP_pa_percornerK,model_segments,pct_err,salt
67.99763118266802,7.594737594921601,2.665588431030625,0.3568416202986929,lower_leg,1.8573170117174584,friction,5.29182793951583,,heated_incline,-30.32243874950552,2
61.15899206065987,7.188434048086719,2.194077200921516,0.3657599999905402,right_leg,1.8573170117174584,friction,6.085109876495199,,right_vertical,-15.348602549747003,2
71.12521667906103,1.5864238159062247,1.5512184718037778,0.12191999999765796,left_lower_leg,1.8573170117174584,friction,1.899469349182089,,left_lower_vertical,19.73278074478737,2
68.79759596170659,1.3666260023189991,1.4627570614045844,0.09807272727386546,test_section_span,1.8573170117174584,friction,1.7352558327937153,,test_section,26.973717011764453,2
66.64763746835195,1.1778655416679582,1.0368826444445471,0.14309041771286912,left_upper_leg,1.8573170117174584,friction,2.109852758918172,,left_upper_vertical,79.12509401798444,2
62.705232933531015,6.708462261252379,2.2333782606997006,0.35687444321026807,upper_leg,1.8573170117174584,friction,5.57887631465754,,cooled_incline_pre_hx+cooled_incline_hx_active+cooled_incline_post_hx,-16.838224657225098,2
,0.49951598888872795,,,corner_lower_left,,minor,3.540341760015835,2.4803113118407483,lumped_n90,608.7544420534015,2
,0.764693936138507,,,corner_lower_right,,minor,3.540341760015835,4.985048112884492,lumped_n90,362.9750012002949,2
,0.5996790416038161,,,corner_upper_right,,minor,3.540341760015835,4.809626116771823,lumped_n90,490.3727684975185,2
,0.397984716988182,,,corner_upper_left,,minor,3.540341760015835,1.8863814985662761,lumped_n90,789.5672644939691,2
122.6024614073759,7.696880161078721,2.8787623579322377,0.3568416202986929,lower_leg,2.0918635926340534,friction,5.592967179615629,,heated_incline,-27.33462048820866,4
117.99501141241286,10.513645224087313,3.2588818745476877,0.3657599999905402,right_leg,2.0918635926340534,friction,6.748667953235233,,right_vertical,-35.81038917145805,4
134.88326391686644,2.1895176546978283,2.20917141717455,0.12191999999765796,left_lower_leg,2.0918635926340534,friction,2.073253452260287,,left_lower_vertical,-5.310037221580977,4
123.66235290899029,0.8868644229824224,1.0030682976897352,0.09807272727386546,test_section_span,2.0918635926340534,friction,1.8495245062696413,,test_section,108.54647659107854,4
119.83306251141927,0.8725413540292285,0.8208669519429626,0.14309041771286912,left_upper_leg,2.0918635926340534,friction,2.223548514459124,,left_upper_vertical,154.83588877377602,4
114.87772115689725,6.761584463927169,2.3804306565171482,0.35687444321026807,upper_leg,2.0918635926340534,friction,5.941913212168124,,cooled_incline_pre_hx+cooled_incline_hx_active+cooled_incline_post_hx,-12.122473011051815,4
,0.8638360651323387,,,corner_lower_left,,minor,4.975748210053115,4.202331143296122,lumped_n90,476.0060746353344,4
,0.8743618005933114,,,corner_lower_right,,minor,4.975748210053115,5.43591495298829,lumped_n90,469.0720027655309,4
,0.9034003411668073,,,corner_upper_right,,minor,4.975748210053115,6.881604075686879,lumped_n90,450.77997907622813,4
,0.7016926242834748,,,corner_upper_left,,minor,4.975748210053115,3.3831426682411703,lumped_n90,609.1065286789984,4
