job_id,job_name,job_state,case_label,run_family,salt_key,case_dir,restart_time_s,latest_monitor_time_s,advance_since_restart_s,end_time_s,case_verdict,hydraulic_verdict,thermal_verdict,mdot_window_mean,mdot_drift_pct,mdot_amp_pct,gross_wall_duty_w,heat_closure_net_over_gross_pct,heater_power_w,q_ratio_vs_nominal,operating_point_verdict,mdot_moved_pct,expected_move_pct,advance_over_tau,closure_fit_admissible,recommendation,recommendation_reason,slurm_stdout
3265969,ethan_s34mid_ne5d,CANCELLED,salt3_jin_hi5q_balq,salt_q_perturbation,salt3,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,3164.0,4790.0,1626.0,10000.0,stationary,stationary,stationary,-0.01495869377982456,0.045083608903912366,0.15321618543265586,545.7780911922592,0.11641103596474761,312.375,1.05,false_steady,0.20884736608032303,1.6396356814853519,0.4552,no,document_only_false_steady,Q perturbation operating-point gate = false_steady.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_s34mid_ne5d-3265969.out
3265969,ethan_s34mid_ne5d,CANCELLED,salt3_jin_lo5q_balq,salt_q_perturbation,salt3,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt3_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh,3415.0,5025.0,1610.0,10000.0,stationary,stationary,stationary,-0.014960968881098727,0.052410974532162195,0.16643106604852553,545.800671151947,0.11034989448983588,282.625,0.95,false_steady,0.1936699059457842,1.6952427508441503,0.5022,no,document_only_false_steady,Q perturbation operating-point gate = false_steady.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_s34mid_ne5d-3265969.out
3265969,ethan_s34mid_ne5d,CANCELLED,salt4_jin_hi5q_balq,salt_q_perturbation,salt4,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_hi5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,6336.0,7801.0,1465.0,10000.0,stationary,stationary,stationary,-0.017079994504102563,0.16303806888985584,1.2085841710922,620.8813371495753,0.01782464067859025,354.48,1.05,false_steady,0.23367696201773894,1.6396356814853519,0.405,no,document_only_false_steady,Q perturbation operating-point gate = false_steady.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_s34mid_ne5d-3265969.out
3265969,ethan_s34mid_ne5d,CANCELLED,salt4_jin_lo5q_balq,salt_q_perturbation,salt4,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt4_jin_lo5q_balq/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,6339.0,7934.0,1595.0,10000.0,stationary,stationary,stationary,-0.017079120546185184,0.05892047734311538,1.200233872965941,620.8840211057147,0.01729957255162531,320.72,0.9500000000000001,false_steady,0.23878185639495442,1.6952427508441503,0.4316,no,document_only_false_steady,Q perturbation operating-point gate = false_steady.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_s34mid_ne5d-3265969.out
3265970,ethan_w1234_ne5d,TIMEOUT,water1,water_continuation,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water1/case_stage/val_water_test_1_coarse_mesh_laminar_continuation,9164.0,10000.0,836.0,10000.0,quasi_stationary,quasi_stationary,stationary,-0.006551202137983606,0.1531586051558121,5.022198019083983,106.74951852668498,0.09235889488942095,58.8,nan,,nan,nan,nan,provisional,freeze_and_postprocess_water,Water continuation is useful after final window is frozen.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_w1234_ne5d-3265970.out
3265970,ethan_w1234_ne5d,TIMEOUT,water2,water_continuation,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water2/case_stage/val_water_test_2_coarse_mesh_laminar_continuation,7387.0,9499.0,2112.0,10000.0,quasi_stationary,quasi_stationary,stationary,-0.007905624283764632,0.12655731539028497,5.625183414208911,141.42954375713015,-0.05035131558010621,77.6,nan,,nan,nan,nan,provisional,freeze_and_postprocess_water,Water continuation is useful after final window is frozen.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_w1234_ne5d-3265970.out
3265970,ethan_w1234_ne5d,TIMEOUT,water3,water_continuation,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water3/case_stage/val_water_test_3_coarse_mesh_laminar_continuation,6505.0,8459.0,1954.0,10000.0,quasi_stationary,quasi_stationary,stationary,-0.00896058376022364,0.07624567241826677,8.472748152527188,169.7634239632928,-0.048616562965057425,93.0,nan,,nan,nan,nan,provisional,freeze_and_postprocess_water,Water continuation is useful after final window is frozen.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_w1234_ne5d-3265970.out
3265970,ethan_w1234_ne5d,TIMEOUT,water4,water_continuation,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water4/case_stage/val_water_test_4_coarse_mesh_laminar_continuation,4785.0,6362.0,1577.0,10000.0,quasi_stationary,quasi_stationary,stationary,-0.011301433159761157,0.015416143906263344,8.910824811012576,235.44670300437517,0.03319684239618193,129.0,nan,,nan,nan,nan,provisional,freeze_and_postprocess_water,Water continuation is useful after final window is frozen.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_w1234_ne5d-3265970.out
3265971,ethan_s41lo2mid_ne5d,CANCELLED,salt4_jin_hiq_balq,salt_q_perturbation,salt4,jadyn_runs/modern_runs/2026-06-19_ethan_blocker_and_1d_followon_wave/runs/salt4_jin_hiq_hiins/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation,7540.0,9402.0,1862.0,10000.0,stationary,stationary,stationary,-0.017079544510208423,0.022445083926573222,1.5702072724463327,620.895783427589,0.014801555708867518,371.36,1.0999999999999999,false_steady,0.23630543102556711,3.228011545636722,1.464,no,document_only_false_steady,Q perturbation operating-point gate = false_steady.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_s41lo2mid_ne5d-3265971.out
3265971,ethan_s41lo2mid_ne5d,CANCELLED,salt1_jin_loq_balq,salt_q_perturbation,salt1,jadyn_runs/modern_runs/2026-06-25_ethan_normal_relaunch_and_recirculation_boundary_wave/runs/salt1_jin_loq_balq/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,3756.33125,3892.49375,136.1624999999999,10000.0,stationary,stationary,stationary,-0.011237153934571427,2.922723136196194e-05,0.0006790865413571409,437.1248429655748,-2.061360852618036,209.07,0.8999999999999999,false_steady,0.025320866802251554,3.451061539437028,0.054966250000000036,no,document_only_false_steady,Q perturbation operating-point gate = false_steady.,tmp/2026-06-26_nuclearenergy_repack_followon/slurm-ethan_s41lo2mid_ne5d-3265971.out
