source_id,case_label,section_name,section_kind,re_value,friction_target_value,support_fraction,direct_to_shear_ratio,pressure_loss_hydro_pa,direct_prgh_darcy,shear_darcy_core,property_temperature_k,window_start_s,window_end_s,window_min_time_s,window_span_s,time_sample_count,time_resolution_status,fit_use_status,exclusion_reason_primary
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,lower_leg,main_loop_leg,91.70545783562,2.7248192153153044,0.7472527472527473,0.5120362017341502,18.552735178323566,0.4666604492275767,0.9113817492730082,452.37635001238334,8582.0,8602.0,8598.0,4.0,5,late_window_mean,excluded,support_fraction_below_floor
val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_span,test_section_leg,108.36043582323013,42.36576072197514,1.0,0.8197409388103486,111.59988989762351,0.7926210951184206,0.9669165678960896,459.85811995945323,8582.0,8602.0,8598.0,4.0,5,late_window_mean,fit_used,
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,lower_leg,main_loop_leg,53.730347342485345,4.32762683080611,0.7362637362637363,0.3644162526604324,19.76096665544742,0.5485848856817362,1.5053798552528184,428.3571348051818,3209.0,3229.0,3226.0,3.0,4,late_window_mean,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_span,test_section_leg,65.56125034275955,64.04917540960612,1.0,0.29441100824606536,113.1776781314993,0.41071191745356583,1.3950290782275965,436.79059573123874,3209.0,3229.0,3226.0,3.0,4,late_window_mean,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,lower_leg,main_loop_leg,49.581591875527984,4.5415957894931935,0.7362637362637363,0.33281836352894145,19.531182735905986,0.551818620639023,1.6580173485260152,428.4289185312374,3259.0,3279.0,3276.0,3.0,4,late_window_mean,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_span,test_section_leg,59.16905796845926,67.45099019448642,1.0,0.3748928759370702,112.2768933298455,0.5516320701865837,1.4714391912829548,437.0780829359437,3259.0,3279.0,3276.0,3.0,4,late_window_mean,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,lower_leg,main_loop_leg,81.96747657528753,3.0003655899418527,0.7472527472527473,0.49953836348201525,18.84231268610506,0.5082067518589884,1.0173527981245534,446.843553266145,2411.0,2431.0,2428.0,3.0,4,late_window_mean,excluded,support_fraction_below_floor
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,test_section_leg,97.54168967460058,46.163210316366786,1.0,0.6920072580417043,112.16024712505327,0.7496321158762174,1.0832720425470455,454.5841445471448,2411.0,2431.0,2428.0,3.0,4,late_window_mean,fit_used,
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,lower_leg,main_loop_leg,68.19769671897883,3.579213130693732,0.7472527472527473,0.46101732515479604,19.437515100539713,0.5717579776179265,1.2402093075915248,445.8922479780449,566.0,586.0,583.0,3.0,4,late_window_mean,excluded,support_fraction_below_floor
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,test_section_leg,80.34657208471737,53.573765793842185,1.0,0.6136250632963717,112.56447632151708,0.8118253894612063,1.3229990722675335,454.1135449438717,566.0,586.0,583.0,3.0,4,late_window_mean,fit_used,
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,lower_leg,main_loop_leg,109.30493909426593,2.182920658319686,0.7472527472527473,0.5386439925851295,17.71820844238141,0.41606423218649213,0.7724289844757447,459.45331731372744,2494.0,2514.0,2511.0,3.0,4,late_window_mean,excluded,support_fraction_below_floor
