source_id,case_label,time_s,section_name,section_kind,net_section_role,pressure_loss_hydro_pa,re_value,friction_target_value,support_fraction,direct_prgh_darcy,shear_darcy_core,direct_to_shear_ratio,bulk_velocity_effective_m_s,hydraulic_diameter_m,rho_bulk_kg_m3,mdot_mean_abs_kg_s,property_temperature_k,time_resolution_status,fit_use_status,exclusion_reason_primary
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3226.0,lower_leg,main_loop_leg,dissipative,19.770206351591696,53.730962591323376,4.329597037686465,0.7362637362637363,0.5496252057986827,1.5053259405506043,0.3651203975118145,0.0150564399906049,0.022041740782055636,1972.3453047994003,0.011265013160000004,428.35748112717806,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3227.0,lower_leg,main_loop_leg,dissipative,19.719776774331876,53.729814635490555,4.318698030908467,0.7362637362637363,0.5439432527904882,1.5054709144712017,0.36131103401725223,0.01505618656487694,0.022041740782055636,1972.3455375812523,0.011264824880000005,428.35718018214976,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3228.0,lower_leg,main_loop_leg,dissipative,19.7547161816492,53.729725063389964,4.326349313286889,0.7362637362637363,0.5478834518757645,1.505400372072514,0.3639453410799166,0.015056187212770265,0.022041740782055636,1972.3456260458486,0.011264825869999991,428.3570666543849,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3229.0,lower_leg,main_loop_leg,dissipative,19.799167314216902,53.73088707973749,4.335862941342614,0.7362637362637363,0.5528876322620094,1.5053221939169537,0.36728856752145345,0.015056570758927119,0.022041740782055636,1972.3458127211488,0.011265113899999995,428.3568112570144,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3226.0,test_section_span,test_section_leg,dissipative,113.17733481988671,65.5618172278801,64.0484740199616,1.0,0.41060830485859046,1.3950251501652535,0.294337564315561,0.017226732181636204,0.020787565883064133,1970.3983496430992,0.011264881489999996,436.7909237101422,retained_time_sample,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3227.0,test_section_span,test_section_leg,dissipative,113.17693223631522,65.56136650605113,64.04859449005819,1.0,0.4104756143396021,1.395032173754315,0.29424096595201016,0.01722668439484637,0.020787565883064133,1970.3985663063993,0.011264851479999997,436.79063293038536,retained_time_sample,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3228.0,test_section_span,test_section_leg,dissipative,113.17760250582705,65.56112170130983,64.04925722490606,1.0,0.41068679118258994,1.3950293249895345,0.29439294488355716,0.01722664592342895,0.020787565883064133,1970.3986480236997,0.011264826789999993,436.7905265159233,retained_time_sample,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,3229.0,test_section_span,test_section_leg,dissipative,113.17884296396824,65.56069593579711,64.05037590349865,1.0,0.41107695943348077,1.3950296640012834,0.2946725578970216,0.017226589137097712,0.020787565883064133,1970.3988200798497,0.011264790639999998,436.7902997685041,retained_time_sample,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,3276.0,lower_leg,main_loop_leg,dissipative,19.531116792911234,49.58159167095925,4.5415804910472675,0.7362637362637363,0.5518104132325677,1.658017139485105,0.33281345535663864,0.014611906253116057,0.022041740782055636,1972.287072601596,0.010932096600000009,428.42891851115144,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,3277.0,lower_leg,main_loop_leg,dissipative,19.531147480880463,49.581591546643686,4.541587651862473,0.7362637362637363,0.5518143529769874,1.6580174607764335,0.33281576704178867,0.014611906213017885,0.022041740782055636,1972.287072601596,0.010932096569999996,428.42891853112394,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,3278.0,lower_leg,main_loop_leg,dissipative,19.53133506046288,49.581591776825405,4.541631228294117,0.7362637362637363,0.5518372357313357,1.6580172794919765,0.33282960470738937,0.014611906279848182,0.022041740782055636,1972.287072601596,0.010932096619999995,428.42891853692345,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,3279.0,lower_leg,main_loop_leg,dissipative,19.531131609369368,49.58159250768362,4.541583786768917,0.7362637362637363,0.5518124806152008,1.658017514350546,0.33281462701034775,0.014611906493705142,0.022041740782055636,1972.287072601596,0.010932096779999994,428.4289185457509,retained_time_sample,excluded,support_fraction_below_floor
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,3276.0,test_section_span,test_section_leg,dissipative,112.27690082984827,59.169057314740726,67.45099624265505,1.0,0.5516337609182876,1.4714391938421705,0.3748940243177028,0.016721585252218858,0.020787565883064133,1969.9550486594494,0.010932096429999994,437.07808296985036,retained_time_sample,excluded,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,3277.0,test_section_span,test_section_leg,dissipative,112.27688424651024,59.16906049784581,67.45097887612496,1.0,0.5516302238838353,1.471439162804573,0.37489162843295837,0.016721586169970656,0.020787565883064133,1969.9550486594494,0.010932097029999997,437.0780828743016,retained_time_sample,excluded,direct_to_shear_magnitude_gap
