source_id,case_label,family,profile_name,span_name,span_kind,straight_section_flag,time_sample_count,section_length_m,mean_rho_bulk_kg_m3,mean_bulk_velocity_m_s,mean_mdot_mean_abs_kg_s,mean_hydraulic_diameter_geom_m,mean_dynamic_head_local_pa,loop_reference_dynamic_head_pa,mean_pressure_drop_p_pa,mean_hydro_integral_pa,mean_pressure_loss_hydro_pa,mean_pressure_loss_prgh_endpoint_pa,mean_pressure_loss_prgh_integrated_pa,mean_pressure_closure_residual_vs_prgh_endpoint_pa,mean_pressure_closure_residual_vs_prgh_integrated_pa,mean_apparent_darcy_f_local,mean_apparent_darcy_f_loop_ref,mean_direct_prgh_darcy_existing,mean_shear_darcy_core,mean_direct_prgh_gradient_pa_per_m,mean_direct_p_gradient_pa_per_m,mean_thermal_support_usable_fraction,case_order,net_section_role,hydro_loss_sign,prgh_loss_sign,hydro_vs_prgh_direction_match,direct_to_shear_darcy_ratio,abs_pressure_closure_residual_vs_prgh_endpoint_pa,fit_status,fit_reason
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,left_lower_leg,main_loop_leg,yes,5,0.30879640909090905,1955.6060495308604,0.01893089309764711,0.01369048021733334,0.02195991413590978,0.35042379012938063,0.3336336288851173,5761.562141026675,-5924.10327303448,-162.54113200780358,5.4231106659126835,nan,-167.96424267371626,nan,-65.97176295382752,-69.29180152160616,1.2792011400798031,1.2751012047667356,17.58358961019565,18998.187348255102,1.0,0,buoyancy_aided_or_net_gain,negative,positive,no,1.0032153803147081,167.96424267371626,screening_only,buoyancy_aided_or_net_gain_section
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,left_upper_leg,main_loop_leg,yes,5,0.3599437894736842,1951.3455841989403,0.018880566232275364,0.013690480217333333,0.021982731251817298,0.34780372089114414,0.3336336288851173,6741.247485562149,-6890.296043904697,-149.04855834254977,9.59983315644587,nan,-158.64839149899564,nan,-52.34443517387219,-54.567608676085335,1.8481792714537852,0.9711179965647592,24.77715524305525,19025.221055168695,1.0,0,buoyancy_aided_or_net_gain,negative,positive,no,1.9031459390018,158.64839149899564,screening_only,buoyancy_aided_or_net_gain_section
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,lower_leg,main_loop_leg,yes,5,0.9004136306150923,1953.6584737728983,0.018473224672466627,0.013690452818000003,0.022041740782055636,0.3333527745644271,0.3336336288851173,-4711.829414456179,4730.382149634503,18.552735178323566,7.388111704688853,7.388111704688771,11.16462347363471,11.164623473634794,2.7248192153153044,2.7225254722446777,0.4666604492275767,0.9113817492730082,8.205241961565811,-5232.961001753632,0.75,0,dissipative,positive,positive,yes,0.5120362017341502,11.16462347363471,candidate,dissipative_with_agreeing_friction_proxies
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,right_leg,main_loop_leg,yes,5,0.9144000000000002,1957.0560077904697,0.01838877639181912,0.013690487944,0.022082226572606178,0.3308864040919595,0.3336336288851173,-17445.88732988516,17555.309052666573,109.42172278141224,14.876892906083452,14.876892906083459,94.5448298753288,94.54482987532879,15.972072302725087,15.840554091533955,1.1042824900293347,1.1267026275320382,16.269567920038774,-19079.05438526373,0.7311827956989247,0,dissipative,positive,positive,yes,0.9801011048036576,94.5448298753288,screening_only,support_fraction_below_floor
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,test_section_span,test_section_leg,no,5,0.2512780000000001,1952.2737035026591,0.02113044329290443,0.01369049033,0.020787565883064133,0.4358408423852157,0.3336336288851173,-4700.827374772731,4812.427264670355,111.59988989762351,4.2107775680865895,4.2107775680865895,107.38911232953691,107.38911232953691,42.36576072197514,55.34432748373824,0.7926210951184206,0.9669165678960896,16.75744620733446,-18707.67586009411,1.0,0,dissipative,positive,positive,yes,0.8197409388103486,107.38911232953691,candidate,dissipative_with_agreeing_friction_proxies
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,salt2_val_case_v1,upper_leg,main_loop_leg,yes,5,0.894093796282035,1951.28039620957,0.018262965064792837,0.013690499889999996,0.022197541157231646,0.32541102478207706,0.3336336288851173,4752.388925854903,-4555.809235969133,196.57968988576994,55.17096863420288,nan,141.40872125156707,nan,29.995642442069233,29.256381492529208,4.032072997206838,0.9693543015185007,59.255515453179285,5400.558818725252,0.9888888888888889,0,dissipative,positive,positive,yes,4.159545164126849,141.40872125156707,screening_only,direct_to_shear_magnitude_gap
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,left_lower_leg,main_loop_leg,yes,4,0.30879640909090905,1973.9905814254003,0.01543169348918579,0.011264835955833335,0.02195991413590978,0.23504025935762735,0.223770294904418,5815.181920070245,-5979.795402640938,-164.61348257069312,4.5343098175204535,nan,-169.1477923882136,nan,-99.61197186304024,-104.62882802024929,1.6582723965484731,1.7394582454771605,14.8625982523615,19175.264317127643,1.0,1,buoyancy_aided_or_net_gain,negative,positive,no,0.9533269343257982,169.1477923882136,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,left_upper_leg,main_loop_leg,yes,4,0.3599437894736842,1969.2587923359242,0.015394039662554475,0.011264835955833333,0.021982731251817298,0.23333398589323687,0.223770294904418,6803.855075783493,-6953.54845196576,-149.6933761822679,7.7069333469329075,nan,-157.4003095292008,nan,-78.36128430939455,-81.71035755634283,2.265533499987287,1.610626463412974,20.478934570658332,19201.880174029287,1.0,1,buoyancy_aided_or_net_gain,negative,positive,no,1.4066163393258435,157.4003095292008,screening_only,buoyancy_aided_or_net_gain_section
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,lower_leg,main_loop_leg,yes,4,0.9004136306150922,1972.3455702869126,0.015056346131794806,0.011264944452499998,0.022041740782055636,0.2235590183229447,0.223770294904418,-4755.8681434714235,4775.629110126871,19.76096665544742,6.174964704788593,6.174964704788526,13.586001950658824,13.586001950658893,4.32762683080611,4.323540949064843,0.5485848856817362,1.5053798552528184,6.85792006565946,-5281.870444611757,0.7391304347826086,1,dissipative,positive,positive,yes,0.3644162526604324,13.586001950658824,screening_only,support_fraction_below_floor
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,salt1_jin_case_v1,right_leg,main_loop_leg,yes,4,0.9144000000000002,1976.1220337220627,0.014984675482341111,0.011264811874999985,0.022082226572606178,0.22185971409139585,0.223770294904418,-17609.739650463,17726.3363387038,116.596688240802,19.892528646018686,19.892528646018683,96.7041595947833,96.7041595947833,25.383085114834877,25.166360923734345,2.233737292976908,1.3584922128268175,21.754733864849825,-19258.24546201115,0.7311827956989247,1,dissipative,positive,positive,yes,1.6442768474387037,96.7041595947833,screening_only,support_fraction_below_floor
