source_id,case_label,family,feature_name,feature_kind,adjacent_major_spans,reference_length_m,mean_feature_loss_prgh_pa,mean_reference_major_dp_pa,mean_feature_residual_dp_pa,mean_dynamic_head_reference_pa,mean_keff_reference,warning_fraction,time_sample_count,case_order,keff_sign,fit_status,fit_reason
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.5283361605999998,3.293066332011776,-2.764730171411776,0.3418882823469038,-8.08664793198875,1.0,5,0,negative,screening_only,nonpositive_residual_feature_loss
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,corner_lower_right,corner,lower_leg|right_leg,0.20635044403436092,2.646708314,3.0688575922533032,-0.4221492782533038,0.3321195893281933,-1.271076117814132,1.0,5,0,negative,screening_only,nonpositive_residual_feature_loss
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,2.4385526680000007,3.3473169301663193,-0.9087642621663189,0.3366073728366106,-2.6997752738096845,1.0,5,0,negative,screening_only,nonpositive_residual_feature_loss
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,7.842606016600001,3.4540994517465426,4.388506564853458,0.3281487144370183,13.373529658290785,1.0,5,0,positive,candidate,positive_residual_feature_loss
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,5.078562711400001,4.374036489611531,0.7045262217884686,0.3780227844685801,1.863713645670546,1.0,5,0,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.3543893075000004,3.2343693114358647,-2.8799800039358643,0.22929963884028604,-12.559897688900659,1.0,4,1,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.3307559152499997,2.911748317546549,-0.580992402296549,0.22270936620717027,-2.608747050881076,1.0,4,1,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,10.628120410000001,3.693653030693202,6.934467379306799,0.225827228297085,30.70695872945942,0.0,4,1,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,4.638925369,3.247862996722488,1.3910623722775115,0.22009009239616448,6.320422501225473,1.0,4,1,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,2.3325990725,4.299775730580691,-1.9671766580806922,0.2535799782595012,-7.757618214114606,1.0,4,1,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.33574365500000036,3.2721768012866064,-2.936433146286606,0.21596557379838763,-13.596764959529532,1.0,4,2,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.325679055,2.9509850873052317,-0.6253060323052311,0.2097484424650414,-2.9812189542692327,1.0,4,2,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,12.109459175,3.729902376320653,8.379556798679346,0.21272801550937454,39.39094142637773,0.0,4,2,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,4.3360210368250005,3.2624339667458626,1.0735870700791372,0.2072977606241474,5.178961252869795,1.0,4,2,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,2.68480077,4.281636817231396,-1.5968360472313963,0.23886694019856494,-6.685044175238234,1.0,4,2,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,corner_lower_left,corner,left_lower_leg|lower_leg,0.20635081146333206,0.4834753445000002,3.36299663534046,-2.8795212908404597,0.3153453487807959,-9.131326344191885,1.0,4,3,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,corner_lower_right,corner,lower_leg|right_leg,0.2063504440343609,2.52685953525,3.0568231481450745,-0.5299636128950753,0.3063261299042823,-1.7300633578358888,1.0,4,3,negative,screening_only,nonpositive_residual_feature_loss
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,corner_upper_left,corner,upper_leg|left_upper_leg,0.24229320516510972,4.0819625675000015,3.492033150631527,0.5899294168684746,0.3104912945081704,1.8999869796766584,0.0,4,3,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,corner_upper_right,corner,right_leg|upper_leg,0.2294842671364168,7.2126631295,3.4353231745107373,3.777339954989263,0.3026802562453492,12.479637759812762,1.0,4,3,positive,candidate,positive_residual_feature_loss
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,salt,test_section_complex,connector_expansion_contraction,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,4.623219924,4.5235383531914835,0.09968157080851614,0.3486779604885286,0.28588434631444287,1.0,4,3,positive,candidate,positive_residual_feature_loss
