source_id,case_label,feature_name,feature_kind,fit_status,fit_reason,adjacent_major_spans,reference_length_m,mean_feature_loss_prgh_pa,mean_feature_residual_dp_pa,mean_dynamic_head_reference_pa,mean_keff_reference,max_branch_temp_delta_k,mdot_mean_abs_kg_s,ambient_proxy_fraction_of_heater
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.5283361605999998,-2.764730171411776,0.3418882823469038,-8.08664793198875,7.357001578217648,0.01361622898,0.707994955954042
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.20635044403436092,2.646708314,-0.4221492782533038,0.3321195893281933,-1.271076117814132,7.357001578217648,0.01361622898,0.707994955954042
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,corner_upper_left,corner,screening_only,nonpositive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,2.4385526680000007,-0.9087642621663189,0.3366073728366106,-2.6997752738096845,7.357001578217648,0.01361622898,0.707994955954042
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,7.842606016600001,4.388506564853458,0.3281487144370183,13.373529658290785,7.357001578217648,0.01361622898,0.707994955954042
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_complex,connector_expansion_contraction,candidate,positive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,5.078562711400001,0.7045262217884686,0.3780227844685801,1.863713645670546,7.357001578217648,0.01361622898,0.707994955954042
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.3543893075000004,-2.8799800039358643,0.22929963884028604,-12.559897688900659,8.236609990348938,0.0112647880625,0.7222685531079646
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.3307559152499997,-0.580992402296549,0.22270936620717027,-2.608747050881076,8.236609990348938,0.0112647880625,0.7222685531079646
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_left,corner,candidate,positive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,10.628120410000001,6.934467379306799,0.225827228297085,30.70695872945942,8.236609990348938,0.0112647880625,0.7222685531079646
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,4.638925369,1.3910623722775115,0.22009009239616448,6.320422501225473,8.236609990348938,0.0112647880625,0.7222685531079646
viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,test_section_complex,connector_expansion_contraction,screening_only,nonpositive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,2.3325990725,-1.9671766580806922,0.2535799782595012,-7.757618214114606,8.236609990348938,0.0112647880625,0.7222685531079646
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.33574365500000036,-2.936433146286606,0.21596557379838763,-13.596764959529532,8.447325193806535,0.010932096545,0.7223672728050966
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.325679055,-0.6253060323052311,0.2097484424650414,-2.9812189542692327,8.447325193806535,0.010932096545,0.7223672728050966
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_left,corner,candidate,positive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,12.109459175,8.379556798679346,0.21272801550937454,39.39094142637773,8.447325193806535,0.010932096545,0.7223672728050966
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,4.3360210368250005,1.0735870700791372,0.2072977606241474,5.178961252869795,8.447325193806535,0.010932096545,0.7223672728050966
viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,test_section_complex,connector_expansion_contraction,screening_only,nonpositive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,2.68480077,-1.5968360472313963,0.23886694019856494,-6.685044175238234,8.447325193806535,0.010932096545,0.7223672728050966
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.4834753445000002,-2.8795212908404597,0.3153453487807959,-9.131326344191885,7.601862655689558,0.01316160563,0.7033713337579716
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.52685953525,-0.5299636128950753,0.3063261299042823,-1.7300633578358888,7.601862655689558,0.01316160563,0.7033713337579716
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_left,corner,candidate,positive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,4.0819625675000015,0.5899294168684746,0.3104912945081704,1.8999869796766584,7.601862655689558,0.01316160563,0.7033713337579716
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,7.2126631295,3.777339954989263,0.3026802562453492,12.479637759812762,7.601862655689558,0.01316160563,0.7033713337579716
viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_complex,connector_expansion_contraction,candidate,positive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,4.623219924,0.09968157080851614,0.3486779604885286,0.28588434631444287,7.601862655689558,0.01316160563,0.7033713337579716
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.42106361025000005,-3.1028471815001994,0.2727060399572586,-11.377992148565944,8.069930865874369,0.012243562199999999,0.7079144667941752
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.3393691957499994,-0.681040428073409,0.264892132073948,-2.571010406165208,8.069930865874369,0.012243562199999999,0.7079144667941752
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_left,corner,candidate,positive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,8.12923494,4.464640036324539,0.26852980450355335,16.62623649757828,8.069930865874369,0.012243562199999999,0.7079144667941752
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,4.42628578975,1.0753139168089416,0.2617582627823797,4.108041921499666,8.069930865874369,0.012243562199999999,0.7079144667941752
viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_complex,connector_expansion_contraction,screening_only,nonpositive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,4.475436191249999,-0.30946042610847146,0.30153889087263536,-1.026270360061721,8.069930865874369,0.012243562199999999,0.7079144667941752
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.64197996475,-2.738043544106076,0.40762176609819634,-6.717118102683652,7.52988776615075,0.014925509112499999,0.7117474670968303
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.6360796765,-0.6548580217247879,0.395973608550259,-1.6537920901404468,7.52988776615075,0.014925509112499999,0.7117474670968303
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_left,corner,screening_only,nonpositive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,1.55220586,-1.8077145426487535,0.40125442353279694,-4.505157916348798,7.52988776615075,0.014925509112499999,0.7117474670968303
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,10.57082165125,6.848022030058528,0.3912276637222869,17.503930997373434,7.52988776615075,0.014925509112499999,0.7117474670968303
viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_complex,connector_expansion_contraction,candidate,positive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,6.5910313685,2.134448787545761,0.4506885184037519,4.73597329504987,7.52988776615075,0.014925509112499999,0.7117474670968303
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.5379278012500002,-3.0695785305844145,0.3570137432405962,-8.59792819940768,7.969961276016875,0.0139685385125,0.7117042517763033
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.7202840257500007,-0.5574684979721576,0.3468097348591984,-1.6074188292277456,7.969961276016875,0.0139685385125,0.7117042517763033
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_left,corner,screening_only,nonpositive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,3.414532995,-0.16121747487918336,0.3515218023040131,-0.45862724252806,7.969961276016875,0.0139685385125,0.7117042517763033
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,8.9529821655,5.284666212053072,0.3426772621417296,15.421700812665417,7.969961276016875,0.0139685385125,0.7117042517763033
viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_complex,connector_expansion_contraction,candidate,positive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,6.1950993565,1.389495842525354,0.39475046433166633,3.5199346627187507,7.969961276016875,0.0139685385125,0.7117042517763033
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.8570143419999998,-2.600065429539471,0.531403127165289,-4.892830502163642,7.467557370113127,0.016985141185,0.7237225416342393
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.3263323029999996,-1.1457942898335838,0.5162092776905622,-2.219631338203924,7.467557370113127,0.016985141185,0.7237225416342393
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_left,corner,screening_only,nonpositive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,1.1605733049999998,-2.110797770839538,0.5229342763883453,-4.036449447180627,7.467557370113127,0.016985141185,0.7237225416342393
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,11.042015061999997,7.104021458382957,0.5099982226473145,13.92950238435574,7.467557370113127,0.016985141185,0.7237225416342393
viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_complex,connector_expansion_contraction,candidate,positive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,8.782543147999998,4.274797190496193,0.5874722146017226,7.276594678429678,7.467557370113127,0.016985141185,0.7237225416342393
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_left,corner,screening_only,nonpositive_residual_feature_loss,left_lower_leg|lower_leg,0.20635081146333206,0.7292125172499999,-2.9213510594055316,0.4642444825461169,-6.292699577997315,7.985730339632539,0.0158791593525,0.7230440877734897
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_lower_right,corner,screening_only,nonpositive_residual_feature_loss,lower_leg|right_leg,0.2063504440343609,2.6705505479999996,-0.8720078421996051,0.45097121282286656,-1.933621963897093,7.985730339632539,0.0158791593525,0.7230440877734897
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_left,corner,screening_only,nonpositive_residual_feature_loss,upper_leg|left_upper_leg,0.24229320516510972,1.9600395675,-1.5037356265117943,0.45699757575828603,-3.2904674035013834,7.985730339632539,0.0158791593525,0.7230440877734897
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_right,corner,candidate,positive_residual_feature_loss,right_leg|upper_leg,0.2294842671364168,11.297425465500002,7.304608402538469,0.4455671661493208,16.39395574334243,7.985730339632539,0.0158791593525,0.7230440877734897
viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_complex,connector_expansion_contraction,candidate,positive_residual_feature_loss,left_upper_leg|test_section_span|left_lower_leg,0.25127800000000006,8.54999935625,3.7888175235413177,0.5133019546201284,7.381264554788712,7.985730339632539,0.0158791593525,0.7230440877734897
