source_id,label,time,mdot_mean_abs_kg_s,tp_mean_K,TP1_K,TP4_K,TP6_K,TW5_K,TW9_K,ambient_proxy_w,ambient_noncooling_proxy_w,cooling_branch_total_removal_w,cooling_branch_excess_w,net_total_q_w,section_downcomer_net_q_w,section_heater_net_q_w,section_upcomer_net_q_w,section_test_section_net_q_w,section_cooling_branch_net_q_w,section_upper_transport_net_q_w,section_lower_transport_net_q_w,section_junctions_net_q_w,section_other_net_q_w
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,0.0,0.0,451.5,451.5,451.5,451.5,451.5,451.5,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,1.0,2.213716048175e-05,451.5391271666667,451.54215,451.538563,451.544258,452.27096775,451.1600965,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,2.0,3.93411669875e-05,451.5391086666666,451.542132,451.538547,451.544243,453.38151949999997,450.58617025,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,3.0,7.5139426395e-05,451.53909833333336,451.542121,451.538538,451.544236,454.4852135,450.015127,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,4.0,0.0001262579166,451.53909233333343,451.542115,451.538532,451.544232,455.53607875,449.469377,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,5.0,0.000193499440825,451.5390876666667,451.542112,451.538526,451.544228,456.5013315,448.953953,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,6.0,0.000278160241525,451.53908333333334,451.542111,451.538518,451.544225,457.333356,448.47216249999997,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,7.0,0.000386275859,451.53907799999996,451.542111,451.538507,451.54422,458.01725650000003,448.02931375000003,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,8.0,0.00052299478,451.53907166666664,451.542112,451.538493,451.544214,458.58880375,447.631415,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,9.0,0.000690254715625,451.539062,451.542114,451.538474,451.544202,459.09004475,447.27846024999997,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,10.0,0.0008848565616999999,451.5390475,451.542118,451.538449,451.544176,459.54957375000004,446.966479,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,11.0,0.001102202817,451.5390216666667,451.542123,451.538415,451.544116,459.9828615,446.69174499999997,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,12.0,0.001336863242,451.53896533333335,451.542128,451.538369,451.543971,460.398224,446.44580525000003,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,13.0,0.0015856131185,451.53882150000004,451.54212,451.53831,451.543671,460.79789474999995,446.205439,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,14.0,0.00184456514375,451.53843350000005,451.542095,451.538231,451.543157,461.18284174999997,445.92301975,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,15.0,0.00211222047125,451.5375755,451.542045,451.538127,451.542399,461.55533725,445.43087275,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,16.0,0.00238513630275,451.5359223333334,451.541956,451.537992,451.541415,461.91856225000004,444.84354974999997,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,17.0,0.00266236249625,451.53299783333324,451.541774,451.537817,451.540219,462.2753755,444.25543475,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,18.0,0.0029416612002499997,451.52853066666665,451.541429,451.537593,451.538804,462.628098,443.69732475,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,19.0,0.00322136792275,451.52243,451.540795,451.537312,451.537074,462.97795825,443.182345,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,20.0,0.00349980334225,451.5148238333333,451.539704,451.536959,451.534952,463.32577425,442.71045725,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,21.0,0.003775679787,451.5063186666667,451.537863,451.536523,451.532545,463.67230125,442.2748355,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,22.0,0.00404790034175,451.4976633333333,451.534925,451.53599,451.529952,464.01808575,441.866787,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,23.0,0.0043156479930000005,451.48942949999997,451.530385,451.535348,451.527107,464.363657,441.4784555,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,24.0,0.00457810399825,451.48244016666666,451.523733,451.534583,451.523919,464.708852,441.103686,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,25.0,0.00483480374075,451.4800031666667,451.51482,451.533685,451.520869,465.05165675,440.73898575,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,26.0,0.0050871239280000004,451.4768153333334,451.503513,451.532635,451.517455,465.38661075,440.382794,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,27.0,0.0053385728045,451.4622358333334,451.489691,451.531416,451.513322,465.70664800000003,440.0329875,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,28.0,0.0055931155952499995,451.4415156666667,451.474765,451.530024,451.509014,466.004686,439.69685975000004,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,29.0,0.0058546954345,451.420267,451.460569,451.528441,451.505032,466.27744674999997,439.37474025,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,30.0,0.00612553445625,451.40838299999996,451.447083,451.526669,451.500706,466.524161,439.0726135,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,31.0,0.00640617648825,451.3992096666666,451.432738,451.524679,451.496265,466.7466735,438.79055975,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,32.0,0.006696299368,451.3895075,451.412257,451.522451,451.491728,466.94813999999997,438.525082,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,33.0,0.00699557856925,451.3511623333333,451.220469,451.519993,451.487032,467.13150875,438.274908,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,34.0,0.00730412130775,451.30380833333334,450.958872,451.517291,451.481377,467.29956075,438.0376265,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,35.0,0.00762501407,451.3147975,451.051723,451.514012,451.475148,467.4543605,437.81190675,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,36.0,0.00796336619725,451.29491950000005,451.001939,451.509902,451.468143,467.59775225,437.59571700000004,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,37.0,0.008324977574249999,451.2635403333333,450.897923,451.506688,451.462833,467.73071675,437.38666775,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,38.0,0.008718629581750001,452.30408566666665,450.822704,457.912179,451.456421,467.8538055,437.1821685,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,39.0,0.009151093788249999,452.15345483333334,450.79781,457.132245,451.448753,467.96665874999997,436.9798285,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,40.0,0.0096248950955,452.05710683333336,450.754765,456.707762,451.439405,468.06781524999997,436.77798925,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,41.0,0.0101423479925,451.9777045,450.50333,456.590504,451.428282,468.15396825,436.57656099999997,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,42.0,0.0107139658275,451.9051218333334,450.128919,456.621326,451.415831,468.21997775,436.37718375,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,43.0,0.0113406111775,451.90577949999994,449.949073,456.879491,451.402345,468.259182,436.18293375,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,44.0,0.01202297158,452.80111566666665,449.658166,458.316828,451.388052,468.2637625,435.99192125,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,45.0,0.0127594349425,453.12286566666666,449.296907,460.080464,451.37316,468.22166300000004,435.79339625,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,46.0,0.013553251395,453.25258933333333,448.868347,461.325161,451.358359,468.11827225,435.58581925,,,,,,,,,,,,,,
val_salt_test_2_coarse_mesh_laminar,val_salt_test_2,47.0,0.01440184926,453.0245361666667,448.314699,460.333251,451.344966,467.92996625,435.46378575,,,,,,,,,,,,,,
