case_id,source_id,run_class,job_id,campaign,fluid,condition,qoi_name,qoi_units,role,window_id,is_primary_window,window_fraction,window_start_s,window_end_s,window_duration_s,n_samples,mean,std,min,max,p05,p95,peak_to_peak_abs,peak_to_peak_rel,rms_fluctuation,coefficient_of_variation,linear_slope,drift_abs,drift_rel,lag1_autocorr,integrated_autocorr_time_samples,integrated_autocorr_time_s,effective_sample_size,autocorr_corrected_standard_error,block_count,block_mean_std,block_mean_standard_error,dominant_period_s,cycles_in_window,oscillation_envelope_abs,oscillation_envelope_rel,uncertainty_random,uncertainty_block,uncertainty_oscillation,uncertainty_drift,uncertainty_total,uncertainty_method,window_state,fit_use_status,independence_group_id,gate_status,needs_special_gate_scrutiny,pass_through_target,pass_through_risk,source_path,qoi_source_path,raw_observation,interpretation,notes
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::last_0.50,True,0.5,3884.0,4010.590361446,126.59036144599986,128,-0.01170397926171875,3.307183702465569e-06,-0.01171967202,-0.01170267718,-0.011712214204,-0.011702692514,1.699484000000119e-05,0.0014501122532267921,2.6843650833906492e-06,0.000282190806775288,5.168666980034296e-08,6.54303421196546e-06,0.0005582949933069424,0.9070970986730903,13.866711854991593,13.866711854991593,9.23073914988173,1.0885291907715977e-06,5,2.6472346682659597e-06,1.1838793341273582e-06,128.0,0.9889871987968739,4.7608450000000135e-06,0.00040622681179775997,1.0885291907715977e-06,1.1838793341273582e-06,4.7608450000000135e-06,3.27151710598273e-06,5.878211044860895e-06,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,coordinator_review_required,True,,False,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_left_04_test_section/3756.33125/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.50 window: mean=-0.011704, drift_rel=0.000558295, peak_to_peak_rel=0.00145011, n_eff=9.23074, uncertainty_total=5.87821e-06.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::last_0.25,False,0.25,3948.0,4010.590361446,62.59036144599986,64,-0.01170272458078125,2.782161665596952e-08,-0.01170279302,-0.01170267718,-0.011702766206,-0.0117026898125,1.1584000000029737e-07,9.898491736316924e-06,1.0714770988829914e-08,2.3773484336963453e-06,1.3779023368539636e-09,8.624340530097743e-08,7.369471984473108e-06,-0.013641432203363266,1.0,1.0,64.0,3.47770208199619e-09,5,2.846058844929721e-08,1.2727962090454777e-08,64.0,0.9779743975937478,3.8196749999920565e-08,3.2639003300017834e-06,3.47770208199619e-09,1.2727962090454777e-08,3.8196749999920565e-08,4.312170265048872e-08,5.771106793159106e-08,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,coordinator_review_required,True,,False,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_left_04_test_section/3756.33125/surfaceFieldValue.dat,"mdot::mdot_pipeleg_left_04_test_section last 0.25 window: mean=-0.0117027, drift_rel=7.36947e-06, peak_to_peak_rel=9.89849e-06, n_eff=64, uncertainty_total=5.77111e-08.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::last_0.20,False,0.2,3960.0,4010.590361446,50.59036144599986,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_computed_short_window,short_or_early_terminated,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,coordinator_review_required,True,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_left_04_test_section/3756.33125/surfaceFieldValue.dat,,,Window has 52 samples over 50.5904 s; requires >= 20 samples and >= 60 s.
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_left_04_test_section,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::last_0.10,False,0.1,3986.0,4010.590361446,24.59036144599986,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_computed_short_window,short_or_early_terminated,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_left_04_test_section::relaxation_path,coordinator_review_required,True,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_left_04_test_section/3756.33125/surfaceFieldValue.dat,,,Window has 26 samples over 24.5904 s; requires >= 20 samples and >= 60 s.
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::last_0.50,True,0.5,3884.0,4010.590361446,126.59036144599986,128,-0.011703983863828125,3.3212155578294312e-06,-0.01171970751,-0.01170266011,-0.0117122811465,-0.011702691490500001,1.7047399999999338e-05,0.0014545926155113864,2.6948408247784155e-06,0.00028338723939958047,5.194071485179747e-08,6.575193866852655e-06,0.0005610373689993784,0.9075969242235312,13.895392064330201,13.895392064330201,9.211686824481838,1.0942775297642657e-06,5,2.6607933697812036e-06,1.1899429697823012e-06,128.0,0.9889871987968739,4.794827999999099e-06,0.00040912522739222347,1.0942775297642657e-06,1.1899429697823012e-06,4.794827999999099e-06,3.2875969334263276e-06,5.915751216743021e-06,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,coordinator_review_required,True,,False,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_lower_05_straight/3756.33125/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.50 window: mean=-0.011704, drift_rel=0.000561037, peak_to_peak_rel=0.00145459, n_eff=9.21169, uncertainty_total=5.91575e-06.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::last_0.25,False,0.25,3948.0,4010.590361446,62.59036144599986,64,-0.0117027228084375,2.776986960425453e-08,-0.01170277768,-0.01170266011,-0.011702773438,-0.0117026877215,1.1756999999945617e-07,1.0046332863383607e-05,1.0764331193584722e-08,2.3729297747587844e-06,1.3737480952493098e-09,8.598338981740815e-08,7.347263373579541e-06,0.2034833858943093,1.7613743314401336,1.7613743314401336,36.33526324167127,4.6069095440347205e-09,5,2.8384269944272767e-08,1.2693831417419615e-08,32.0,1.9559487951874956,4.285825000015925e-08,3.6622288461827165e-06,4.6069095440347205e-09,1.2693831417419615e-08,4.285825000015925e-08,4.299169490870407e-08,6.087970958986385e-08,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,coordinator_review_required,True,,False,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_lower_05_straight/3756.33125/surfaceFieldValue.dat,"mdot::mdot_pipeleg_lower_05_straight last 0.25 window: mean=-0.0117027, drift_rel=7.34726e-06, peak_to_peak_rel=1.00463e-05, n_eff=36.3353, uncertainty_total=6.08797e-08.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::last_0.20,False,0.2,3960.0,4010.590361446,50.59036144599986,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_computed_short_window,short_or_early_terminated,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,coordinator_review_required,True,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_lower_05_straight/3756.33125/surfaceFieldValue.dat,,,Window has 52 samples over 50.5904 s; requires >= 20 samples and >= 60 s.
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_lower_05_straight,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::last_0.10,False,0.1,3986.0,4010.590361446,24.59036144599986,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not_computed_short_window,short_or_early_terminated,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_lower_05_straight::relaxation_path,coordinator_review_required,True,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_lower_05_straight/3756.33125/surfaceFieldValue.dat,,,Window has 26 samples over 24.5904 s; requires >= 20 samples and >= 60 s.
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_right_02_middle,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_right_02_middle::last_0.50,True,0.5,3884.0,4010.590361446,126.59036144599986,128,-0.0117039885278125,3.334050560638792e-06,-0.01171972991,-0.01170268797,-0.011712351474,-0.0117026927575,1.704194000000034e-05,0.0014541239542951495,2.7049530976681624e-06,0.000284481859756339,5.215292340564504e-08,6.602057424386152e-06,0.0005633284619258049,0.908216775117887,13.92433772299958,13.92433772299958,9.19253773833534,1.0996499804860075e-06,5,2.673121136449918e-06,1.1954561146387015e-06,128.0,0.9889871987968739,4.829358250000443e-06,0.00041207078039227977,1.0996499804860075e-06,1.1954561146387015e-06,4.829358250000443e-06,3.301028712193076e-06,5.952203100126313e-06,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_right_02_middle::relaxation_path,coordinator_review_required,True,,False,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_right_02_middle/3756.33125/surfaceFieldValue.dat,"mdot::mdot_pipeleg_right_02_middle last 0.50 window: mean=-0.011704, drift_rel=0.000563328, peak_to_peak_rel=0.00145412, n_eff=9.19254, uncertainty_total=5.9522e-06.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,corrected_or_perturbation,,,salt,,mdot::mdot_pipeleg_right_02_middle,kg/s,hydraulic,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_right_02_middle::last_0.25,False,0.25,3948.0,4010.590361446,62.59036144599986,64,-0.01170272252421875,2.567303976566558e-08,-0.01170277671,-0.01170268797,-0.0117027621345,-0.0117026919245,8.873999999929605e-08,7.582815787937567e-06,5.3885968685327575e-09,2.1937562684356797e-06,1.348446940223102e-09,8.439978137931652e-08,7.211944948688722e-06,0.5746304237172504,4.973207084046852,4.973207084046852,12.868959389465285,7.156580789254425e-09,5,2.776205244711195e-08,1.241556729333134e-08,64.0,0.9779743975937478,3.5104999999806263e-08,2.999715441020857e-06,7.156580789254425e-09,1.241556729333134e-08,3.5104999999806263e-08,4.219989068965826e-08,5.5357099344154846e-08,"sqrt(random_autocorr^2 + max(block_se, oscillation_envelope)^2 + drift_halfspan^2); coherent oscillation is a non-shrinking floor",stationary,excluded_gate_pending,salt1_jin_hi10q_corrected::mdot::mdot_pipeleg_right_02_middle::relaxation_path,coordinator_review_required,True,,False,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing/mdot_pipeleg_right_02_middle/3756.33125/surfaceFieldValue.dat,"mdot::mdot_pipeleg_right_02_middle last 0.25 window: mean=-0.0117027, drift_rel=7.21194e-06, peak_to_peak_rel=7.58282e-06, n_eff=12.869, uncertainty_total=5.53571e-08.","Closure-fit admissibility follows state, special gate, and pass-through rules; raw time samples are correlated and not independent training rows.",
