asset_family,source_id,case_label,category_name,category_class,re_effective,target_value,pressure_method_status,support_fraction,direct_to_shear_darcy_ratio,positive_time_fraction
straight_section_friction,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_span,test_section_leg,97.54143211575995,46.163210316366786,defended_direct_hydro,1.0,0.6920072580417043,
straight_section_friction,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_span,test_section_leg,80.34651277493121,53.573765793842185,defended_direct_hydro,1.0,0.6136250632963717,
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,main_loop_leg,92.58857161606477,2.7248192153153044,defended_direct_hydro,0.75,0.5120362017341502,
straight_section_friction,val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,test_section_leg,108.36043512934887,42.36576072197514,defended_direct_hydro,1.0,0.8197409388103486,
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,lower_leg,main_loop_leg,110.26437941689072,2.182920658319686,defended_direct_hydro,0.75,0.5386439925851295,
straight_section_friction,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_span,test_section_leg,128.73775331586128,35.23147986216345,defended_direct_hydro,1.0,1.0630119464416792,
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,lower_leg,main_loop_leg,91.26909353295369,2.5230015434682858,defended_direct_hydro,0.75,0.5036702486058046,
straight_section_friction,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_span,test_section_leg,105.91769377715526,40.522781179988066,defended_direct_hydro,1.0,0.9118392244555725,
straight_section_friction,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,lower_leg,main_loop_leg,150.19205488780372,1.6636004069258814,defended_direct_hydro,0.7608695652173914,0.6519296742131764,
straight_section_friction,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,test_section_leg,173.73605749616746,26.714861457611974,defended_direct_hydro,1.0,1.4483110020195988,
straight_section_friction,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,lower_leg,main_loop_leg,121.56502531923894,1.846950237665355,defended_direct_hydro,0.75,0.5644330770266981,
straight_section_friction,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,test_section_leg,140.40213430161438,30.66803329834763,defended_direct_hydro,1.0,1.3165378550091913,
feature_keff,val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,corner_upper_right,bend,100.76001702381174,11.817484492977481,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,val_salt_test_2_coarse_mesh_laminar,Salt 2 Val,test_section_complex,quartz_transition,93.6530954573449,6.209253918381157,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_1_jin_coarse_mesh,Salt 1 Jin,corner_upper_right,bend,59.824217976089635,5.132997391036036,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_1_kirst_coarse_mesh,Salt 1 Kirst,corner_upper_right,bend,54.68894221916009,4.17802510939321,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,corner_upper_right,bend,90.32503944725542,10.970264697246973,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_2_jin_coarse_mesh,Salt 2 Jin,test_section_complex,quartz_transition,84.28403231164748,4.121415149865506,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,corner_upper_right,bend,74.83180322869495,3.759848763798417,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_2_kirst_coarse_mesh,Salt 2 Kirst,test_section_complex,quartz_transition,69.41567042668946,2.7518962495398887,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,corner_upper_right,bend,119.88603082893454,15.398410087269061,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_3_jin_coarse_mesh,Salt 3 Jin,test_section_complex,quartz_transition,111.30679104794174,10.20470165935331,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,corner_upper_right,bend,99.01236969207294,13.597332554142401,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,test_section_complex,quartz_transition,91.54563337943853,8.859186611296726,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,corner_upper_right,bend,162.76076924488268,12.196636094848513,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_complex,quartz_transition,150.33743569798554,13.620616615865591,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,corner_upper_right,bend,131.6540369158988,14.475547175521417,patch_prgh_local_boundary_reference,1.0,,1.0
feature_keff,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_complex,quartz_transition,121.42458872440866,14.128435390839773,patch_prgh_local_boundary_reference,1.0,,1.0
