case_id,qoi_id,lane,span,quantity,targeted_extraction_decision,reason,scheduler_action,source_paths
salt_2,pressure_gradient_friction::left_lower_leg::section_mean_static_gradient,pressure_gradient_friction,left_lower_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::left_lower_leg::section_mean_total_pressure_gradient,pressure_gradient_friction,left_lower_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::left_upper_leg::section_mean_static_gradient,pressure_gradient_friction,left_upper_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv
salt_2,pressure_gradient_friction::left_upper_leg::section_mean_total_pressure_gradient,pressure_gradient_friction,left_upper_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv
salt_2,pressure_gradient_friction::lower_leg::section_mean_static_gradient,pressure_gradient_friction,lower_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::lower_leg::section_mean_total_pressure_gradient,pressure_gradient_friction,lower_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::right_leg::section_mean_static_gradient,pressure_gradient_friction,right_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::right_leg::section_mean_total_pressure_gradient,pressure_gradient_friction,right_leg,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-06/2026-06-30/2026-06-30_claude_segment_friction/segment_friction.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_gci_results.csv
salt_2,pressure_gradient_friction::test_section_span::section_mean_static_gradient,pressure_gradient_friction,test_section_span,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv
salt_2,pressure_gradient_friction::test_section_span::section_mean_total_pressure_gradient,pressure_gradient_friction,test_section_span,apparent_darcy_f,no_extraction_launched_nonessential_after_pass_a,AGENT-449 reports 0 true f_D/component K admitted rows; pressure ladder rows are recirculation-mask blocked and coarse diagnostic only,none,work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/friction_mesh_comparison.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_closure_qoi_mesh_gci/closure_qoi_admission_decisions.csv
