source_id,time_s,feature_name,feature_kind,patch_role,patch_name,paired_patch,adjacent_major_spans,selection,faces,area,p_pa,p_rgh_pa,missing_flag,warning_flag,note
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_lower_left,corner,start,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_lower_left,corner,end,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_left_07_lower_end,left_lower_leg|lower_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_lower_left,corner,start,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,-342.4225273,-6.122710888,0,0,
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_lower_left,corner,end,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_left_07_lower_end,left_lower_leg|lower_leg,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,-3.877283933,-5.595031124,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_lower_left,corner,start,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,-342.4069197,-6.107097348,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_lower_left,corner,end,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_left_07_lower_end,left_lower_leg|lower_leg,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,-3.861704505,-5.579448631,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_lower_left,corner,start,ncc_pipeleg_left_07_lower_end,ncc_pipeleg_lower_01_fitting_start,left_lower_leg|lower_leg,patch(ncc_pipeleg_left_07_lower_end),576,8.879097011e-19,-342.3797772,-6.079951035,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_lower_left,corner,end,ncc_pipeleg_lower_01_fitting_start,ncc_pipeleg_left_07_lower_end,left_lower_leg|lower_leg,patch(ncc_pipeleg_lower_01_fitting_start),576,8.765241034e-19,-3.834641082,-5.552384237,0,0,
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_lower_right,corner,start,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_lower_right,corner,end,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_lower_09_fitting_end,lower_leg|right_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_lower_right,corner,start,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,4708.547677,-7.618058507,0,0,
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_lower_right,corner,end,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_lower_09_fitting_end,lower_leg|right_leg,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,4370.696334,-4.963263419,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_lower_right,corner,start,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,4708.565177,-7.601041511,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_lower_right,corner,end,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_lower_09_fitting_end,lower_leg|right_leg,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,4370.714133,-4.946289089,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_lower_right,corner,start,ncc_pipeleg_lower_09_fitting_end,ncc_pipeleg_right_01_lower_start,lower_leg|right_leg,patch(ncc_pipeleg_lower_09_fitting_end),576,2.706616623e-17,4708.592335,-7.571125276,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_lower_right,corner,end,ncc_pipeleg_right_01_lower_start,ncc_pipeleg_lower_09_fitting_end,lower_leg|right_leg,patch(ncc_pipeleg_right_01_lower_start),576,3.102175040e-17,4370.740849,-4.922153621,0,0,
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_upper_right,corner,start,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_upper_right,corner,end,ncc_pipeleg_upper_01_straight_start,ncc_pipeleg_right_03_upper_end,right_leg|upper_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_upper_right,corner,start,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,-13162.41472,4.838406033,0,0,
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_upper_right,corner,end,ncc_pipeleg_upper_01_straight_start,ncc_pipeleg_right_03_upper_end,right_leg|upper_leg,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,-13496.20599,12.6684403,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_upper_right,corner,start,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,-13162.39759,4.794526566,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_upper_right,corner,end,ncc_pipeleg_upper_01_straight_start,ncc_pipeleg_right_03_upper_end,right_leg|upper_leg,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,-13496.1874,12.68360537,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_upper_right,corner,start,ncc_pipeleg_right_03_upper_end,ncc_pipeleg_upper_01_straight_start,right_leg|upper_leg,patch(ncc_pipeleg_right_03_upper_end),576,4.519177216e-17,-13162.36898,4.78274981,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_upper_right,corner,end,ncc_pipeleg_upper_01_straight_start,ncc_pipeleg_right_03_upper_end,right_leg|upper_leg,patch(ncc_pipeleg_upper_01_straight_start),576,3.896667600e-17,-13496.15689,12.70628778,0,0,
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_upper_left,corner,start,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6823.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_upper_left,corner,start,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,-18182.57275,-23.99452501,0,0,
val_salt_test_2_coarse_mesh_laminar,6824.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,-17851.82607,-21.53681766,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_upper_left,corner,start,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,-18182.55554,-23.97842335,0,0,
val_salt_test_2_coarse_mesh_laminar,6825.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,-17851.80891,-21.5195288,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_upper_left,corner,start,ncc_pipeleg_upper_09_straight_end,ncc_pipeleg_left_01_upper_start,upper_leg|left_upper_leg,patch(ncc_pipeleg_upper_09_straight_end),576,2.278727329e-17,-18182.52626,-23.94861928,0,0,
val_salt_test_2_coarse_mesh_laminar,6826.0,corner_upper_left,corner,end,ncc_pipeleg_left_01_upper_start,ncc_pipeleg_upper_09_straight_end,upper_leg|left_upper_leg,patch(ncc_pipeleg_left_01_upper_start),576,2.178628694e-17,-17851.7797,-21.4905398,0,0,
val_salt_test_2_coarse_mesh_laminar,6823.0,test_section_complex,connector_expansion_contraction,start,ncc_pipeleg_left_02_connector_end,ncc_pipeleg_left_06_connector_start,left_upper_leg|test_section_span|left_lower_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
val_salt_test_2_coarse_mesh_laminar,6823.0,test_section_complex,connector_expansion_contraction,end,ncc_pipeleg_left_06_connector_start,ncc_pipeleg_left_02_connector_end,left_upper_leg|test_section_span|left_lower_leg,,,,nan,nan,1,1,Missing selected retained-time patch pressure reduction.
