span_name,span_kind,bin_index,target_ds_m,wall_patch_count,s_start_m,s_end_m,s_mid_m,bin_width_m,x_m,y_m,z_m,tangent_x,tangent_y,tangent_z,segment_start_label,segment_end_label
lower_leg,main_loop_leg,0,0.01,9,0.0,0.004997452631580455,0.0,0.004997452631580455,0.887519,0.70409,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,1,0.01,9,0.004997452631580455,0.014992357894741366,0.00999490526316091,0.009994905263160912,0.8875190147020223,0.6940950947368499,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,2,0.01,9,0.014992357894741366,0.024987263157902277,0.01998981052632182,0.009994905263160912,0.8875190294040447,0.6841001894736998,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,3,0.01,9,0.024987263157902277,0.034982168421063185,0.02998471578948273,0.009994905263160908,0.8875190441060671,0.6741052842105497,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,4,0.01,9,0.034982168421063185,0.04497707368422409,0.03997962105264364,0.009994905263160908,0.8875190588080893,0.6641103789473997,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,5,0.01,9,0.04497707368422409,0.05497197894738501,0.04997452631580455,0.009994905263160915,0.8875190735101117,0.6541154736842495,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,6,0.01,9,0.05497197894738501,0.06496688421054592,0.05996943157896546,0.009994905263160908,0.8875190882121341,0.6441205684210994,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,7,0.01,9,0.06496688421054592,0.07496178947370682,0.06996433684212637,0.009994905263160908,0.8875191029141565,0.6341256631579493,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,8,0.01,9,0.07496178947370682,0.08495669473686773,0.07995924210528728,0.009994905263160908,0.8875191176161789,0.6241307578947992,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,9,0.01,9,0.08495669473686773,0.09495160000002864,0.08995414736844819,0.009994905263160908,0.8875191323182012,0.6141358526316492,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,10,0.01,9,0.09495160000002864,0.10494650526318955,0.0999490526316091,0.009994905263160908,0.8875191470202235,0.604140947368499,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,11,0.01,9,0.10494650526318955,0.11494141052635046,0.10994395789477,0.009994905263160908,0.8875191617222459,0.5941460421053489,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,12,0.01,9,0.11494141052635046,0.12493631578951138,0.11993886315793093,0.009994905263160922,0.8875191764242683,0.5841511368421988,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,13,0.01,9,0.12493631578951138,0.1349312210526723,0.12993376842109183,0.009994905263160922,0.8875191911262906,0.5741562315790487,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,14,0.01,9,0.1349312210526723,0.14492612631583318,0.13992867368425274,0.00999490526316088,0.887519205828313,0.5641613263158987,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
lower_leg,main_loop_leg,15,0.01,9,0.14492612631583318,0.15492103157899412,0.14992357894741365,0.009994905263160936,0.8875192205303354,0.5541664210527485,0.0,1.4709516470814797e-06,-0.9999999999989182,0.0,TP1,TW1
