source_id,leg_group,thermal_role,patch_count,sum_q_total_w,mean_q_avg_w_m2,mean_areaAverage_Nu,mean_areaAverage_T_k,max_abs_q_avg_w_m2
val_salt_test_2_coarse_mesh_laminar,junctions,junction,21,-40.9094208779,-2915.0921325047616,,,12125.73736
val_salt_test_2_coarse_mesh_laminar,left_leg,test_section,1,-7.382596781,-602.2455786,,,602.2455786
val_salt_test_2_coarse_mesh_laminar,left_leg,transport,6,-19.22171695274,-414.23786595,,,489.4892879
val_salt_test_2_coarse_mesh_laminar,lower_leg,heater,3,244.66107933,5343.529574666667,,,5358.370838
val_salt_test_2_coarse_mesh_laminar,lower_leg,transport,6,-6.3683017255,-391.7630613333333,,,450.457346
val_salt_test_2_coarse_mesh_laminar,right_leg,transport,3,-22.175006305,-349.5705197666667,,,352.8834866
val_salt_test_2_coarse_mesh_laminar,upper_leg,cooling_branch,3,-136.35074,-3765.1508023333336,,,5715.026762
val_salt_test_2_coarse_mesh_laminar,upper_leg,transport,6,-11.841988186599998,-363.4781754833333,,,381.5144748
viscosity_screening_salt_test_1_jin_coarse_mesh,junctions,junction,21,-34.3729651857,-2355.072743395238,,,9919.216004
viscosity_screening_salt_test_1_jin_coarse_mesh,left_leg,test_section,1,0.7475739344,60.98438125,,,60.98438125
viscosity_screening_salt_test_1_jin_coarse_mesh,left_leg,transport,6,-17.2064186887,-373.46744316666667,,,443.5553305
viscosity_screening_salt_test_1_jin_coarse_mesh,lower_leg,heater,3,213.15045680999998,4655.320629666667,,,4669.864495
viscosity_screening_salt_test_1_jin_coarse_mesh,lower_leg,transport,6,-5.7288339956000005,-353.06374596666666,,,410.6444214
viscosity_screening_salt_test_1_jin_coarse_mesh,right_leg,transport,3,-19.814175403,-312.3539853666667,,,315.736336
viscosity_screening_salt_test_1_jin_coarse_mesh,upper_leg,cooling_branch,3,-135.60317786,-3757.909423,,,5664.979726
viscosity_screening_salt_test_1_jin_coarse_mesh,upper_leg,transport,6,-10.628555641,-326.58301911666666,,,348.0923313
viscosity_screening_salt_test_1_kirst_coarse_mesh,junctions,junction,21,-34.3939835617,-2356.088419657143,,,9917.958168
viscosity_screening_salt_test_1_kirst_coarse_mesh,left_leg,test_section,1,0.806212777,65.76792622,,,65.76792622
viscosity_screening_salt_test_1_kirst_coarse_mesh,left_leg,transport,6,-17.181574135730003,-372.84046955,,,442.6901898
viscosity_screening_salt_test_1_kirst_coarse_mesh,lower_leg,heater,3,213.09187967,4654.041273333333,,,4668.944724
viscosity_screening_salt_test_1_kirst_coarse_mesh,lower_leg,transport,6,-5.740452810600001,-353.80851856666663,,,411.7442842
viscosity_screening_salt_test_1_kirst_coarse_mesh,right_leg,transport,3,-19.821262675,-312.46571033333333,,,315.8701872
viscosity_screening_salt_test_1_kirst_coarse_mesh,upper_leg,cooling_branch,3,-135.60317786,-3757.909423,,,5664.979726
viscosity_screening_salt_test_1_kirst_coarse_mesh,upper_leg,transport,6,-10.6454664296,-327.1268167333333,,,348.9911649
viscosity_screening_salt_test_2_jin_coarse_mesh,junctions,junction,21,-39.398630057199995,-2682.989320147619,11.778932781791905,417.3284192333333,11253.88736
viscosity_screening_salt_test_2_jin_coarse_mesh,left_leg,test_section,1,-5.499522598,-448.6311887,31.43009818,451.1920324,448.6311887
viscosity_screening_salt_test_2_jin_coarse_mesh,left_leg,transport,6,-20.001287434800002,-433.2421830166667,25.766341542833334,450.94037348333336,514.5275832
viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,heater,3,243.59637937000002,5320.275955,6068.0580199999995,462.8427615333333,5336.300664
viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,transport,6,-6.6431023273,-409.15842783333335,10.215460817,449.5909591166667,473.6920632
viscosity_screening_salt_test_2_jin_coarse_mesh,right_leg,transport,3,-23.022580644,-362.93182383333334,6.386383236333334,442.612778,366.7287412
viscosity_screening_salt_test_2_jin_coarse_mesh,upper_leg,cooling_branch,3,-136.3507399,-3765.1508043333333,113.72604920666666,438.56497246666663,5715.026752
viscosity_screening_salt_test_2_jin_coarse_mesh,upper_leg,transport,6,-12.318511763100002,-378.3424001833333,6.007380925833333,446.97482198333336,398.8336793
viscosity_screening_salt_test_2_kirst_coarse_mesh,junctions,junction,21,-41.5304526084,-2879.3543343428573,9.837739892342857,423.56222516190473,11133.32294
viscosity_screening_salt_test_2_kirst_coarse_mesh,left_leg,test_section,1,-5.039731247,-411.1230711,8.414148899,449.9777063,411.1230711
viscosity_screening_salt_test_2_kirst_coarse_mesh,left_leg,transport,6,-19.80404464489,-428.9042172,19.47204595033333,449.62383343333335,509.195704
viscosity_screening_salt_test_2_kirst_coarse_mesh,lower_leg,heater,3,243.65951103999998,5321.654785,23.873595713333334,462.43971376666667,5337.917197
viscosity_screening_salt_test_2_kirst_coarse_mesh,lower_leg,transport,6,-6.6119376016,-407.3956258333333,15.758237940666667,449.01890511666664,474.1491185
viscosity_screening_salt_test_2_kirst_coarse_mesh,right_leg,transport,3,-22.847201978,-360.16712516666666,3.0450579073333333,441.6628196,364.0092452
viscosity_screening_salt_test_2_kirst_coarse_mesh,upper_leg,cooling_branch,3,-136.35073988,-3765.150803,88.45684692,437.80390616666665,5715.02675
viscosity_screening_salt_test_2_kirst_coarse_mesh,upper_leg,transport,6,-12.248754186100001,-376.3483117166667,8.662397804166666,446.29547518333334,398.091589
viscosity_screening_salt_test_3_jin_coarse_mesh,junctions,junction,21,-43.388326067200005,-2960.5140802238097,,,12483.60266
viscosity_screening_salt_test_3_jin_coarse_mesh,left_leg,test_section,1,-10.24342229,-835.6213898,,,835.6213898
viscosity_screening_salt_test_3_jin_coarse_mesh,left_leg,transport,6,-21.94500801107,-474.7680349166667,,,563.7857637
viscosity_screening_salt_test_3_jin_coarse_mesh,lower_leg,heater,3,273.28549393000003,5968.702187,,,5985.660443
viscosity_screening_salt_test_3_jin_coarse_mesh,lower_leg,transport,6,-7.2843608153999995,-448.7192216,,,518.5210271
viscosity_screening_salt_test_3_jin_coarse_mesh,right_leg,transport,3,-25.193505609,-397.1546492333333,,,400.9955369
viscosity_screening_salt_test_3_jin_coarse_mesh,upper_leg,cooling_branch,3,-150.76963870000003,-4183.011956333334,,,6291.871822
viscosity_screening_salt_test_3_jin_coarse_mesh,upper_leg,transport,6,-13.4887361561,-414.04412609999997,,,434.7811215
viscosity_screening_salt_test_3_kirst_coarse_mesh,junctions,junction,21,-43.1948574876,-2940.848985809524,28.615219127147142,427.11794922857143,12443.13563
viscosity_screening_salt_test_3_kirst_coarse_mesh,left_leg,test_section,1,-10.2680828,-837.6331057,15.48057261,463.0759993,837.6331057
viscosity_screening_salt_test_3_kirst_coarse_mesh,left_leg,transport,6,-21.957635345760004,-475.03747588333334,24.020025665833334,463.77936131666667,563.9356373
viscosity_screening_salt_test_3_kirst_coarse_mesh,lower_leg,heater,3,273.15593531999997,5965.872557,23.441963086666668,477.0284868,5983.825738
viscosity_screening_salt_test_3_kirst_coarse_mesh,lower_leg,transport,6,-7.3023636868,-449.80326648333335,3.7003883018333337,462.63705791666666,520.5670762
viscosity_screening_salt_test_3_kirst_coarse_mesh,right_leg,transport,3,-25.267407880999997,-398.3196570333333,7.536048986333333,454.97472823333334,402.4376861
viscosity_screening_salt_test_3_kirst_coarse_mesh,upper_leg,cooling_branch,3,-150.76963876,-4183.0119546666665,263.44542735333334,450.60905866666667,6291.871823
viscosity_screening_salt_test_3_kirst_coarse_mesh,upper_leg,transport,6,-13.5273113223,-415.3666939166667,6.220571099833333,459.6898469833333,437.2222233
viscosity_screening_salt_test_4_jin_coarse_mesh,junctions,junction,21,-48.854221668799994,-3344.414587214286,,,13861.00682
viscosity_screening_salt_test_4_jin_coarse_mesh,left_leg,test_section,1,-16.52275142,-1347.866379,,,1347.866379
viscosity_screening_salt_test_4_jin_coarse_mesh,left_leg,transport,6,-24.459976878379997,-528.3746103666666,,,627.360451
viscosity_screening_salt_test_4_jin_coarse_mesh,lower_leg,heater,3,310.5926558,6783.510670666667,,,6800.469528
viscosity_screening_salt_test_4_jin_coarse_mesh,lower_leg,transport,6,-8.123735682700001,-500.56782468333336,,,577.4803833
viscosity_screening_salt_test_4_jin_coarse_mesh,right_leg,transport,3,-28.005468852,-441.48290959999997,,,444.7321576
viscosity_screening_salt_test_4_jin_coarse_mesh,upper_leg,cooling_branch,3,-169.22681362,-4713.036596666667,,,7037.06786
viscosity_screening_salt_test_4_jin_coarse_mesh,upper_leg,transport,6,-15.0272776934,-461.04608585,,,482.5819199
viscosity_screening_salt_test_4_kirst_coarse_mesh,junctions,junction,21,-48.541419910500004,-3315.893375747619,,,13928.27191
viscosity_screening_salt_test_4_kirst_coarse_mesh,left_leg,test_section,1,-16.54605165,-1349.767128,,,1349.767128
viscosity_screening_salt_test_4_kirst_coarse_mesh,left_leg,transport,6,-24.46965738422,-528.6368596833333,,,627.3291133
viscosity_screening_salt_test_4_kirst_coarse_mesh,lower_leg,heater,3,310.48733819999995,6781.210476333334,,,6799.932753
viscosity_screening_salt_test_4_kirst_coarse_mesh,lower_leg,transport,6,-8.1430515508,-501.61274748333335,,,579.0967331
viscosity_screening_salt_test_4_kirst_coarse_mesh,right_leg,transport,3,-28.087377630000002,-442.7741333,,,446.7593851
viscosity_screening_salt_test_4_kirst_coarse_mesh,upper_leg,cooling_branch,3,-169.22681525,-4713.036624333334,,,7037.067954
viscosity_screening_salt_test_4_kirst_coarse_mesh,upper_leg,transport,6,-15.056133675100002,-462.0546676833333,,,484.7271868
