source_id,metric,window_count,time_start,time_end,mean,std,min,max,slope_per_s,end_minus_start,base_case_id,variant_label,family,unit
val_salt_test_2_coarse_mesh_laminar,mdot_mean_abs_kg_s,50,1675.0,1724.0,0.013614059281850001,1.5267387322378924e-06,0.0136112543475,0.0136168586575,3.146076242490835e-08,1.4633124999999941e-06,salt_test_2,,flow,kg/s
val_salt_test_2_coarse_mesh_laminar,tp_mean_k,50,1675.0,1724.0,452.57933114666673,0.010384066639800451,452.55265466666657,452.5986586666667,0.00036102416966591943,0.03022366666658627,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,total_q_net_w,50,5244.0,5293.0,0.4051454199999999,0.012102949561309428,0.385425,0.427005,9.312139255702746e-05,-0.011452000000000018,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,TP1,50,1675.0,1724.0,454.80237112,0.018444570137188712,454.769737,454.855484,0.00036366184873757695,0.02334000000001879,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,TP2,50,1675.0,1724.0,449.92963256,0.048046135890064894,449.797685,450.005918,0.000246433805521384,0.08187299999997322,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,TP3,50,1675.0,1724.0,445.89789234000006,0.0023188351266062207,445.894335,445.90223,0.00015805354141428278,0.007894999999962238,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,TP4,50,1675.0,1724.0,453.86774930000007,0.006779667066310027,453.856296,453.878949,0.0004693903001178189,0.022652999999991152,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,TP5,50,1675.0,1724.0,454.58755904,0.006701742280807498,454.576321,454.599047,0.00046429320527996854,0.022725999999977375,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,TP6,50,1675.0,1724.0,456.39078252,0.0067041469531630635,456.378877,456.401732,0.0004643123169249206,0.022854999999992742,salt_test_2,,temperature,K
val_salt_test_2_coarse_mesh_laminar,TW10,50,1675.0,1724.0,445.655206055,0.006502738889939245,445.64405650000003,445.6661515,0.00045059710684126875,0.02209499999997888,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW11,50,1675.0,1724.0,453.251273735,0.006100230894893571,453.24089000000004,453.26164125,0.00042271014405637124,0.02075124999998934,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW1,50,1675.0,1724.0,448.2223427199999,0.00661000147024349,448.209298,448.23183674999996,0.00044386297718883625,0.0212597500000129,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW2,50,1675.0,1724.0,447.003696275,0.006272920384327918,446.99297525,447.0151085,0.00042599271308441214,0.022133250000024418,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW3,50,1675.0,1724.0,449.26243695499994,0.008177371318716117,449.2430845,449.27807774999997,0.0004131165066008312,0.02392374999999447,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW4,50,1675.0,1724.0,456.51593212,0.00675599713148351,456.503763,456.53002925,0.00042885306122274403,0.020501000000024305,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW5,50,1675.0,1724.0,460.94738857,0.007572738436335524,460.93337149999996,460.96482075,0.00036912444177412176,0.023234000000002197,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW6,50,1675.0,1724.0,463.99890150000004,0.006292186620323997,463.989284,464.01184575,0.0003979167587006453,0.022285750000037297,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW7,50,1675.0,1724.0,456.38715854,0.006601072318072073,456.376061,456.3984155,0.0004573842496988408,0.022354500000005828,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW8,50,1675.0,1724.0,455.65244139999993,0.00647079976761098,455.6414175,455.6633805,0.00044839697478874993,0.021963000000027932,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,TW9,50,1675.0,1724.0,445.290310555,0.006627263374364998,445.278953,445.3014905,0.00045923021608572416,0.022537499999998545,salt_test_2,,wall_temperature,K
val_salt_test_2_coarse_mesh_laminar,ambient_proxy_w,50,5244.0,5293.0,187.91625432204822,0.012149469367499341,187.89452619397002,187.93580474721,-0.0001101199981553081,0.01068882992996123,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,ambient_noncooling_proxy_w,50,5244.0,5293.0,107.9055143204482,0.012149469879900225,107.88378619397002,107.92506474720999,-0.00011011990691901948,0.010688839929969163,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,cooling_branch_total_removal_w,50,5244.0,5293.0,136.3507400016,3.6660634641887555e-09,136.35074,136.35074001,-9.123678298581187e-11,-1.0000007932831068e-08,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,cooling_branch_excess_w,50,5244.0,5293.0,80.01074000160001,3.6660634642118918e-09,80.01074,80.01074001,-9.123656021441358e-11,-1.0000007932831068e-08,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,net_total_q_w,50,5244.0,5293.0,0.40514552215180677,0.012102993309627143,0.3854250727899906,0.427005176029998,9.31256293681741e-05,-0.011451159929968036,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_downcomer_net_q_w,50,5244.0,5293.0,-22.174570406919997,0.0002615162046192297,-22.175006305,-22.174100693,-1.7262727875151714e-05,-0.0009056120000003887,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_heater_net_q_w,50,5244.0,5293.0,244.6613998442,0.00025316821866409856,244.66103787999998,244.66190233,-1.6994368788649934e-05,-0.0007623299999863775,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_upcomer_net_q_w,50,5244.0,5293.0,-19.221393490546202,0.00018609671381327595,-19.22171695274,-19.221072201709998,-1.2893828643926537e-05,-0.0006447510300020554,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_test_section_net_q_w,50,5244.0,5293.0,-7.381833027220001,0.00041061334370944664,-7.382596781,-7.381186877,-2.8348592508999404e-05,-0.0014099039999999619,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_cooling_branch_net_q_w,50,5244.0,5293.0,-136.3507400016,3.6660634641887555e-09,-136.35074001,-136.35074,9.123678298581187e-11,1.0000007932831068e-08,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_upper_transport_net_q_w,50,5244.0,5293.0,-11.841751874029999,0.00014210040976608671,-11.841988186599998,-11.8415064896,-9.837615716659823e-06,-0.0004816969999978937,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_lower_transport_net_q_w,50,5244.0,5293.0,-6.368215300594,9.756881763999271e-05,-6.3683851083,-6.368015606100001,-6.226217627822146e-06,-0.000253293800000165,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_junctions_net_q_w,50,5244.0,5293.0,-40.917750221138,0.012310602482709803,-40.9363014725,-40.8967712733,0.0001846888892919316,-0.006993582100001561,salt_test_2,,heat_balance,W
val_salt_test_2_coarse_mesh_laminar,section_other_net_q_w,50,5244.0,5293.0,0.0,0.0,0.0,0.0,0.0,0.0,salt_test_2,,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,mdot_mean_abs_kg_s,50,3181.0,3230.0,0.011265945989950002,1.061720271417736e-06,0.0112647880625,0.011268496305,-6.919923421370345e-08,-3.708242500000819e-06,salt_test_1,jin,flow,kg/s
viscosity_screening_salt_test_1_jin_coarse_mesh,tp_mean_k,50,3181.0,3230.0,429.16163888333335,0.0094755590001167,429.15123066666666,429.1857798333333,-0.0006184493237299296,-0.03454916666663621,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,total_q_net_w,50,3181.0,3230.0,-9.4698282,0.012488981974524742,-9.50164,-9.4561,0.0008153896758703675,0.0455400000000008,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,TP1,50,3181.0,3230.0,432.16488518000006,0.0095373835504063,432.154383,432.189193,-0.0006226348619456711,-0.034809999999993124,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TP2,50,3181.0,3230.0,424.87695698000005,0.010009181539943962,424.865973,424.9025,-0.0006531166866748287,-0.036526999999978216,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TP3,50,3181.0,3230.0,422.09079218000005,0.010079614886868454,422.079729,422.116424,-0.0006577680192078369,-0.036695000000008804,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TP4,50,3181.0,3230.0,430.56219290000007,0.009140826904057847,430.552162,430.585496,-0.0005965030972391251,-0.033333999999968,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TP5,50,3181.0,3230.0,431.67227366,0.009103304355259871,431.662273,431.695464,-0.000594200672269623,-0.03319099999998798,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TP6,50,3181.0,3230.0,433.6027323999999,0.00898329984582482,433.592864,433.625602,-0.0005864726050427536,-0.03273799999999483,salt_test_1,jin,temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW10,50,3181.0,3230.0,422.83362628,0.009440746836409934,422.82323825,422.85767725,-0.0006163849219697338,-0.034439000000020314,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW11,50,3181.0,3230.0,431.17149438000007,0.009320504433676928,431.16124475,431.1952325,-0.0006085238175267043,-0.03398774999999432,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW1,50,3181.0,3230.0,425.7570150100001,0.009501811783413229,425.746573,425.78124525,-0.0006201955582251368,-0.03467224999997143,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW2,50,3181.0,3230.0,424.87881519,0.009506274077621623,424.86836875,424.90307774999997,-0.0006204041296536219,-0.03470899999996391,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW3,50,3181.0,3230.0,425.1303100150001,0.01018304595263864,425.11919575,425.156315,-0.0006640000120046573,-0.03711924999998928,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW4,50,3181.0,3230.0,434.124542125,0.009151676670458735,434.114495,434.14790975,-0.0005971376590639853,-0.03341475000001992,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW5,50,3181.0,3230.0,437.927221015,0.009311889944097748,437.91700149999997,437.95098874999996,-0.0006075926650657809,-0.033987249999995583,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW6,50,3181.0,3230.0,441.37890343500004,0.009031985400622394,441.36900175,441.401973,-0.0005891755462183937,-0.03297125000000278,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW7,50,3181.0,3230.0,432.640155455,0.010127918475759634,432.6290085,432.6659275,-0.0006614142256907796,-0.03691900000001169,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW8,50,3181.0,3230.0,432.827397575,0.009578263197501028,432.81686475,432.851782,-0.0006253809243699585,-0.03491725000003498,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,TW9,50,3181.0,3230.0,422.24275676999997,0.009649783288606504,422.2321455,422.26733724999997,-0.000629986362546001,-0.035191749999967215,salt_test_1,jin,wall_temperature,K
viscosity_screening_salt_test_1_jin_coarse_mesh,ambient_proxy_w,50,3181.0,3230.0,167.7829848869802,0.008054015540544683,167.774126774,167.80349462142001,-0.0005258875471901931,-0.02936784742001919,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,ambient_noncooling_proxy_w,50,3181.0,3230.0,87.75980707798023,0.008054060390840922,87.750948914,87.78031693142002,-0.000525890412496107,-0.029368017420011938,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,cooling_branch_total_removal_w,50,3181.0,3230.0,135.603177809,7.790378349168993e-08,135.60317769,135.60317786,2.8653058864130864e-09,1.69999992749581e-07,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,cooling_branch_excess_w,50,3181.0,3230.0,80.02317780899999,7.790378349168993e-08,80.02317769,80.02317785999999,2.8653058312412186e-09,1.69999992749581e-07,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,net_total_q_w,50,3181.0,3230.0,-9.4698285796822,0.012489613958234953,-9.501641989820031,-9.456096029600017,0.0008154269920065508,0.045545960220014337,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_downcomer_net_q_w,50,3181.0,3230.0,-19.816041218520002,0.0016980648162566695,-19.820371259999998,-19.814175403,0.00011083444542615403,0.006195856999998028,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_heater_net_q_w,50,3181.0,3230.0,213.14893625500005,0.0013856198963238281,213.14539785,213.15045680999998,9.040403601413353e-05,0.005058959999985291,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_upcomer_net_q_w,50,3181.0,3230.0,-17.208006493794198,0.0014432794570939365,-17.211680287220002,-17.2064186887,9.424242272896785e-05,0.005261598520000632,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_test_section_net_q_w,50,3181.0,3230.0,0.744220052298,0.0030499825687278206,0.7364547816,0.7475739344,0.00019913540880191834,0.011119152799999976,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_cooling_branch_net_q_w,50,3181.0,3230.0,-135.603177809,7.790378349168993e-08,-135.60317786,-135.60317769,-2.8653058864130864e-09,-1.69999992749581e-07,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_upper_transport_net_q_w,50,3181.0,3230.0,-10.62950395891,0.000862589238046349,-10.631701209,-10.628555641,5.631347018967636e-05,0.0031455679999989883,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_lower_transport_net_q_w,50,3181.0,3230.0,-5.729347344806,0.0004669203734993468,-5.7305361308,-5.7288339956000005,3.0484813354120046e-05,0.0017021351999995105,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_junctions_net_q_w,50,3181.0,3230.0,-34.37690806195,0.0035832091150730886,-34.3860280444,-34.372965185700004,0.00023401526079715252,0.013062858699996127,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_jin_coarse_mesh,section_other_net_q_w,50,3181.0,3230.0,0.0,0.0,0.0,0.0,0.0,0.0,salt_test_1,jin,heat_balance,W
viscosity_screening_salt_test_1_kirst_coarse_mesh,mdot_mean_abs_kg_s,50,3231.0,3279.163522013,0.010932096454050001,1.7705499853955073e-10,0.0109320960075,0.010932096755,2.1941031137534007e-12,1.399999994405876e-10,salt_test_1,kirst,flow,kg/s
viscosity_screening_salt_test_1_kirst_coarse_mesh,tp_mean_k,50,3231.0,3279.16352,429.4821175,0.0,429.4821175,429.4821175,3.160715746463183e-16,0.0,salt_test_1,kirst,temperature,K
viscosity_screening_salt_test_1_kirst_coarse_mesh,total_q_net_w,50,3231.0,3279.163522,-9.48783,0.0,-9.48783,-9.48783,-1.6667836944033153e-17,0.0,salt_test_1,kirst,heat_balance,W
viscosity_screening_salt_test_1_kirst_coarse_mesh,TP1,50,3231.0,3279.16352,432.265731,0.0,432.265731,432.265731,1.6297440567700786e-15,0.0,salt_test_1,kirst,temperature,K
viscosity_screening_salt_test_1_kirst_coarse_mesh,TP2,50,3231.0,3279.16352,424.91161300000005,5.684341886080802e-14,424.911613,424.911613,-1.7779026073855402e-16,0.0,salt_test_1,kirst,temperature,K
viscosity_screening_salt_test_1_kirst_coarse_mesh,TP3,50,3231.0,3279.16352,422.0325039999999,1.1368683772161603e-13,422.032504,422.032504,5.234935455079647e-16,0.0,salt_test_1,kirst,temperature,K
viscosity_screening_salt_test_1_kirst_coarse_mesh,TP4,50,3231.0,3279.16352,431.11551600000007,5.684341886080802e-14,431.115516,431.115516,1.0766188011390216e-15,0.0,salt_test_1,kirst,temperature,K
viscosity_screening_salt_test_1_kirst_coarse_mesh,TP5,50,3231.0,3279.16352,432.283047,0.0,432.283047,432.283047,9.679691973543498e-16,0.0,salt_test_1,kirst,temperature,K
