source_id,case_label,span_name,landmark_name,landmark_label,landmark_role,s_landmark_m,loop_s_m,loop_s_fraction,usable_profile_count,mean_delta99_u_m,mean_delta99_t_m,mean_shape_factor_u
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_lower_leg,left_lower_leg_anchor_TW7,TW7,anchor,0.169958,3.5346825534398616,0.9583694115841704,5,0.0010097040149838986,4.500225089122976e-10,2.336011598810481
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_lower_leg,left_lower_leg_end_TP4,TP4,end,0.323501,3.6882255534398616,1.0,5,0.0015176895382121372,4.499999765178453e-12,2.910649540189137
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,midpoint,0.1617505,3.526475053439862,0.956144086727792,5,0.004327127827119784,3.5002892857644576e-10,2.9942281288418604
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_lower_leg,left_lower_leg_start_TP3,TP3,start,0.0,3.3647245534398618,0.912288173455584,0,0.0032719261078056555,nan,2.84327796194142
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_upper_leg,left_upper_leg_anchor_TW8,TW8,anchor,0.17916100000000001,2.917871553439862,0.7911315376898462,5,0.009972888722905925,1.001012070491365e-10,4.766654239804668
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_upper_leg,left_upper_leg_end_TP6,TP6,end,0.37473599999999996,3.1134465534398617,0.8441583922480211,0,0.019033362077671194,nan,4.869398134200997
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_upper_leg,left_upper_leg_midpoint_midpoint,midpoint,midpoint,0.18736799999999998,2.9260785534398615,0.7933567269796784,5,0.00995741480430819,5.000201799385446e-10,4.809119617619975
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,left_upper_leg,left_upper_leg_start_TP5,TP5,start,0.0,2.7387105534398617,0.7425550617113357,5,0.0035740108057237528,4.499999766548003e-12,3.093927348951136
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,lower_leg_anchor_TW1,TW1,anchor,0.1699580000001838,0.1699580000001838,0.046081238128636334,0,nan,nan,nan
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,lower_leg_anchor_TW2,TW2,anchor,0.47475800000018387,0.47475800000018387,0.12872260471092825,5,0.4385676429518693,7.071066434312949e-11,5.297459575147263
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,lower_leg_anchor_TW3,TW3,anchor,0.7795577500002864,0.7795577500002864,0.21136390350997483,5,0.15122269477573047,0.13662743530995564,5.2920423969555745
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,lower_leg_end_TP2,TP2,end,0.9495160000002864,0.9495160000002864,0.2574452094218344,5,0.019185662931927326,0.006367789826371197,4.337717341261414
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,lower_leg_midpoint_midpoint,midpoint,midpoint,0.4747580000001432,0.4747580000001432,0.1287226047109172,5,0.4385676429497865,7.071066434312949e-11,5.297459575204565
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,lower_leg,lower_leg_start_TP1,TP1,start,0.0,0.0,0.0,0,nan,nan,nan
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,right_leg_anchor_TW4,TW4,anchor,0.2427426380687218,1.143156268683814,0.309947494295092,5,0.21975814760743329,0.19721286598283722,8.221307517744359
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,right_leg_anchor_TW5,TW5,anchor,0.46274284805555344,1.3631564786706456,0.3695968315710203,5,0.41226620158368854,0.40158921786014445,5.939228407191143
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,right_leg_anchor_TW6,TW6,anchor,0.6827428747919154,1.5831565054070076,0.42924611916168204,5,0.6174149271450897,0.6013452614779714,16.1255620921786
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,right_leg_end_TP3,TP3,end,0.9254864977185796,1.8259001283336718,0.49506194832111805,5,0.7186078092976909,0.7058385393004961,396.63415808530596
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,right_leg_midpoint_midpoint,midpoint,midpoint,0.4627432488592898,1.363156879474382,0.3695969402421768,5,0.41226655616738805,0.4015895632352101,5.939229089181177
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,right_leg,right_leg_start_TP2,TP2,start,0.0,0.9004136306150922,0.24413193216323553,5,0.011170216057796842,0.009425273790309932,3.342518848804102
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,test_section_span_end_TP5,TP5,end,0.25127800000000006,3.3647245534398618,0.912288173455584,5,0.0019633175507121473,2.5002501942861337e-10,2.4348638969948437
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,test_section_span_midpoint_midpoint,midpoint,midpoint,0.12563900000000003,3.2390855534398617,0.8782232828518026,5,0.001900671070357803,3.5355335851468113e-12,2.571171924661164
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,test_section_span,test_section_span_start_TP4,TP4,start,0.0,3.1134465534398617,0.8441583922480211,5,0.0010946086293875678,2.5002501942861337e-10,2.177865707333223
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,upper_leg_anchor_TW10,TW10,anchor,0.4619488994411697,2.2767625300562617,0.6173056655748225,5,0.009542027938043221,0.001480174289396175,2.470196223035415
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,upper_leg,upper_leg_anchor_TW11,TW11,anchor,0.2890114103302195,2.1038250409453116,0.5704165893496285,5,0.009693232351206423,0.001830998859370666,2.4723306025927108
