case_key,source_id,case_role,plane_location,span,station_label,representative_time_s,sampled_plane_file,sampled_wall_file,metric_status,face_count,wall_face_count,reverse_area_fraction,reverse_mass_fraction,secondary_velocity_fraction,bulk_T_K,bulk_T_rule,wall_T_K,wallHeatFlux_W_m2,Re,Pr,Ri,Gr,Ra,Gz,delta_T_wall_bulk_K,admission_status,quality_flags,source_paths
salt2_jin_nominal_continuation,viscosity_screening_salt_test_2_jin_coarse_mesh,fit-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,7915,,,awaiting_compute_node_sampling,,,0.6197916667,0.4736619997,0.07945120764,559.3005844,not_sampled,,,49.89498745,24.6550797,1.737024185,5098.75706,129114.917,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt2/ethan_modern_runs_staged/salt_test_2_jin/viscosity_screening_salt_test_2_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_jin_nominal_continuation,viscosity_screening_salt_test_2_jin_coarse_mesh,fit-admissible,upcomer_mid,test_section_span,test_section_span__s02,7915,,,awaiting_compute_node_sampling,,,0.3223938224,0.4622774807,0.0009772265829,378.9541299,not_sampled,,,47.8238562,24.54099975,1.627823135,4187.30787,103636.627,67.40216475,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt2/ethan_modern_runs_staged/salt_test_2_jin/viscosity_screening_salt_test_2_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_jin_nominal_continuation,viscosity_screening_salt_test_2_jin_coarse_mesh,fit-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,7915,,,awaiting_compute_node_sampling,,,0.837962963,0.5738234099,0.7805272007,447.8765949,not_sampled,,,56.2560593,22.8110914,4.215373235,10955.3015,249902.3835,38.81200248,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt2/ethan_modern_runs_staged/salt_test_2_jin/viscosity_screening_salt_test_2_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt3_jin_nominal_continuation,viscosity_screening_salt_test_3_jin_coarse_mesh,validation-only,upcomer_inlet,left_lower_leg,left_lower_leg__s00,7618,,,awaiting_compute_node_sampling,,,0.5902777778,0.4724982372,0.08870576089,569.4843664,not_sampled,,,73.1110858,20.6488846,1.237853255,6412.540305,132662.7295,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt3/ethan_modern_runs_staged/salt_test_3_jin/viscosity_screening_salt_test_3_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt3_jin_nominal_continuation,viscosity_screening_salt_test_3_jin_coarse_mesh,validation-only,upcomer_mid,test_section_span,test_section_span__s02,7618,,,awaiting_compute_node_sampling,,,0.3281853282,0.4516796746,0.001779343706,406.5038401,not_sampled,,,72.70385655,20.68105435,1.04405407,6190.43274,129782.9795,86.35095132,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt3/ethan_modern_runs_staged/salt_test_3_jin/viscosity_screening_salt_test_3_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt3_jin_nominal_continuation,viscosity_screening_salt_test_3_jin_coarse_mesh,validation-only,upcomer_outlet,left_upper_leg,left_upper_leg__s04,7618,,,awaiting_compute_node_sampling,,,0.8302469136,0.5743062811,0.7887477349,460.9502135,not_sampled,,,73.2791315,19.3273321,3.46249037,17947.89865,346884.9925,42.83540738,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt3/ethan_modern_runs_staged/salt_test_3_jin/viscosity_screening_salt_test_3_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_jin_nominal_continuation,viscosity_screening_salt_test_4_jin_coarse_mesh,holdout-only,upcomer_inlet,left_lower_leg,left_lower_leg__s00,10000,,,awaiting_compute_node_sampling,,,0.5416666667,0.4689926046,0.1053331387,575.5070661,not_sampled,,,113.631319,17.09996415,0.923805833,12882.7642,230090.31,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt4/ethan_modern_runs_staged/salt_test_4_jin/viscosity_screening_salt_test_4_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_jin_nominal_continuation,viscosity_screening_salt_test_4_jin_coarse_mesh,holdout-only,upcomer_mid,test_section_span,test_section_span__s02,10000,,,awaiting_compute_node_sampling,,,0.3281853282,0.4477009019,0.003003115297,424.9198626,not_sampled,,,111.3605975,17.2589541,0.9667332765,11665.042,202657.688,110.378129,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt4/ethan_modern_runs_staged/salt_test_4_jin/viscosity_screening_salt_test_4_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt4_jin_nominal_continuation,viscosity_screening_salt_test_4_jin_coarse_mesh,holdout-only,upcomer_outlet,left_upper_leg,left_upper_leg__s04,10000,,,awaiting_compute_node_sampling,,,0.8287037037,0.575355916,0.7931173731,476.3081432,not_sampled,,,105.903122,16.1325395,2.11523074,23492.6884,378996.723,51.67282188,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt4/ethan_modern_runs_staged/salt_test_4_jin/viscosity_screening_salt_test_4_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_lo10q,salt2_jin_lo10q_corrected,pending-terminal-harvest,upcomer_inlet,left_lower_leg,left_lower_leg__s00,12382,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
