source_id,metric,window_count,time_start_s,time_end_s,latest_value,mean_value,min_value,max_value,span_value,drift_value,drift_pct_of_mean,slope_per_s
val_salt_test_2_coarse_mesh_laminar,ambient_proxy_w,50,7457.0,7506.0,188.07262048466998,188.06537809888314,188.04335272403,188.08449756692,0.04114484288999165,0.00834443514997929,0.004436986347158411,-0.00016649312432707184
val_salt_test_2_coarse_mesh_laminar,ambient_noncooling_proxy_w,50,7457.0,7506.0,108.06188048467,108.0546380988832,108.03261272402999,108.07375756692001,0.04114484289002007,0.008344435150007712,0.007722422005033725,-0.00016649312432711374
val_salt_test_2_coarse_mesh_laminar,cooling_branch_total_removal_w,50,7457.0,7506.0,136.35074,136.35073999999997,136.35074,136.35074,0.0,0.0,0.0,2.385386048708632e-16
val_salt_test_2_coarse_mesh_laminar,cooling_branch_excess_w,50,7457.0,7506.0,80.01074,80.01074,80.01074,80.01074,0.0,0.0,0.0,4.2550129517505324e-16
val_salt_test_2_coarse_mesh_laminar,net_total_q_w,50,7457.0,7506.0,0.22538660532997135,0.23269650531680955,0.21351037308001075,0.2547851759699933,0.04127480288998253,-0.00867826515009451,-3.7294351018633924,0.00015869831568372857
val_salt_test_2_coarse_mesh_laminar,section_downcomer_net_q_w,50,7457.0,7506.0,-22.203101987,-22.2028499644,-22.203125952,-22.202553056,0.0005728960000013217,-0.0004572310000021673,0.0020593347283582534,-8.180461080510996e-06
val_salt_test_2_coarse_mesh_laminar,section_heater_net_q_w,50,7457.0,7506.0,244.63800708999997,244.6380746042,244.63787968000003,244.63837127,0.0004915899999673456,-0.0003338300000450545,-0.00013645872605282645,-7.794808644160122e-06
val_salt_test_2_coarse_mesh_laminar,section_upcomer_net_q_w,50,7457.0,7506.0,-19.245140768269998,-19.2449564977772,-19.245140768269998,-19.24477505682,0.0003657114499979741,-0.0003657114499979741,0.0019002976184446763,-7.4612113988028075e-06
val_salt_test_2_coarse_mesh_laminar,section_test_section_net_q_w,50,7457.0,7506.0,-7.44117795,-7.44072595108,-7.44117795,-7.440263383,0.0009145670000005879,-0.0009145670000005879,0.012291367885519842,-1.86278595918396e-05
val_salt_test_2_coarse_mesh_laminar,section_cooling_branch_net_q_w,50,7457.0,7506.0,-136.35074,-136.35073999999997,-136.35074,-136.35074,0.0,0.0,-0.0,-2.385386048708632e-16
val_salt_test_2_coarse_mesh_laminar,section_upper_transport_net_q_w,50,7457.0,7506.0,-11.856675521500001,-11.856552540232004,-11.856675521500001,-11.856445456000001,0.00023006550000026493,-0.00023006550000026493,0.0019404080504817896,-4.655209747902176e-06
val_salt_test_2_coarse_mesh_laminar,section_lower_transport_net_q_w,50,7457.0,7506.0,-6.3759821338,-6.3759921111979985,-6.3760998598,-6.3758639221,0.00023593770000029934,-0.00011821170000025916,0.0018540126452265657,-2.5557775702216587e-06
val_salt_test_2_coarse_mesh_laminar,section_junctions_net_q_w,50,7457.0,7506.0,-40.939802124100005,-40.933561034196,-40.952057612000004,-40.9119440992,0.04011351280000497,-0.006258648500008235,0.015289772846246491,0.00020797364371679438
val_salt_test_2_coarse_mesh_laminar,section_other_net_q_w,50,7457.0,7506.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
