source_id,time_s,span_name,span_kind,bin_index,s_start_m,s_end_m,s_mid_m,dp_major_gradient_pa_per_m,dp_major_gradient_estimated_pa_per_m,dp_major_gradient_direct_prgh_pa_per_m,dp_major_gradient_direct_p_pa_per_m,delta_dp_major_pa,delta_dp_major_estimated_pa,delta_dp_major_direct_prgh_pa,cumulative_dp_major_pa,cumulative_dp_major_estimated_pa,cumulative_dp_major_direct_prgh_pa,flow_alignment_sign,darcy_f,darcy_f_shear,darcy_f_pressure_drop_prgh,p_wall_area_avg_pa,p_rgh_wall_area_avg_pa,t_wall_area_avg_k,bulk_temp_fluid_area_avg_k,bulk_temp_area_weighted_k,bulk_temp_union_area_avg_k,bulk_cross_section_face_count,bulk_cross_section_area_m2,bulk_cross_section_total_face_count,bulk_cross_section_total_area_m2,bulk_cross_section_region_count,bulk_cross_section_reference_area_m2,bulk_cross_section_area_ratio_to_geom,bulk_cross_section_chosen_region_area_ratio_to_reference,bulk_cross_section_chosen_region_signed_mass_flux_kg_s,bulk_cross_section_chosen_region_aligned_signed_mass_flux_kg_s,bulk_cross_section_chosen_region_positive_mass_flux_kg_s,bulk_cross_section_region_selection_status,bulk_temp_tp_endpoint_proxy_k,bulk_minus_wall_tp_endpoint_proxy_k,effective_htc_tp_endpoint_proxy_w_m2_k,effective_ua_per_m_tp_endpoint_proxy_w_m_k,bulk_minus_wall_temp_k,wall_heatflux_area_avg_w_m2,wall_heat_per_length_w_m,effective_htc_w_m2_k,effective_ua_per_m_w_m_k,thermal_support_status,thermal_support_warning_flag,hydraulic_diameter_geom_m,bulk_velocity_m_s,rho_bulk_kg_m3,warning_flag
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,0,0.0,0.004947327640742264,0.0,13.898248069917187,13.898248069917187,-32.36184816907134,-9.006899914058454,0.06875918683419413,0.06875918683419413,-0.16010466595235107,0.06875918683419413,0.06875918683419413,0.0,1.0,0.7007657496023754,0.7007657496023754,-1.631721831171248,-4.862880675699138,-5.795055349171058,454.6905032954627,458.8785077323547,458.61172878930176,457.1678290895029,576.0,0.00038243255609016295,1189.0,0.0007670693178324917,3.0,0.0003824325571,1.1225801024594055,0.9999999973594375,0.013640819177985904,0.013640819177985904,0.013640819177985904,aligned_area_match,455.7497,1.059196704537328,409.3113787786021,26.781044317003612,4.188004436892015,-433.5412635319254,-28.366393884638363,103.51977178268304,6.773248288554707,usable,no,0.020826860943534864,0.020562981777953085,1953.7492466991998,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,1,0.004947327640742264,0.014841982922226793,0.009894655281484529,9.776600691729673,9.776600691729673,-28.819382925267085,-9.498854157932003,0.0967360936693883,0.0967360936693883,-0.285157859470619,0.16549528050358242,0.16549528050358242,-0.32020933190470213,1.0,0.8883074418889131,0.8883074418889131,-2.6185453544008657,-4.773760505894697,-5.474846017266356,459.18927368994406,458.8698953496479,458.7925181563379,459.41745323402876,576.0,0.0003824325560901628,1152.0,0.0007648651146721461,2.0,0.0003824325571,0.886976868966918,0.9999999973594371,0.013624890169147424,0.013624890169147424,0.013624890169147424,aligned_area_match,455.6962047032967,-3.4930689866473585,128.20944084567876,9.437266496024282,-0.3193783402961685,-447.8444216134396,-32.965022915988605,1402.2379263357084,103.21621336443546,usable,no,0.023430218589373386,0.01624729420561966,1953.7492466991998,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,2,0.014841982922226793,0.024736638203711324,0.019789310562969058,9.937732682421604,9.937732682421604,-16.745606857142175,-9.861971533042784,0.09833043917210435,0.09833043917210435,-0.1656920073306854,0.2638257196756868,0.2638257196756868,-0.570315718941238,1.0,0.5010719836646803,0.5010719836646803,-0.8443328789090011,-4.674904900775472,-5.22473963022982,462.16886521357776,458.8603927376184,458.8461485701626,460.0124687565911,576.0,0.0003824325559569227,1152.0,0.0007648651145389057,2.0,0.0003824325571,1.1225800996624613,0.9999999970110355,0.013619910486963809,0.013619910486963809,0.013619910486963809,aligned_area_match,455.64270940659344,-6.52615580698432,70.08343598017493,4.585525114119547,-3.308472475959377,-457.3754226954324,-29.925851351583724,138.24368376007257,9.045216960103605,usable,no,0.020826860965852203,0.020562981733883937,1953.7492466991998,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,3,0.024736638203711324,0.03463129348519585,0.029683965844453587,8.712128299945563,8.712128299945563,-7.982976108799394,-9.356476046181706,0.08620350629602717,0.08620350629602717,-0.07898879671689671,0.350029225971714,0.350029225971714,-0.6515933465660728,1.0,0.7572740881258136,0.7572740881258136,-0.693894849248144,-4.578598888464153,-5.143462002604985,462.6514401956765,458.84787666903094,458.8433681022253,460.1607933486855,576.0,0.00038243255595692274,1152.0,0.0007648651145389057,2.0,0.0003824325571,0.9028402857740543,0.9999999970110357,0.013616538657023263,0.013616538657023263,0.013616538657023263,aligned_area_match,455.5892141098901,-7.062226085786392,61.84035020602506,4.511789566698093,-3.8035635266455756,-436.73053437915604,-31.863277971514158,114.82141189957088,8.377217245958528,usable,no,0.023223465240353083,0.01653787405510627,1953.7492466991998,no
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,4,0.03463129348519585,0.04452594876668038,0.039578621125938115,9.848877229781284,9.848877229781284,-7.8444860467350805,-8.722666347957114,0.09745124509834813,0.09745124509834813,-0.07761848529285899,0.4474804710700621,0.4474804710700621,-0.7282933123750315,1.0,0.43425048997723836,0.43425048997723836,-0.3458741367100954,-4.489746690522601,-5.066762036796026,462.9381369062155,458.83344155882185,458.82417629594937,460.21919958118133,576.0,0.00038243255609016305,1152.0,0.0007648651144056653,2.0,0.0003824325571,1.184461710514994,0.9999999973594378,0.01361456661003333,0.01361456661003333,0.01361456661003333,aligned_area_match,455.5357188131868,-7.4024180930287,52.94377953548174,3.372382200717596,-4.104695347393658,-391.91199154677264,-24.963783019199877,95.47894749256444,6.081762690390903,usable,no,0.020275518746432693,0.021696504789851925,1953.7492466991998,no
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,5,0.04452594876668038,0.054420604048164914,0.04947327640742265,8.649612753874347,8.649612753874347,-8.625344645033064,-8.463857485357988,0.08558493651791878,0.08558493651791878,-0.08534481194660073,0.5330654075879809,0.5330654075879809,-0.8068303171517908,1.0,0.6872470268365813,0.6872470268365813,-0.6853188265665,-4.405983335167271,-4.988225032019267,463.01032755557276,458.81764400590816,458.7990634766474,460.22564119523025,576.0,0.00038243255609016305,1152.0,0.0007648651146721461,2.0,0.0003824325571,0.9358709813765639,0.9999999973594378,0.013614038500171064,0.013614038500171064,0.013614038500171064,aligned_area_match,455.48222351648354,-7.528104039089214,52.088345960949646,3.732629948998232,-4.192683549664594,-392.1264876181014,-28.09962659547896,93.5263734963901,6.7020623575864375,usable,no,0.022809958586947118,0.017142917369014434,1953.7492466991998,no
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,6,0.054420604048164914,0.06431525932964943,0.05936793168890717,8.517338734481095,8.517338734481095,-10.486462993885562,-389.6752681241087,0.08427613069332603,0.08427613069332603,-0.10375993644654173,0.617341538281307,0.617341538281307,-0.8989829362682329,1.0,0.676737316270057,0.676737316270057,-0.8331922734172823,-4.3222527861841415,-4.896072412902825,462.8749589375954,458.8008423633198,458.769358761131,460.1796114285562,576.0,0.0003824325558236821,1152.0,0.000764865114272425,2.0,0.0003824325571,0.9358709807244442,0.9999999966626327,0.013614521668310012,0.013614521668310012,0.013614521668310012,aligned_area_match,455.4287282197802,-7.446230717815183,52.60955050504363,3.769979257273401,-4.0741165742755925,-391.74285102110514,-28.072135351035268,96.15406036602177,6.890361343189277,usable,no,0.022809958586947118,0.017142917369014434,1953.7492466991998,no
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,7,0.06431525932964943,0.07420991461113396,0.0692625869703917,8.806378053026185,8.806378053026185,-9.611380450739796,8.326275536897416,0.08713607511312502,0.08713607511312502,-0.09510129633926971,0.704477613394432,0.704477613394432,-1.0143501900448744,1.0,0.5520531305985029,0.5520531305985029,-0.6025170206474189,3.305421564448951,-4.7807051591261835,462.0603465516058,458.7843205956895,458.7342160495242,460.0788231670509,576.0,0.0003824325559569227,1152.0,0.0007648651145389058,2.0,0.0003824325571,1.0289376116465214,0.9999999970110355,0.013615340670918845,0.013615340670918845,0.013615340670918845,aligned_area_match,455.37523292307696,-6.685113628528825,58.25214365930233,3.98106941935928,-3.276025955916282,-389.422199467821,-26.61390143147806,118.8703034432773,8.123837170281007,usable,no,0.021753941986711073,0.01884767538633137,1953.7492466991998,no
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,8,0.07420991461113396,0.0841045698926185,0.07915724225187623,8.553461122827494,8.553461122827494,-6.586092926173391,737.5740295543807,0.08463354927395769,0.08463354927395769,-0.06516711915630946,0.7891111626683898,0.7891111626683898,-1.0891855289467722,1.0,0.6045073796217144,0.6045073796217144,-0.46546558399859594,-4.487024038616656,-4.705869820224286,462.7057699503164,458.8294734066941,458.8148888435952,460.01956983501384,606.0,0.000382726357519855,1212.0,0.0007654527173309856,2.0,0.0003824325571,0.9815040384400002,1.0007682411301038,0.013614585115630656,0.013614585115630656,0.013614585115630656,aligned_area_match,455.32173762637365,-7.3840323239427335,52.9831041366503,3.7088602679272,-3.8762965436222885,-391.22895356784977,-27.386344103361353,100.92854072569419,7.065079721111738,usable,no,0.022281950236638745,0.017965004297649117,1953.7492466991998,yes
val_salt_test_2_coarse_mesh_laminar,7483.0,lower_leg,main_loop_leg,9,0.0841045698926185,0.09399922517410303,0.08905189753336076,9.095178957298135,9.095178957298135,-6.667352482854118,-297.489514316675,0.08999366050587697,0.08999366050587697,-0.06597115445799151,0.8791048231742667,0.8791048231742667,-1.1446844283574933,1.0,0.5841312481192231,0.5841312481192231,-0.42820586002161865,-11.290659969583212,-4.650370920813565,463.77063810342,458.81361881245823,458.78952188902474,459.91550305335755,610.0,0.0003827263577194225,1208.0,0.0007654527177817551,2.0,0.0003824325571,1.0198030423553983,1.000768241651941,0.013613500109185502,0.013613500109185502,0.013613500109185502,aligned_area_match,455.26824232967033,-8.502395773749697,46.36802245144972,3.1842674734704377,-4.957019290961796,-394.23927812833716,-27.073902308923675,79.53151984846201,5.461730269698145,usable,no,0.02185954378624641,0.018666011867089445,1953.7492466991998,yes
