case_id,case_key,source_id,time_s,loop_order_index,branch_flow_index,station_label,station_suffix,source_station_index,cfd_span,physical_location_label,loop_region,one_d_parent_segment,one_d_component_segments,one_d_role,flow_order_note,cfd_span_length_m_reference,one_d_component_length_m,length_basis_note,face_count,mean_p_Pa,mean_p_rgh_Pa,mean_un_m_s,mean_rho_kg_m3,reverse_area_fraction_proxy,relative_p_from_loop_start_Pa,relative_p_rgh_from_loop_start_Pa,relative_p_from_branch_start_Pa,relative_p_rgh_from_branch_start_Pa,delta_from_previous_loop_p_Pa,delta_from_previous_loop_p_rgh_Pa,admission_status,fit_eligible,blockers,mapping_status,plane_file,source_path
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,0,0,lower_leg__s04,s04,4,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,3142,-450.9593084,-0.6814987012,0.0001489416499,1960.886177,0.2374283896,0.0,0.0,0.0,0.0,,,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_lower_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,1,1,lower_leg__s03,s03,3,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,3808,-9777.696733,6.264938215,0.0005689297231,1958.965973,0.2899159664,-9326.7374246,6.9464369162,-9326.7374246,6.9464369162,-9326.7374246,6.9464369162,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_lower_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,2,2,lower_leg__s02,s02,2,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,1372,-6858.456906,8.445889088,0.00147428539,1957.603247,0.4198250729,-6407.4975976000005,9.1273877892,-6407.4975976000005,9.1273877892,2919.2398270000003,2.1809508729999996,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_lower_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,3,3,lower_leg__s01,s01,1,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,1192,-7097.472348,8.702638631,0.0002608998614,1956.153275,0.4882550336,-6646.5130396,9.3841373322,-6646.5130396,9.3841373322,-239.0154419999999,0.25674954299999975,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_lower_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,4,4,lower_leg__s00,s00,0,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,1380,-7536.547239,0.3707011579,-0.0009944482341,1954.088362,0.5405797101,-7085.587930600001,1.0521998591,-7085.587930600001,1.0521998591,-439.0748910000002,-8.3319374731,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_lower_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,5,0,left_lower_leg__s00,s00,10,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-932.6512398,-3.442308981,0.0008372275434,1958.107758,0.6197916667,-481.6919314,-2.7608102798000003,0.0,0.0,6603.8959992,-3.8130101389,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_lower_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,6,1,left_lower_leg__s01,s01,11,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-2114.127812,-3.687980366,0.0004290423892,1957.541272,0.6336805556,-1663.1685036000001,-3.0064816648,-1181.4765722000002,-0.24567138500000008,-1181.4765722000002,-0.24567138500000008,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_lower_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,7,2,left_lower_leg__s02,s02,12,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-3284.520424,-3.693726002,0.000260302849,1957.387677,0.6388888889,-2833.5611156,-3.0122273008000002,-2351.8691842,-0.25141702099999996,-1170.3926119999996,-0.005745635999999887,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_lower_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,8,3,left_lower_leg__s03,s03,13,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-4454.840141,-3.663257214,0.0002105049984,1957.298836,0.640625,-4003.8808326,-2.9817585128,-3522.1889011999997,-0.2209482330000001,-1170.3197169999999,0.030468787999999858,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_lower_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,9,4,left_lower_leg__s04,s04,14,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-5635.927155,-3.697582074,0.0001784682011,1957.206084,0.6371527778,-5184.9678466000005,-3.0160833728,-4703.2759152,-0.255273093,-1181.0870140000006,-0.0343248599999999,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_lower_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,10,0,test_section_span__s00,s00,15,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,Test-section span is the 1D quartz test_section in the upcomer path.,0.082,0.185928,CFD extracted span length differs from Fluid 1D test_section length.,1036,-10532.38993,-2.259350841,0.001187614783,1957.409815,0.3185328185,-10081.430621599999,-1.5778521397999998,0.0,0.0,-4896.462774999999,1.4382312330000002,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_test_section_span__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,11,1,test_section_span__s01,s01,16,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,Test-section span is the 1D quartz test_section in the upcomer path.,0.082,0.185928,CFD extracted span length differs from Fluid 1D test_section length.,1036,-9577.572503,-2.297843962,0.001139169685,1957.44469,0.3243243243,-9126.613194599999,-1.6163452608,954.817427,-0.03849312100000013,954.817427,-0.03849312100000013,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_test_section_span__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,12,2,test_section_span__s02,s02,17,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,Test-section span is the 1D quartz test_section in the upcomer path.,0.082,0.185928,CFD extracted span length differs from Fluid 1D test_section length.,1036,-8624.569903,-2.324838153,0.001099352244,1957.484713,0.3223938224,-8173.6105946,-1.6433394518,1907.8200269999998,-0.06548731200000013,953.0025999999998,-0.026994191,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_test_section_span__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,13,3,test_section_span__s03,s03,18,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,Test-section span is the 1D quartz test_section in the upcomer path.,0.082,0.185928,CFD extracted span length differs from Fluid 1D test_section length.,1036,-7683.595757,-2.399802078,0.001056028893,1957.512115,0.3262548263,-7232.6364486,-1.7183033768,2848.7941729999993,-0.14045123700000017,940.9741459999996,-0.07496392500000004,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_test_section_span__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,14,4,test_section_span__s04,s04,19,test_section_span,test section / middle upcomer,upcomer_test_section,test_section,test_section,test_section,Test-section span is the 1D quartz test_section in the upcomer path.,0.082,0.185928,CFD extracted span length differs from Fluid 1D test_section length.,1036,-6728.689798,-2.576908715,0.001032026251,1957.509903,0.3359073359,-6277.7304896000005,-1.8954100138,3803.700131999999,-0.31755787400000024,954.9059589999997,-0.17710663700000007,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_test_section_span__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,15,0,left_upper_leg__s00,s00,20,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,1152,-11699.17121,-3.38723513,-3.857677986e-07,1957.103371,0.6684027778,-11248.2119016,-2.7057364288,0.0,0.0,-4970.481412,-0.810326415,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_upper_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,16,1,left_upper_leg__s01,s01,21,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,1152,-13084.52876,-5.681641479,2.192347288e-05,1956.697717,0.6614583333,-12633.569451599999,-5.0001427778,-1385.3575499999988,-2.2944063489999995,-1385.3575499999988,-2.2944063489999995,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_upper_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,17,2,left_upper_leg__s02,s02,22,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,3170,-14457.07462,5.766902289,-0.0009884797774,1958.380534,0.8365930599,-14006.115311599999,6.4484009902,-2757.903409999999,9.154137419,-1372.5458600000002,11.448543768,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_upper_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt_2,salt2_mainline,viscosity_screening_salt_test_2_jin_coarse_mesh,7915,18,3,left_upper_leg__s03,s03,23,left_upper_leg,upper upcomer above test section,upcomer,left_upper_vertical,left_upper_vertical,upcomer,Upper upcomer ladder is reported in increasing station order along the loop path.,0.145,0.364236,CFD mesh PCA span and Fluid 1D left_upper_vertical lengths use different geometric bases.,2600,-15827.50127,4.376913931,-0.001161239481,1957.718769,0.8446153846,-15376.5419616,5.0584126322,-4128.33006,7.7641490609999995,-1370.4266500000012,-1.389988358,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_pressure_ladder_unlock_sbatch/pressure_ladder/salt2_mainline/postProcessing/agent445PressureLadderSurfaces/7915/plane_left_upper_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
