source_id,case_id,one_d_segment,role,mode,fit_use_status,realized_external_loss_W,mode_external_loss_W,loss_residual_mode_minus_cfd_W,wallHeatFlux_residual_mode_minus_cfd_W,absolute_loss_residual_W,notes
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cooling_branch,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,12.367946808,74.895467616,62.527520808,-62.527520808,62.527520808,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cooling_branch,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,12.367946808,76.218906707,63.850959899,-63.850959899,63.850959899,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,cooling_branch,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,12.367946808,74.895467616,62.527520808,-62.527520808,62.527520808,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,downcomer,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,23.117313813,142.52136414,119.404050327,-119.404050327,119.404050327,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,downcomer,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,23.117313813,135.726064387,112.608750574,-112.608750574,112.608750574,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,downcomer,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,23.117313813,135.726064387,112.608750574,-112.608750574,112.608750574,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,junction,junction_other,E1_wall_shell,blocked_missing_path_bulk_temperature,39.128349537,114.241097837,75.1127483,-75.1127483,75.1127483,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,lower_leg,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,6.668141359,37.20013144,30.531990081,-30.531990081,30.531990081,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,lower_leg,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,6.668141359,39.068354374,32.400213015,-32.400213015,32.400213015,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,lower_leg,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,6.668141359,37.20013144,30.531990081,-30.531990081,30.531990081,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,lower_leg,heater,E0_bulk,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,0,103.217101157,103.217101157,-346.736198737,103.217101157,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,lower_leg,heater,E1_wall_shell,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,0,122.925483552,122.925483552,-366.444581132,122.925483552,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upcomer,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,20.080505149,125.589607477,105.509102328,-105.509102328,105.509102328,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upcomer,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,20.080505149,119.202430645,99.121925496,-99.121925496,99.121925496,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upcomer,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,20.080505149,119.202430645,99.121925496,-99.121925496,99.121925496,passive external hA diagnostic
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upcomer,test_section,E0_bulk,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,5.679836082,37.896181014,32.216344932,-32.216344932,32.216344932,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,upcomer,test_section,E1_wall_shell,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,5.679836082,36.200557364,30.520721282,-30.520721282,30.520721282,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cooling_branch,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,13.570709177,85.093655863,71.522946686,-71.522946686,71.522946686,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cooling_branch,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,13.570709177,86.444395566,72.873686389,-72.873686389,72.873686389,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,cooling_branch,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,13.570709177,85.093655863,71.522946686,-71.522946686,71.522946686,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,downcomer,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,25.347860491,161.787941421,136.44008093,-136.44008093,136.44008093,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,downcomer,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,25.347860491,153.925856922,128.577996431,-128.577996431,128.577996431,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,downcomer,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,25.347860491,153.925856922,128.577996431,-128.577996431,128.577996431,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,junction,junction_other,E1_wall_shell,blocked_missing_path_bulk_temperature,43.234690515,128.785969827,85.551279312,-85.551279312,85.551279312,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,7.327263296,42.303482313,34.976219017,-34.976219017,34.976219017,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,7.327263296,44.422293759,37.095030463,-37.095030463,37.095030463,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,7.327263296,42.303482313,34.976219017,-34.976219017,34.976219017,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,heater,E0_bulk,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,0,117.376990471,117.376990471,-390.532365321,117.376990471,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,heater,E1_wall_shell,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,0,139.660173509,139.660173509,-412.815548359,139.660173509,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,22.073866293,142.046884772,119.973018479,-119.973018479,119.973018479,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,22.073866293,135.696602742,113.622736449,-113.622736449,113.622736449,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,22.073866293,135.696602742,113.622736449,-113.622736449,113.622736449,passive external hA diagnostic
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,test_section,E0_bulk,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,10.54504039,42.530576571,31.985536181,-31.985536181,31.985536181,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upcomer,test_section,E1_wall_shell,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,10.54504039,40.5025745,29.95753411,-29.95753411,29.95753411,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cooling_branch,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,15.087091646,98.483108216,83.39601657,-83.39601657,83.39601657,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cooling_branch,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,15.087091646,99.894092981,84.807001335,-84.807001335,84.807001335,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,cooling_branch,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,15.087091646,98.483108216,83.39601657,-83.39601657,83.39601657,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,downcomer,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,28.124643037,187.459714102,159.335071065,-159.335071065,159.335071065,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,downcomer,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,28.124643037,177.595255985,149.470612948,-149.470612948,149.470612948,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,downcomer,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,28.124643037,177.595255985,149.470612948,-149.470612948,149.470612948,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction,junction_other,E1_wall_shell,blocked_missing_path_bulk_temperature,48.485215891,147.099674217,98.614458326,-98.614458326,98.614458326,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,8.155480513,49.072708715,40.917228202,-40.917228202,40.917228202,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,8.155480513,51.450800319,43.295319806,-43.295319806,43.295319806,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,8.155480513,49.072708715,40.917228202,-40.917228202,40.917228202,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,heater,E0_bulk,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,0,136.149150113,136.149150113,-446.636208613,136.149150113,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,lower_leg,heater,E1_wall_shell,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,0,162.01536734,162.01536734,-472.50242584,162.01536734,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,ambient_wall,E0_bulk,diagnostic_passive_external_hA_candidate,24.559901843,163.978207038,139.418305195,-139.418305195,139.418305195,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,ambient_wall,E1_wall_shell,diagnostic_passive_external_hA_candidate,24.559901843,157.237677016,132.677775173,-132.677775173,132.677775173,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,ambient_wall,E2_low_dimensional_blend,diagnostic_passive_external_hA_candidate,24.559901843,157.237677016,132.677775173,-132.677775173,132.677775173,passive external hA diagnostic
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,test_section,E0_bulk,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,16.76868551,48.635882355,31.867196845,-31.867196845,31.867196845,source_or_sink_role; do not fit passive hA to absorb this residual
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,upcomer,test_section,E1_wall_shell,source_or_sink_role_document_only_keep_separate_from_passive_hA_fit,16.76868551,46.038896228,29.270210718,-29.270210718,29.270210718,source_or_sink_role; do not fit passive hA to absorb this residual
