row_id,case_key,source_family,span,role,Re,Ri,Pr,Gz,RAF,RMF,SVF,abs_delta_T_wall_bulk_K,w_recirc_dry,exchange_proxy_K,regime_classification,dry_score_use,fit_allowed_now,admission_allowed_now,blockers,source_path
PM10-salt2_lo10q,salt2_lo10q,PM10_matched_plane,upcomer_aggregate,terminal_diagnostic_holdout,,217.4345548,,,0.7944465671,0.5000715431,0.7447560289,3.303203771,1,3.303203771,recirculation_diagnostic,diagnostic_severity_only,false,false,ordinary_anchor_absent;near_onset_anchor_absent;split_score_missing,work_products/2026-07/2026-07-20/2026-07-20_pm10_upcomer_anchor_admission/pm10_upcomer_anchor_classification.csv
PM10-salt2_hi10q,salt2_hi10q,PM10_matched_plane,upcomer_aggregate,terminal_diagnostic_holdout,,248.2740557,,,0.7813144941,0.500075367,0.7605464991,2.82610121,1,2.82610121,recirculation_diagnostic,diagnostic_severity_only,false,false,ordinary_anchor_absent;near_onset_anchor_absent;split_score_missing,work_products/2026-07/2026-07-20/2026-07-20_pm10_upcomer_anchor_admission/pm10_upcomer_anchor_classification.csv
PM10-salt4_lo10q,salt4_lo10q,PM10_matched_plane,upcomer_aggregate,terminal_diagnostic_holdout,,117.9248474,,,0.7773255016,0.5000774656,0.7658690809,2.834476017,1,2.834476017,recirculation_diagnostic,diagnostic_severity_only,false,false,ordinary_anchor_absent;near_onset_anchor_absent;split_score_missing,work_products/2026-07/2026-07-20/2026-07-20_pm10_upcomer_anchor_admission/pm10_upcomer_anchor_classification.csv
PM10-salt4_hi10q,salt4_hi10q,PM10_matched_plane,upcomer_aggregate,terminal_diagnostic_holdout,,245.0185386,,,0.7718036567,0.5001069481,0.7631509509,2.618582409,1,2.618582409,recirculation_diagnostic,diagnostic_severity_only,false,false,ordinary_anchor_absent;near_onset_anchor_absent;split_score_missing,work_products/2026-07/2026-07-20/2026-07-20_pm10_upcomer_anchor_admission/pm10_upcomer_anchor_classification.csv
PM5-salt2_hi5q-left_lower_leg,salt2_hi5q,PM5_feature_scorecard,left_lower_leg,holdout,94.87281344,54.20195191,23.64280394,47.57304528,0.6096763649,0.4999936722,0.07839203064,6.238585754,1,6.238585754,recirculation_diagnostic,diagnostic_severity_only,false,false,holdout_recirculating;ordinary_anchor_absent;split_score_missing,work_products/2026-07/2026-07-17/2026-07-17_predict_salt2_pm5_holdout_extraction_repair/salt2_pm5_holdout_metrics.csv
PM5-salt2_hi5q-test_section_span,salt2_hi5q,PM5_feature_scorecard,test_section_span,holdout,100.0030491,78.04208245,23.31936116,49.45954109,0.3748113482,0.4999916556,0.001266755619,6.438456805,1,6.438456805,recirculation_diagnostic,diagnostic_severity_only,false,false,holdout_recirculating;ordinary_anchor_absent;split_score_missing,work_products/2026-07/2026-07-17/2026-07-17_predict_salt2_pm5_holdout_extraction_repair/salt2_pm5_holdout_metrics.csv
PM5-salt2_hi5q-left_upper_leg,salt2_hi5q,PM5_feature_scorecard,left_upper_leg,holdout,98.26301912,108.7458056,22.02798319,45.90764686,0.785845516,0.5000672828,0.7572863617,2.931442697,1,2.931442697,recirculation_diagnostic,diagnostic_severity_only,false,false,holdout_recirculating;ordinary_anchor_absent;split_score_missing,work_products/2026-07/2026-07-17/2026-07-17_predict_salt2_pm5_holdout_extraction_repair/salt2_pm5_holdout_metrics.csv
PM5-salt2_lo5q-left_lower_leg,salt2_lo5q,PM5_feature_scorecard,left_lower_leg,holdout,83.1101106,70.00886497,25.146137,44.3246515,0.6177451405,0.5000044571,0.07456212539,6.266794552,1,6.266794552,recirculation_diagnostic,diagnostic_severity_only,false,false,holdout_recirculating;ordinary_anchor_absent;split_score_missing,work_products/2026-07/2026-07-17/2026-07-17_predict_salt2_pm5_holdout_extraction_repair/salt2_pm5_holdout_metrics.csv
PM5-salt2_lo5q-test_section_span,salt2_lo5q,PM5_feature_scorecard,test_section_span,holdout,87.454516,45.11688157,24.79003436,45.98112169,0.3692928784,0.5000060995,0.001000505845,6.349001557,1,6.349001557,recirculation_diagnostic,diagnostic_severity_only,false,false,holdout_recirculating;ordinary_anchor_absent;split_score_missing,work_products/2026-07/2026-07-17/2026-07-17_predict_salt2_pm5_holdout_extraction_repair/salt2_pm5_holdout_metrics.csv
PM5-salt2_lo5q-left_upper_leg,salt2_lo5q,PM5_feature_scorecard,left_upper_leg,holdout,85.86111594,23.79729264,23.39390824,42.60097148,0.7901396438,0.5000621677,0.7514234306,3.107861057,1,3.107861057,recirculation_diagnostic,diagnostic_severity_only,false,false,holdout_recirculating;ordinary_anchor_absent;split_score_missing,work_products/2026-07/2026-07-17/2026-07-17_predict_salt2_pm5_holdout_extraction_repair/salt2_pm5_holdout_metrics.csv
