case_id,case_key,split_role,time_window_s,admission_caveat,source_id,time_s,harvest_package,harvest_task,harvest_job_id,harvest_package_path,harvest_station_csv,harvest_summary_json,native_case_path,native_case_exists_at_harvest,loop_order_index,branch_flow_index,station_label,station_suffix,source_station_index,cfd_span,physical_location_label,loop_region,one_d_parent_segment,one_d_component_segments,one_d_role,flow_order_note,cfd_span_length_m_reference,one_d_component_length_m,length_basis_note,face_count,mean_p_Pa,mean_p_rgh_Pa,mean_un_m_s,mean_rho_kg_m3,reverse_area_fraction_proxy,relative_p_from_case_loop_start_Pa,relative_p_rgh_from_case_loop_start_Pa,relative_p_from_branch_start_Pa,relative_p_rgh_from_branch_start_Pa,delta_from_previous_case_loop_p_Pa,delta_from_previous_case_loop_p_rgh_Pa,admission_status,fit_eligible,blockers,mapping_status,plane_file,source_path,canonical_split_role,pressure_model_use,runtime_pressure_allowed
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,0,0,lower_leg__s04,s04,4,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,3142,-458.7725175,-5.279157191,3.54569879e-05,1975.416236,0.2374283896,0.0,0.0,0.0,0.0,,,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_lower_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,1,1,lower_leg__s03,s03,3,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,3808,-9855.98677,-1.780215037,0.0003684755151,1973.077627,0.2830882353,-9397.2142525,3.4989421540000003,-9397.2142525,3.4989421540000003,-9397.2142525,3.4989421540000003,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_lower_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,2,2,lower_leg__s02,s02,2,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,1372,-6914.577921,3.821474275,0.001267552049,1972.137986,0.4198250729,-6455.8054035000005,9.100631466,-6455.8054035000005,9.100631466,2941.4088489999995,5.6016893119999995,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_lower_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,3,3,lower_leg__s01,s01,1,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,1192,-7155.12497,4.006055462,0.0002453029918,1970.471329,0.4882550336,-6696.3524525,9.285212653,-6696.3524525,9.285212653,-240.5470489999998,0.18458118700000004,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_lower_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,4,4,lower_leg__s00,s00,0,lower_leg,heater / bottom heated incline,heater,heated_incline,heated_incline,heater,CFD span lower_leg is the heater; actual flow is s04 -> s00.,0.357,0.9144,CFD mesh PCA span length differs from Fluid 1D physical 36 in heated_incline length.,1380,-7597.045755,-5.635854868,-0.0008165107342,1968.023544,0.5405797101,-7138.2732375000005,-0.35669767699999966,-7138.2732375000005,-0.35669767699999966,-441.92078500000025,-9.64191033,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_lower_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,5,0,left_lower_leg__s00,s00,10,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-943.8081996,-7.717691341,0.0004814017807,1972.609278,0.6423611111,-485.0356821,-2.4385341499999997,0.0,0.0,6653.2375554,-2.081836473,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_left_lower_leg__s00.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,6,1,left_lower_leg__s01,s01,11,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-2134.143986,-7.96019583,0.000420958865,1972.144988,0.6527777778,-1675.3714685,-2.6810386389999996,-1190.3357864,-0.24250448899999988,-1190.3357864,-0.24250448899999988,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_left_lower_leg__s01.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,7,2,left_lower_leg__s02,s02,12,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-3313.35387,-8.071732066,0.0003502590436,1971.978447,0.6597222222,-2854.5813525,-2.792574874999999,-2369.5456704,-0.35404072499999906,-1179.2098839999999,-0.11153623599999918,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_left_lower_leg__s02.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,8,3,left_lower_leg__s03,s03,13,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-4492.489341,-8.236861972,0.000346785157,1971.843256,0.6579861111,-4033.7168235000004,-2.9577047809999994,-3548.6811414000003,-0.5191706309999997,-1179.1354710000005,-0.16512990600000066,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_left_lower_leg__s03.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
salt_1,salt1_hi10q,training_perturbation,4987-5587,Salt1 +10%Q training candidate with documented conflict-resolution caveat; pressure ladder diagnostic until gates admit,viscosity_screening_salt_test_1_jin_coarse_mesh,5587,AGENT-447_expanded_salt_pressure_ladder_8pm_sbatch,AGENT-447,3297863,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/summary.json,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,true,9,4,left_lower_leg__s04,s04,14,left_lower_leg,lower upcomer below test section,upcomer,left_lower_vertical,left_lower_vertical,upcomer,Upcomer-side ladder is reported in increasing station order along the loop path.,0.121,0.364236,CFD mesh PCA span and Fluid 1D left_lower_vertical lengths use different geometric bases.,1152,-5682.463482,-8.55994987,0.0003504179518,1971.687727,0.6545138889,-5223.6909645000005,-3.280792679,-4738.6552824,-0.8422585290000004,-1189.9741409999997,-0.3230878980000007,diagnostic_station_pressure_ladder_not_fit_admitted,no,coarse_only_no_mesh_gci;orientation_straight_loss_recirc_admission_pending,label_locked_reference_mapping,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_hi10q/postProcessing/agent447PressureLadderSurfaces/5587/plane_left_lower_leg__s04.xy,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,training_support,diagnostic_target_only_not_fit_admitted,false
