source_id,case_id,mesh_level,quantity,monitor,time_window_start_s,time_window_end_s,n_samples,mean_value,last_value,std_value,relative_std,drift_fraction,amplitude_fraction,series_verdict,units,source_file
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_left_04_test_section,1824.0,2432.0,609,-0.013156767446929393,-0.01316158445,4.463149051944565e-06,0.0003392283910122773,0.0011105390449467707,0.001399487379728359,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_lower_05_straight,1824.0,2432.0,609,-0.013156758758587848,-0.01316159621,4.45376575866663e-06,0.00033851542316678195,0.0011086416345186454,0.0013955184811772494,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_right_02_middle,1824.0,2432.0,609,-0.013156841734236454,-0.01316157834,4.447225519896904e-06,0.00033801619033878234,0.0011053512143268478,0.0013960630044066078,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_right_02_middle/0/surfaceFieldValue.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,mdot,mdot_pipeleg_upper_05_cooler,1824.0,2432.0,609,-0.013156857684302135,-0.01316166352,4.454599318953554e-06,0.0003385762334625294,0.0011082721718797932,0.0013971786000188595,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/0/surfaceFieldValue.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_gross_duty_w,wallHeatFlux,2384.0,2432.0,49,486.82280131216487,486.83075409439994,0.009129424206393892,1.8753074387203653e-05,1.603141753572175e-05,6.454767086797938e-05,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_heat_in_w,wallHeatFlux,2384.0,2432.0,49,243.59726848816328,243.59637937000002,0.0005204652194987583,2.136580687989317e-06,7.2486207386505204e-06,7.282963437956166e-06,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_heat_out_w,wallHeatFlux,2384.0,2432.0,49,-243.22553282400165,-243.2343747244,0.00901814866344936,3.7077310752464896e-05,2.4827637589770637e-05,0.00012308410882073397,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_2_jin_coarse_mesh_external_20260707,salt_test_2_jin,coarse,wall_net_q_w,wallHeatFlux,2384.0,2432.0,49,0.37173566416162585,0.3620046456000239,0.00893584872191959,0.02403817976968279,0.011494649508349093,0.0765358847510046,quasi_stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_2_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,mdot,mdot_pipeleg_left_04_test_section,1563.0,2083.0,521,-0.017042989522859885,-0.01698467657,4.028098881490651e-05,0.0023634931395620073,7.495968951209865e-05,0.012516978885298373,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/mdot_pipeleg_left_04_test_section/0/surfaceFieldValue.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,mdot,mdot_pipeleg_lower_05_straight,1563.0,2083.0,521,-0.01704299999915547,-0.01698523877,4.044705448236176e-05,0.0023732356090105044,7.39164576339908e-05,0.012572424456411374,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/mdot_pipeleg_lower_05_straight/0/surfaceFieldValue.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,mdot,mdot_pipeleg_right_02_middle,1563.0,2083.0,521,-0.01704314097497121,-0.01698545968,4.0396377334269425e-05,0.0023702425153669577,7.665896945417229e-05,0.012559093439075566,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/mdot_pipeleg_right_02_middle/0/surfaceFieldValue.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,mdot,mdot_pipeleg_upper_05_cooler,1563.0,2083.0,521,-0.017043107929923224,-0.01698518972,4.040595327349583e-05,0.002370808976838877,7.943476731439167e-05,0.012582956751888889,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/0/surfaceFieldValue.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,wall_gross_duty_w,wallHeatFlux,2035.0,2083.0,49,620.8987813613733,620.81290161528,0.04213330036527018,6.785856508348968e-05,9.089370824688808e-05,0.0002394316680956081,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,wall_heat_in_w,wallHeatFlux,2035.0,2083.0,49,310.5905367897959,310.5926558,0.002966997358512796,9.552761617205439e-06,9.347644091099834e-07,3.389897228965313e-05,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,wall_heat_out_w,wallHeatFlux,2035.0,2083.0,49,-310.30824457157735,-310.22024581528,0.04104342523556433,0.00013226662827547605,0.0001809344891300158,0.0004755565909756533,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_4_jin_coarse_mesh_external_20260707,salt_test_4_jin,coarse,wall_net_q_w,wallHeatFlux,2035.0,2083.0,49,0.2822922182185721,0.37240998471997955,0.040143700092464624,0.14220618742448762,0.19786282128948235,0.5191826524472525,drifting_or_oscillatory,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/coarse/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing/wallHeatFlux/1/wallHeatFlux.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,mdot,mdot_pipeleg_left_04_test_section,500.0,518.93359375,20,-0.012966881579,-0.01296688147,3.49226287591979e-10,2.6932172200720535e-08,4.669725984699306e-08,9.639943048191658e-08,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/mdot_pipeleg_left_04_test_section/441/surfaceFieldValue.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,mdot,mdot_pipeleg_lower_05_straight,500.0,518.93359375,20,-0.0129668811945,-0.01296688128,2.461803202628175e-10,1.8985314708307557e-08,3.486950254637317e-08,6.940759203184234e-08,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/mdot_pipeleg_lower_05_straight/441/surfaceFieldValue.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,mdot,mdot_pipeleg_right_02_middle,500.0,518.93359375,20,-0.0129668813545,-0.01296688131,5.258089015691933e-11,4.055014364627603e-09,1.1394361607964699e-09,1.3881518315351296e-08,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/mdot_pipeleg_right_02_middle/441/surfaceFieldValue.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,mdot,mdot_pipeleg_upper_05_cooler,500.0,518.93359375,20,-0.012966881352500001,-0.01296688146,5.136876491656162e-11,3.961535817296406e-09,1.2146357850733507e-09,1.4652713705252452e-08,stationary,kg/s,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/mdot_pipeleg_upper_05_cooler/441/surfaceFieldValue.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,wall_gross_duty_w,wallHeatFlux,500.0,518.9335938,20,488.7976334704801,488.7976334704801,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/wallHeatFlux/442/wallHeatFlux.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,wall_heat_in_w,wallHeatFlux,500.0,518.9335938,20,243.73575295999999,243.73575295999999,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/wallHeatFlux/442/wallHeatFlux.dat
salt_test_2_jin_medium_mesh_external_20260707,salt_test_2_jin,medium,wall_heat_out_w,wallHeatFlux,500.0,518.9335938,20,-245.06188051047994,-245.06188051047994,0.0,0.0,0.0,0.0,stationary,W,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh/postProcessing/wallHeatFlux/442/wallHeatFlux.dat
