case_id,source_id,one_d_segment,fluid_parent_segment,model_source_W,model_cooler_loss_W,model_external_loss_W,model_total_loss_W,model_net_to_fluid_W,cfd_realized_source_W,cfd_realized_loss_W,cfd_realized_net_to_fluid_W,model_minus_cfd_realized_net_W,evidence_class,admissibility_status,source_paths,notes,diagnostic_runtime_input,predictive_status
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,heated_incline,236.850956221,0.0,0.0,0.0,236.850956221,243.51909758,6.668141359,236.850956221,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,left_upper_vertical,0.0,0.0,25.760341231,25.760341231,-25.760341231,0.0,25.760341231,-25.760341231,-0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,cooling_branch,cooled_incline_hx_active,0.0,148.718686808,0.0,148.718686808,-148.718686808,0.0,148.718686808,-148.718686808,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,downcomer,right_vertical,0.0,0.0,23.117313813,23.117313813,-23.117313813,0.0,23.117313813,-23.117313813,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,junction,top_horizontal_exit,0.0,0.0,39.128349537,39.128349537,-39.128349537,0.0,39.128349537,-39.128349537,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_leg,heated_incline,265.828111554,0.0,0.0,0.0,265.828111554,273.15537485,7.327263296,265.828111554,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upcomer,left_upper_vertical,0.0,0.0,32.618906683,32.618906683,-32.618906683,0.0,32.618906683,-32.618906683,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,cooling_branch,cooled_incline_hx_active,0.0,164.340347847,0.0,164.340347847,-164.340347847,0.0,164.340347847,-164.340347847,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,downcomer,right_vertical,0.0,0.0,25.347860491,25.347860491,-25.347860491,0.0,25.347860491,-25.347860491,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction,top_horizontal_exit,0.0,0.0,43.234690515,43.234690515,-43.234690515,0.0,43.234690515,-43.234690515,0.0,diagnostic_realized_wallflux,diagnostic_only_not_predictive,work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/fixed_mdot_parity_results.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/section_heat_balance.csv;work_products/2026-07/2026-07-13/2026-07-13_patch_boundary_fixed_mdot_1d_parity/parity_decision_table.csv,Fixed-Q diagnostic from realized CFD wallHeatFlux; not a predictive runtime input.,realized_CFD_wallHeatFlux,not_predictive_runtime_leakage_diagnostic
