source_id,runtime_root,extract_case_root,object_name,target_type,target_name,field_name,operation,selection,faces,area,time_s,value_kind,x,y,z,scalar,raw_value
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_01_upper,patch,pipeleg_left_01_upper,wallShearStress,areaAverage,patch(pipeleg_left_01_upper),15168,2.469941388e-02,6744.0,vector,-0.0003377362011,-0.05221399887,-6.126958364e-09,,(-3.377362011e-04 -5.221399887e-02 -6.126958364e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_01_upper,patch,pipeleg_left_01_upper,wallShearStress,areaAverage,patch(pipeleg_left_01_upper),15168,2.469941388e-02,6745.0,vector,-0.0003377425401,-0.05221046261,-6.218704047e-09,,(-3.377425401e-04 -5.221046261e-02 -6.218704047e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_01_upper,patch,pipeleg_left_01_upper,wallShearStress,areaAverage,patch(pipeleg_left_01_upper),15168,2.469941388e-02,6746.0,vector,-0.0003377267974,-0.05220526241,-5.942541412e-09,,(-3.377267974e-04 -5.220526241e-02 -5.942541412e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_01_upper,patch,pipeleg_left_01_upper,wallShearStress,areaAverage,patch(pipeleg_left_01_upper),15168,2.469941388e-02,6747.0,vector,-0.0003377025523,-0.05220258114,-5.775340251e-09,,(-3.377025523e-04 -5.220258114e-02 -5.775340251e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_01_upper,patch,pipeleg_left_01_upper,wallShearStress,areaAverage,patch(pipeleg_left_01_upper),15168,2.469941388e-02,6748.0,vector,-0.0003376868786,-0.05220220049,-5.615618791e-09,,(-3.376868786e-04 -5.220220049e-02 -5.615618791e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_02_connector,patch,pipeleg_left_02_connector,wallShearStress,areaAverage,patch(pipeleg_left_02_connector),96,1.585875027e-04,6744.0,vector,0.008154665998,-0.02021255779,4.087963542e-09,,(8.154665998e-03 -2.021255779e-02 4.087963542e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_02_connector,patch,pipeleg_left_02_connector,wallShearStress,areaAverage,patch(pipeleg_left_02_connector),96,1.585875027e-04,6745.0,vector,0.008154778581,-0.02020970604,4.821828125e-09,,(8.154778581e-03 -2.020970604e-02 4.821828125e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_02_connector,patch,pipeleg_left_02_connector,wallShearStress,areaAverage,patch(pipeleg_left_02_connector),96,1.585875027e-04,6746.0,vector,0.008154959065,-0.02020739129,4.50403125e-09,,(8.154959065e-03 -2.020739129e-02 4.504031250e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_02_connector,patch,pipeleg_left_02_connector,wallShearStress,areaAverage,patch(pipeleg_left_02_connector),96,1.585875027e-04,6747.0,vector,0.008154973211,-0.02020641966,4.898872917e-09,,(8.154973211e-03 -2.020641966e-02 4.898872917e-09)
val_salt_test_2_coarse_mesh_laminar,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/salt2/2026-06-01_continuation_candidate/case_stage/val_salt_test_2_coarse_mesh_laminar_continuation,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/tmp_extract/ethan_streamwise_friction/val_salt_test_2_coarse_mesh_laminar,wallShearStress_areaAverage_pipeleg_left_02_connector,patch,pipeleg_left_02_connector,wallShearStress,areaAverage,patch(pipeleg_left_02_connector),96,1.585875027e-04,6748.0,vector,0.008154990826,-0.02020583347,5.222747917e-09,,(8.154990826e-03 -2.020583347e-02 5.222747917e-09)
