source_id,case_label,family,span_name,span_kind,time_s,mdot_mean_abs_kg_s,cp_bulk_j_kg_k,stored_t_bulk_in_k,stored_t_bulk_out_k,t_bulk_in_k,t_bulk_out_k,enthalpy_change_w,wall_heat_total_w,enthalpy_minus_wall_heat_w,bulk_temperature_method
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,left_lower_leg,main_loop_leg,8598.0,0.013690592326666678,1423.47,460.34905673104095,460.1189788913561,460.34905673104095,460.1189788913561,-4.4837908668815665,-7.956415400738498,3.4726245338569317,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,left_upper_leg,main_loop_leg,8598.0,0.01369059232666668,1423.47,459.61042360140266,459.39997926775857,459.61042360140266,459.39997926775857,-4.10117020601759,-9.269175865841035,5.168005659823445,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,lower_leg,main_loop_leg,8598.0,0.013690572110000014,1423.47,458.9260844151851,451.30394383674354,458.9260844151851,451.30394383674354,-148.54118019914895,238.25263656935348,-386.79381676850244,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,right_leg,main_loop_leg,8598.0,0.013690559070000032,1423.47,459.4592328122028,449.69192268018037,459.4592328122028,449.69192268018037,-190.3463177498189,-22.211295396057242,-168.13502235376166,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,test_section_span,test_section_leg,8598.0,0.013690643040000004,1423.47,459.61042360140266,460.1189788913561,459.61042360140266,460.1189788913561,9.91083719384082,-9.484898348343854,19.395735542184674,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,upper_leg,main_loop_leg,8598.0,0.01369064579999999,1423.47,451.29574511832703,458.9259556983835,451.29574511832703,458.9259556983835,148.69924972316687,-148.211712496942,296.9109622201089,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,left_lower_leg,main_loop_leg,8599.0,0.013690507816666657,1423.47,460.3487833221747,460.11921799310886,460.3487833221747,460.11921799310886,-4.473775368240641,-7.9564190661463,3.482643697905659,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,left_upper_leg,main_loop_leg,8599.0,0.013690507816666656,1423.47,459.61042642315317,459.40044127514363,459.61042642315317,459.40044127514363,-4.092196267982446,-9.269178407400974,5.176982139418527,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,lower_leg,main_loop_leg,8599.0,0.013690541540000002,1423.47,458.926163778768,451.3036965758301,458.926163778768,451.3036965758301,-148.54721380079545,238.25267610758158,-386.79988990837705,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,right_leg,main_loop_leg,8599.0,0.013690378219999983,1423.47,459.45928969821045,449.69366684775815,459.45928969821045,449.69366684775815,-190.31092182893093,-22.211287823719395,-168.09963400521153,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,test_section_span,test_section_leg,8599.0,0.013690597490000008,1423.47,459.61042642315317,460.11921799310886,459.61042642315317,460.11921799310886,9.915408880856592,-9.484909204206977,19.400318085063567,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config
