source_id,family,span_name,landmark_name,landmark_role,time_s,distance_from_wall_m,distance_over_dh,u_tangent_abs_m_s,u_over_ucore,t_k,theta_norm
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,4.5002250891229754e-10,2.2121362758047262e-08,6.84386379e-17,3.1189563306861224e-15,462.550226,-2.362551046378856
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00017249640343607216,0.008479254791256394,0.0044531036,0.20294143908467766,462.684687,-2.420405094512685
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00034499283321479243,0.016958510877415296,0.00857022094,0.39057096512132317,462.82367,-2.480204807230755
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0005174891867269365,0.025437763214604836,0.0126850638,0.5780968362049671,462.98554,-2.5498520266581357
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0006899856070485898,0.03391701883589097,0.0166587173,0.75918827986998,463.185145,-2.635735348050598
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0008624819794747315,0.042396272102819335,0.0204454413,0.9317607791885422,463.403864,-2.729842781089065
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.001034978390339412,0.05087552725923734,0.0241484841,1.1005196723847737,463.697002,-2.855970208089131
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0012074747595554075,0.05935478036836736,0.0276841698,1.2616515948734208,464.002806,-2.9875473890971587
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0013799711830871835,0.06783403614745068,0.0310399572,1.414585006128041,464.366065,-3.1438455251443904
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0015524675523032048,0.07631328925658197,0.0342562778,1.5611624922484388,464.76604,-3.315941321712387
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0017249639758349646,0.08479254503566451,0.0373590532,1.7025653791771274,465.159736,-3.4853354756611155
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0018974603450510018,0.09327179814479658,0.0400591135,1.8256153174038974,465.542382,-3.6499751860769027
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.002069956768582754,0.10175105392387873,0.0426741505,1.9447904859402139,465.92448,-3.814379110514801
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0022424531889044153,0.11023030954516526,0.0452224688,2.0609250809332025,466.288655,-3.9710713705689313
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0024149495581203486,0.11870956265429222,0.0472010615,2.1510955521300636,466.43329,-4.033302948884106
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0025874459816521843,0.12718881843337848,0.0489434068,2.2304995126766864,466.495594,-4.060110265614828
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0027599423414112127,0.13566807107764065,0.0506182522,2.306827298026291,466.578542,-4.09580000155765
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.002932438764943035,0.14414732685672627,0.0520236519,2.370875625491023,466.537472,-4.078128961204988
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.003104935134159007,0.15262657996585513,0.0528200135,2.407168239284193,466.175087,-3.9222068779765626
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0032774315576908153,0.16110583574494006,0.0531478099,2.4221069155689254,465.601084,-3.675232683295833
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0034499279269068,0.16958508885406956,0.0535182722,2.438990006339286,465.053061,-3.439436809247237
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.003622424347228405,0.1780643444753533,0.0539204882,2.457320209540236,464.524373,-3.2119601357152843
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.003794920719654594,0.186543597742284,0.0537937863,2.451546019620028,463.79998,-2.9002781796848085
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.003967417139976192,0.19502285336356742,0.0534716839,2.43686683618746,462.954409,-2.5364574038868093
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00413991351240239,0.20350210663049853,0.0526371926,2.3988365363027584,461.944715,-2.102020018500377
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.004312409932723979,0.21198136225178155,0.0517759512,2.3595871532173747,460.899758,-1.6524101496478145
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0044849063562558125,0.22046061803086767,0.0508914172,2.3192762556942794,459.751124,-1.158191552997786
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00465740271601484,0.2289398706751298,0.049865915,2.2725410096846193,458.853039,-0.7717757683593152
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.004829899139546666,0.2374191264542156,0.0487464043,2.221521511164824,458.120404,-0.456547556799587
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.005002395508762632,0.24589837956334412,0.0476268936,2.170502012645029,457.38777,-0.14131977550624078
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.005174891929084254,0.25437763518462875,0.046507383,2.119482518682537,456.655136,0.17390800578708093
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.005347388301510422,0.2628568884515584,0.0453969795,2.068878062892498,455.930509,0.48569064415120966
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.005519884721832038,0.2713361440728427,0.0441794303,2.0133906525379763,455.439893,0.6967862159469614
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.005692381094258214,0.2798153973397728,0.0429779702,1.958636471275088,454.972999,0.8976750086035427
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.005864877514579824,0.2882946529610568,0.0418362868,1.9066064955576831,454.580809,1.0664211813793667
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.006037373887006008,0.2967739062279872,0.0407104436,1.8552984058038993,454.245652,1.2106279715295991
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.0062098703073276106,0.30525316184927087,0.0396517008,1.8070482848202913,454.073685,1.2846195906268152
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.006382366676543606,0.31373241495840093,0.0386293421,1.7604562976411156,453.980761,1.3246016640071314
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.006554863090618471,0.32221167027261916,0.0374272436,1.7056730225537065,453.821736,1.3930247755746652
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.006727359510940103,0.3306909258939042,0.0364423371,1.6607878457359353,453.756938,1.4209051766647653
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.006899855883366262,0.3391701791608334,0.0354461289,1.6153876161666172,453.732394,1.4314656347708061
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.007072352303687886,0.3476494347821181,0.0344455395,1.5697877220233787,453.710827,1.440745189854456
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.007244848676114051,0.3561286880490476,0.0334449501,1.5241878278801404,453.68926,1.4500247449381063
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.007417345096435672,0.36460794367033217,0.032625885,1.4868605467232332,453.746831,1.4252538789984455
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.007589841465651647,0.3730871967794612,0.0317386438,1.4464262738841247,453.797669,1.4033799966159866
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.007762337889183457,0.3815664525585462,0.0309781341,1.4117675399270129,453.880231,1.3678563434970497
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.007934834259362497,0.39004570571501573,0.0301579682,1.374390091974942,453.947851,1.3387617306739126
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.008107330680968186,0.3985249613994201,0.0293368986,1.33697145967259,454.015244,1.3097647883197547
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.008279827051468248,0.40700421457166985,0.0285711649,1.3020746521890105,454.086988,1.2788957569328459
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.008452323463617007,0.4154834697912082,0.0278208337,1.2678797833523336,454.15294,1.2505188284366902
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.008624819834438094,0.42396272297923826,0.027188626,1.2390681607261693,454.220553,1.2214272274782516
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.008797316256043776,0.4324419786636423,0.0264429361,1.2050848100093996,454.296356,1.1888117448424727
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.00896981267764948,0.4409212343480474,0.0257973335,1.175662741158181,454.381146,1.152329458222057
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.009142309048470545,0.4494004875360764,0.0251517308,1.146240667749659,454.465937,1.1158467413352595
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.009314805470076244,0.45787974322048125,0.0245039007,1.1167170849665478,454.53672,1.0853911959424873
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.009487301840576296,0.46635899639273054,0.0238542001,1.0871082578244669,454.595741,1.0599964437473863
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.009659798262503013,0.47483825209291536,0.0232044994,1.0574994261250825,454.654762,1.0346016915522611
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.009832294633003068,0.4833175052651648,0.0225951904,1.029731366718774,454.715642,1.0084070741510245
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.010004791050825988,0.4917967607636229,0.0219241557,0.9991502799248906,454.766664,0.9864540227540851
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.010177287420380354,0.5002760138893859,0.0212850599,0.970024745687382,454.814803,0.9657414293395323
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.01034978384136137,0.5087552695430838,0.0206527183,0.9412070208320457,454.851597,0.9499102080408748
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.01052228021091574,0.517234522668847,0.0200203767,0.9123892959767093,454.88839,0.9340794170086237
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.010694776631575734,0.5257137783067646,0.0193880352,0.8835715756786764,454.925183,0.9182486259763726
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.010867273001354821,0.534193031443574,0.0187556936,0.8547538508233401,454.961977,0.9024174046777396
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_anchor_TW7,anchor,8598.0,0.011039769422111118,0.5426722870862255,0.0181235179,0.8259436865342443,454.998794,0.8865762872522964
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,4.499999765178453e-12,1.7608163180616768e-10,1.28575231e-17,4.895690869215648e-16,463.23335,-2.04065784450354
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00017250208843859816,0.006749877957168222,0.00162932483,0.06203893729125277,463.336686,-2.0781275246544277
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.00034500417511164496,0.013499755845251737,0.00455950992,0.17361004067293623,463.437587,-2.1147142727083983
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.000517506184881597,0.02024963072417456,0.00705368605,0.26857946216171913,463.55039,-2.155616691323978
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0006900082620977876,0.02699950824221835,0.0110289539,0.4199436274412007,463.681948,-2.203319681388324
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0008625103425241644,0.03374938588587433,0.0150279079,0.5722096776901276,463.804974,-2.247928964409188
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.001035012410283884,0.04049926303389347,0.0183330315,0.6980571158343309,463.953711,-2.3018610676123434
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0012075144357571838,0.04724913852727657,0.0217593071,0.8285175944185489,464.108496,-2.3579861783400147
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0013800165161834976,0.053999016170930086,0.0249611976,0.9504342805731187,464.251566,-2.4098634247903097
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0015525185933997715,0.06074889368897714,0.0280179692,1.0668253513494,464.399817,-2.463619304174523
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0017250206738261616,0.06749877133263364,0.0310123461,1.180840652230487,464.56049,-2.521879406354635
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0018975227510424908,0.07424864885068286,0.0336265404,1.2803799419158044,464.662172,-2.5587493453604164
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0020700247797258253,0.0809985244696722,0.0360646437,1.373214308000004,464.775609,-2.5998816526615975
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0022425268569420927,0.08774840198771901,0.0383665266,1.460861882170286,464.898276,-2.644360762120738
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0024150289341583796,0.09449827950576657,0.0406151757,1.546482501175357,464.913048,-2.649717095975238
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.002587531014584779,0.10124815714942342,0.0428490946,1.6315422461685294,464.891563,-2.6419266252966636
val_salt_test_2_coarse_mesh_laminar,salt,left_lower_leg,left_lower_leg_end_TP4,end,8598.0,0.0027600330306014466,0.10799803227277557,0.0447003344,1.7020309220596785,464.917311,-2.6512628616956304
