source_id,case_label,family,time_s,span_name,landmark_name,landmark_role,hydraulic_diameter_geom_m,delta99_u_m,delta99_t_m,delta99_u_over_dh,delta99_t_over_dh,delta99_t_over_delta99_u,shape_factor_u,profile_status
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_lower_leg,left_lower_leg_anchor_TW7,anchor,0.02034334474934594,0.0010097001985878854,4.5002250891229754e-10,0.049632949302515675,2.2121362758047262e-08,4.456991387559157e-07,2.3359937857038977,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_lower_leg,left_lower_leg_end_TP4,end,0.025556327022980427,0.0015177158952424802,4.499999765178453e-12,0.05938709008840509,1.7608163180616768e-10,2.9649816406907327e-09,2.910690094382983,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,0.02034334474934594,0.004328558451117536,3.5002892857644576e-10,0.21277516084255044,1.7206065811164096e-08,8.086501141877296e-08,2.994163246844312,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_lower_leg,left_lower_leg_start_TP3,start,nan,0.003271898906770548,nan,nan,nan,nan,2.843251852484004,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_upper_leg,left_upper_leg_anchor_TW8,anchor,0.022706509601626068,0.009972888044665519,1.001012070491365e-10,0.4392083248211489,4.4084805989718474e-09,1.003733387969601e-08,4.766634505047683,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_upper_leg,left_upper_leg_end_TP6,end,nan,0.0190333535978727,nan,nan,nan,nan,4.869043159913909,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_upper_leg,left_upper_leg_midpoint_midpoint,midpoint,0.02270650960162625,0.00995741440822613,5.000201799385446e-10,0.43852686224891985,2.2021005813360808e-08,5.021586522756976e-08,4.809087424638391,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_upper_leg,left_upper_leg_start_TP5,start,0.02537548773121182,0.0035740119966038136,4.499999766548003e-12,0.14084505623936375,1.7733648370482387e-10,1.2590891610951795e-09,3.0939449191331163,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,lower_leg_anchor_TW1,anchor,0.022660671370737438,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,lower_leg_anchor_TW2,anchor,0.022660671324776033,0.4385405519609561,7.071066434312949e-11,19.35249603490246,3.1204134833295084e-09,1.6124087961066133e-10,5.284770746736834,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,lower_leg_anchor_TW3,anchor,0.0210537426332994,0.15121491592947228,0.1368086779771359,7.182329458625804,6.498069267777316,0.9047300468754315,5.295506229794615,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,lower_leg_end_TP2,end,0.02082686107793599,0.01918476708278894,3.535533648931765e-10,0.9211549935920643,1.6975835368092576e-08,1.842885886325702e-08,4.415765687911602,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,lower_leg_midpoint_midpoint,midpoint,0.022660671324776033,0.4385405519688848,7.071066434312949e-11,19.35249603525235,3.1204134833295084e-09,1.6124087960774611e-10,5.284770746058455,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,lower_leg_start_TP1,start,0.020826860943534864,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,right_leg_anchor_TW4,anchor,0.022572942718664092,0.2197425335920943,0.1972139091851078,9.734775670626389,8.73673900842554,0.8974771791390822,8.224826593585702,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,right_leg_anchor_TW5,anchor,0.022572942718664224,0.4122662135951504,0.4015891288193832,18.263733653754944,17.79072998255265,0.9741014800057027,5.939148822563052,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,right_leg_anchor_TW6,anchor,0.022572942718664224,0.6174149240705349,0.6013450445077466,27.351990910783254,26.64008197790402,0.9739723175837058,16.1229600772002,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,right_leg_end_TP3,end,0.020064837725285247,0.7186078092976909,0.7059180851577997,35.814284627486316,35.181848705819235,0.9823412381890296,396.65909833977537,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,right_leg_midpoint_midpoint,midpoint,0.022572942718664224,0.4122665681780819,0.4015894741944373,18.26374936207157,17.790745282952713,0.9741014799457798,5.93914950842261,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,right_leg_start_TP2,start,0.02006483816963443,0.011173705054301339,0.009272397569685033,0.5568798990470462,0.46212172215361413,0.8298409099420078,3.3360707260158278,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,test_section_span,test_section_span_end_TP5,end,0.015192683359365885,0.001963322662029645,2.5002501942861337e-10,0.1292281696122699,1.6456936112900663e-08,1.273479007114105e-07,2.4348725187407028,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,test_section_span,test_section_span_midpoint_midpoint,midpoint,0.02202232181632152,0.0019007302208185258,3.5355335851468113e-12,0.08630925642952995,1.605431804436943e-10,1.8600922668679819e-09,2.571179032745914,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,test_section_span,test_section_span_start_TP4,start,0.015192683359365662,0.0010947912239367059,2.5002501942861337e-10,0.0720604252744998,1.64569361129009e-08,2.2837689411645146e-07,2.1778990381050707,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,upper_leg_anchor_TW10,anchor,0.022538145904568013,0.009542042631812209,0.0014801811105131493,0.4233730082419173,0.065674484351135,0.1551220391301098,2.4702078967856536,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,upper_leg_anchor_TW11,anchor,0.023478897116209197,0.009693192973866761,0.0018309592318731468,0.4128470313528842,0.07798318731969323,0.18889123912104985,2.472327058657308,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,upper_leg_anchor_TW9,anchor,0.02347889716530896,0.003477183673464458,5.830954521032149e-10,0.1480982538908233,2.4834873972051913e-08,1.6769187562710874e-07,2.46975509857941,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,upper_leg_end_TP1,end,nan,0.017924845614237,nan,nan,nan,nan,2.5724223683919925,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,upper_leg_midpoint_midpoint,midpoint,0.022538145904568013,0.009542041816217664,0.0014801815964373467,0.4233729720546219,0.0656745059112136,0.1551221033135307,2.470208455826478,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,upper_leg_start_TP6,start,nan,0.006732438668665447,nan,nan,nan,nan,2.452708989685691,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_lower_leg,left_lower_leg_anchor_TW7,anchor,0.02034334474934594,0.00100970135030593,4.5002250891229754e-10,0.04963300591651199,2.2121362758047262e-08,4.4569863036822214e-07,2.3359943482566203,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_lower_leg,left_lower_leg_end_TP4,end,0.025556327022980427,0.001517690943963298,4.499999765178453e-12,0.059386113763475475,1.7608163180616768e-10,2.965030385848619e-09,2.9106623261173707,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,0.02034334474934594,0.00432754268103417,3.5002892857644576e-10,0.21272522952123227,1.7206065811164096e-08,8.088399222738525e-08,2.994224807585502,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_lower_leg,left_lower_leg_start_TP3,start,nan,0.003271908074538095,nan,nan,nan,nan,2.843284718527626,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_upper_leg,left_upper_leg_anchor_TW8,anchor,0.022706509601626068,0.009972887542895999,1.001012070491365e-10,0.43920830272310174,4.4084805989718474e-09,1.0037334384708041e-08,4.7667376030426185,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_upper_leg,left_upper_leg_end_TP6,end,nan,0.019033435349195684,nan,nan,nan,nan,4.869475747883753,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_upper_leg,left_upper_leg_midpoint_midpoint,midpoint,0.02270650960162625,0.009957413573863995,5.000201799385446e-10,0.43852682550341604,2.2021005813360808e-08,5.021586943531067e-08,4.80920470151406,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_upper_leg,left_upper_leg_start_TP5,start,0.02537548773121182,0.003574009478776791,4.499999766548003e-12,0.14084495701656066,1.7733648370482387e-10,1.2590900481014206e-09,3.093926116317843,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,lower_leg_anchor_TW1,anchor,0.022660671370737438,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,lower_leg_anchor_TW2,anchor,0.022660671324776033,0.4383856107488054,7.071066434312949e-11,19.345658584681765,3.1204134833295084e-09,1.612978679257943e-10,5.290856030232424,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,lower_leg_anchor_TW3,anchor,0.0210537426332994,0.15122591848924954,0.13669887047203358,7.182852052635282,6.492853686537682,0.9039381068910574,5.292383781863076,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,lower_leg_end_TP2,end,0.02082686107793599,0.019185506006503636,3.535533648931765e-10,0.9211904729526809,1.6975835368092576e-08,1.8428149081568478e-08,4.340489787851859,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,lower_leg_midpoint_midpoint,midpoint,0.022660671324776033,0.438385610732037,7.071066434312949e-11,19.34565858394179,3.1204134833295084e-09,1.61297867931964e-10,5.290856029349588,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,lower_leg_start_TP1,start,0.020826860943534864,nan,nan,nan,nan,nan,nan,insufficient_samples
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,right_leg_anchor_TW4,anchor,0.022572942718664092,0.21975952524476308,0.1972125719424193,9.735528414868934,8.736679767470331,0.8974017018045908,8.220477224042895,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,right_leg_anchor_TW5,anchor,0.022572942718664224,0.41226620571027134,0.40158926006063905,18.26373330444829,17.790735796648647,0.9741018169771215,5.9392263587379075,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,right_leg_anchor_TW6,anchor,0.022572942718664224,0.6174149262697782,0.6013452341456644,27.35199100821155,26.640090379020357,0.9739726212626545,16.124821074964903,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,right_leg_end_TP3,end,0.020064837725285247,0.7186078092976909,0.7059790400917277,35.814284627486316,35.18488660399527,0.9824260618343329,396.65491199032647,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,right_leg_midpoint_midpoint,midpoint,0.022572942718664224,0.41226656029271475,0.401589605436832,18.263749012743297,17.790751097099157,0.9741018169208243,5.9392270489966315,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,right_leg_start_TP2,start,0.02006483816963443,0.011182619594367001,0.009437703537906496,0.5573241857136165,0.4703603118109996,0.8439617799983584,3.345907137545662,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,test_section_span,test_section_span_end_TP5,end,0.015192683359365885,0.0019633184274233458,2.5002501942861337e-10,0.12922789088558292,1.6456936112900663e-08,1.273481753832187e-07,2.4348612139688632,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,test_section_span,test_section_span_midpoint_midpoint,midpoint,0.02202232181632152,0.00190071830793158,3.5355335851468113e-12,0.08630871548352775,1.605431804436943e-10,1.860103925128331e-09,2.5711771934545253,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,test_section_span,test_section_span_start_TP4,start,0.015192683359365662,0.0010946769665128335,2.5002501942861337e-10,0.07205290471863947,1.64569361129009e-08,2.2840073106231945e-07,2.177879358940219,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,upper_leg,upper_leg_anchor_TW10,anchor,0.022538145904568013,0.009542019708016226,0.0014801784596020877,0.4233719911309234,0.0656743667322735,0.1551221339816133,2.470187864636339,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,upper_leg,upper_leg_anchor_TW11,anchor,0.023478897116209197,0.009693217087088065,0.001830985083627537,0.41284805836966376,0.07798428838309762,0.18889343622217197,2.4723187626699707,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,upper_leg,upper_leg_anchor_TW9,anchor,0.02347889716530896,0.0034770936351817055,5.830954521032149e-10,0.1480944190308587,2.4834873972051913e-08,1.6769621795725487e-07,2.469756837138293,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,upper_leg,upper_leg_end_TP1,end,nan,0.0179292796210046,nan,nan,nan,nan,2.5736084939834947,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,upper_leg,upper_leg_midpoint_midpoint,midpoint,0.022538145904568013,0.009542018905601801,0.0014801790873860462,0.4233719555284196,0.06567439458655934,0.15512221281778035,2.4701884236217593,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,upper_leg,upper_leg_start_TP6,start,nan,0.006731169403615569,nan,nan,nan,nan,2.452881338593792,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_lower_leg,left_lower_leg_anchor_TW7,anchor,0.02034334474934594,0.0010097112121237328,4.5002250891229754e-10,0.04963349068526188,2.2121362758047262e-08,4.456942772436507e-07,2.336019719009181,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_lower_leg,left_lower_leg_end_TP4,end,0.025556327022980427,0.0015176797870046924,4.499999765178453e-12,0.059385677200013295,1.7608163180616768e-10,2.965052182753054e-09,2.9106381343613914,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_lower_leg,left_lower_leg_midpoint_midpoint,midpoint,0.02034334474934594,0.004326742049616765,3.5002892857644576e-10,0.21268587358309773,1.7206065811164096e-08,8.089895920822205e-08,2.99426877535685,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_lower_leg,left_lower_leg_start_TP3,start,nan,0.0032719133335081156,nan,nan,nan,nan,2.8432575264184017,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_upper_leg,left_upper_leg_anchor_TW8,anchor,0.022706509601626068,0.00997288764047007,1.001012070491365e-10,0.43920830702028674,4.4084805989718474e-09,1.0037334286503426e-08,4.766825002856713,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_upper_leg,left_upper_leg_end_TP6,end,nan,0.01903338285407103,nan,nan,nan,nan,4.8696155283970795,no_thermal_contrast
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_upper_leg,left_upper_leg_midpoint_midpoint,midpoint,0.02270650960162625,0.009957413564475388,5.000201799385446e-10,0.4385268250899396,2.2021005813360808e-08,5.0215869482658014e-08,4.809302651894542,usable
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8600.0,left_upper_leg,left_upper_leg_start_TP5,start,0.02537548773121182,0.0035739975333386564,4.499999766548003e-12,0.14084448626942622,1.7733648370482387e-10,1.2590942563814027e-09,3.0939130380504736,usable
