source_id,case_label,family,time_s,span_name,theta_bin_count,wall_area_total_m2,wall_heat_integral_w,delta_t_wall_minus_bulk_integral_k_m2,h_area_ratio_signed_w_m2_k,nu_area_ratio_signed,bulk_temperature_method,mean_bulk_reweight_delta_k
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_lower_leg,1152,0.02130358786656804,-7.95641540073849,-0.07617119419236579,104.45438705667446,4.2058557432289065,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,left_upper_leg,1296,0.024858001379171626,-9.269175865841037,-0.07605162955589383,121.88004280734964,4.983304270598952,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,lower_leg,52,0.04882113144105287,213.0465829530034,0.860665323204955,247.53708231169136,10.062816244630707,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,right_leg,50,0.06343500109303013,-22.211295396057245,-0.3633865659392336,61.123050431565694,2.48733911819939,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,test_section_span,972,0.016409977216191793,-9.484898348343854,-0.057918160479015504,163.7638051674717,6.276756878613705,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8598.0,upper_leg,2382,0.062350196154249055,-148.21171249694225,-0.4633928293700643,319.8403235941762,13.116314916487662,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_lower_leg,1152,0.02130358786656804,-7.956419066146303,-0.07617113497381774,104.45451638446977,4.205860849890812,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,left_upper_leg,1296,0.024858001379171626,-9.269178407400977,-0.07605053244463691,121.88183447826262,4.98337754107202,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,lower_leg,52,0.04882113144105287,213.0465848777943,0.8609107840757024,247.46650735305514,10.05996506760167,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
val_salt_test_2_coarse_mesh_laminar,Salt 2 val,salt,8599.0,right_leg,50,0.06343500109303013,-22.21128782371939,-0.36338723127859157,61.12291768086661,2.4873337458572315,stored bulk temperature is exact for the requested rho*u*cp weighting because Cp is constant in the case_config,0.0
