case_id,qoi_label,unit,medium_terminal_value,fine_terminal_value,medium_minus_fine,medium_fine_relative_percent_vs_fine,medium_window_mean,fine_window_mean,medium_window_half_range,fine_window_half_range,medium_window_half_range_percent,fine_window_half_range_percent,mesh_delta_to_max_window_half_range_ratio,same_label_medium_fine_rows_exist,same_label_coarse_row_exists,formal_gci_status,admission_allowed
salt_2,Q_wall_W,W,22.8478687451,22.8422194526,0.0056492925000029,0.024731802055075143,22.8478687451,22.842219452599995,0.0,0.0,0.0,0.0,,True,False,blocked_missing_same_label_coarse_member,False
salt_2,mdot_exchange_positive_outward_proxy_kg_s,kg/s,1.49622488251e-05,7.65334993114e-06,7.308898893960001e-06,95.49934289848039,1.4962246961366665e-05,7.653350183886667e-06,1.7275000001784461e-12,2.0094099995038306e-12,1.1545724311712217e-05,2.62553001964268e-05,3637335.7830232433,True,False,blocked_missing_same_label_coarse_member,False
salt_2,tau_recirc_proxy_s,s,1145.45960306,1510.14829669,-364.68869363,24.149197428447152,1145.4597458800001,1510.1482468499999,0.00013237500002105662,0.0003964700000551602,1.155649659467936e-05,2.625371302435384e-05,919839.3159110688,True,False,blocked_missing_same_label_coarse_member,False
salt_2,wall_core_bulk_temperature_contrast_K,K,-0.1004064855,-0.0658842092374,-0.0345222762626,52.39840723929186,-0.10040648550000002,-0.0658842092374,0.0,0.0,0.0,0.0,,True,False,blocked_missing_same_label_coarse_member,False
salt_3,Q_wall_W,W,25.0788018906,24.9533073412,0.1254945494000026,0.5029174998089355,25.07880258056667,24.95335077513333,3.7475250000085225e-05,0.00041099980000147696,0.0001494299853859113,0.0016470754532922451,305.33968483573864,True,False,blocked_missing_same_label_coarse_member,False
salt_3,mdot_exchange_positive_outward_proxy_kg_s,kg/s,2.39956846835e-05,1.29999674138e-05,1.09957172697e-05,84.58265255363328,2.4001743242500002e-05,1.3011956589933333e-05,5.264870610000029e-08,6.462162579999993e-08,0.21940905956395895,0.4970906752535504,170.1553796206101,True,False,blocked_missing_same_label_coarse_member,False
salt_3,tau_recirc_proxy_s,s,710.418453975,884.63546155,-174.2170075749999,19.693649548001204,710.24201261,883.8365919526667,1.5559320305000028,4.383515049999971,0.21901627439350793,0.49551654218331526,39.743677297287036,True,False,blocked_missing_same_label_coarse_member,False
salt_3,wall_core_bulk_temperature_contrast_K,K,-0.109270675385,-0.0715350760441,-0.0377355993409,52.75118365378786,-0.10927553877466667,-0.07153562425256667,5.053283499999173e-06,3.3276416499999906e-05,0.004624555931584236,0.04651762231927402,1134.0042982362631,True,False,blocked_missing_same_label_coarse_member,False
salt_4,Q_wall_W,W,27.921527338,27.8257425756,0.095784762400001,0.344230750139956,27.92154124716667,27.825688667333335,0.00023273434999993015,0.0002663774000009056,0.0008335301546459053,0.0009573056290490094,359.58291656752925,True,False,blocked_missing_same_label_coarse_member,False
salt_4,mdot_exchange_positive_outward_proxy_kg_s,kg/s,3.6153262506e-05,1.89178579103e-05,1.72354045957e-05,91.10653371762577,3.62561400854e-05,1.8967431543966665e-05,2.4777731179999885e-07,3.1680587020000014e-07,0.6853525646789904,1.6746392308376115,54.403678141504315,True,False,blocked_missing_same_label_coarse_member,False
salt_4,tau_recirc_proxy_s,s,468.698019442,604.156819869,-135.45880042699997,22.421132390158512,467.3876473766666,602.688451429,3.1799072989999786,10.013681565000013,0.6784554589724446,1.6574639622823908,13.52737248011339,True,False,blocked_missing_same_label_coarse_member,False
salt_4,wall_core_bulk_temperature_contrast_K,K,-0.120803330011,-0.0790039027388,-0.04179942727220001,52.908053682355224,-0.12079549206899999,-0.07904729565046666,2.20076940000008e-05,5.602958840000144e-05,0.018217787537807808,0.0709200260463645,746.0241716178472,True,False,blocked_missing_same_label_coarse_member,False
