evidence_id,row_type,case_id,feature_or_span,reverse_area_fraction,reverse_mass_fraction,secondary_flow_intensity,energy_residual_status,missing_exchange_state,admission_use,scoreable_now,classification,source_paths
aggregate_salt_2_upcomer,aggregate_mainline_upcomer,salt_2,upcomer,0.837962963,0.5738234099,0.7805272007,present_diagnostic_or_partial,missing_V_recirc;missing_mdot_exchange;missing_tau_recirc;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_recirculation_guard,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt2/ethan_modern_runs_staged/salt_test_2_jin/viscosity_screening_salt_test_2_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
aggregate_salt_3_upcomer,aggregate_mainline_upcomer,salt_3,upcomer,0.8302469136,0.5743062811,0.7887477349,present_diagnostic_or_partial,missing_V_recirc;missing_mdot_exchange;missing_tau_recirc;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_recirculation_guard,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt3/ethan_modern_runs_staged/salt_test_3_jin/viscosity_screening_salt_test_3_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt3/ethan_modern_runs_staged/salt_test_3_jin/viscosity_screening_salt_test_3_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt3_jin/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
aggregate_salt_4_upcomer,aggregate_mainline_upcomer,salt_4,upcomer,0.8287037037,0.575355916,0.7931173731,present_diagnostic_or_partial,missing_V_recirc;missing_mdot_exchange;missing_tau_recirc;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_recirculation_guard,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/registry/salt4/ethan_modern_runs_staged/salt_test_4_jin/viscosity_screening_salt_test_4_jin_coarse_mesh;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/upcomer_onset_evidence_status.csv;work_products/2026-07/2026-07-08/2026-07-08_upcomer_onset/upcomer_onset_regime_table.csv;work_products/2026-07/2026-07-07/2026-07-07_upcomer_correlation_v2/upcomer_dataset.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_cfd_validity_diagnostics/cfd_single_stream_validity.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-004,matched_plane_upcomer,salt_2,upcomer_inlet,0.6197916667,0.4736619997,0.07945120764,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-005,matched_plane_upcomer,salt_2,upcomer_mid,0.3223938224,0.4622774807,0.0009772265829,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-006,matched_plane_upcomer,salt_2,upcomer_outlet,0.837962963,0.5738234099,0.7805272007,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-007,matched_plane_upcomer,salt_3,upcomer_inlet,0.5902777778,0.4724982372,0.08870576089,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-008,matched_plane_upcomer,salt_3,upcomer_mid,0.3281853282,0.4516796746,0.001779343706,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-009,matched_plane_upcomer,salt_3,upcomer_outlet,0.8302469136,0.5743062811,0.7887477349,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-010,matched_plane_upcomer,salt_4,upcomer_inlet,0.5416666667,0.4689926046,0.1053331387,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-011,matched_plane_upcomer,salt_4,upcomer_mid,0.3281853282,0.4477009019,0.003003115297,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-012,matched_plane_upcomer,salt_4,upcomer_outlet,0.8287037037,0.575355916,0.7931173731,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-013,matched_plane_upcomer,salt_2,upcomer_inlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-014,matched_plane_upcomer,salt_2,upcomer_mid,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-015,matched_plane_upcomer,salt_2,upcomer_outlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-016,matched_plane_upcomer,salt_2,upcomer_inlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-017,matched_plane_upcomer,salt_2,upcomer_mid,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-018,matched_plane_upcomer,salt_2,upcomer_outlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-019,matched_plane_upcomer,salt_4,upcomer_inlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-020,matched_plane_upcomer,salt_4,upcomer_mid,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-021,matched_plane_upcomer,salt_4,upcomer_outlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-022,matched_plane_upcomer,salt_4,upcomer_inlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-023,matched_plane_upcomer,salt_4,upcomer_mid,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-024,matched_plane_upcomer,salt_4,upcomer_outlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
MPRH-UP-025,matched_plane_upcomer,salt_4,upcomer_inlet,missing,missing,missing,present_diagnostic,missing;missing;missing;missing;missing_or_partial_no_same_window_pressure_residual;blocked_missing_same_qoi_UQ,false,false,diagnostic_plane_row_not_fit_candidate,work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
