candidate_id,contract_id,feature,endpoint_labels,field_name,field_class,current_availability,required_source,admission_effect,source_paths
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,p,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,p_rgh,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,U,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,rho,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,T,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,face_area,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,face_normal,required_raw_field,blocked_pending_terminal_harvest,future terminal staged-copy sampler,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,delta_p_static,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,delta_p_rgh,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,hydrostatic_correction,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,kinetic_correction,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,local_dynamic_pressure,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,RAF,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,RMF,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
CAND-001,ENDPOINT-CLR-001,corner_lower_right,lower_leg__s04;right_leg__s00,SVF,required_derived_field,blocked_pending_raw_fields,derive after raw fields are sampled on same retained window,none,work_products/2026-07/2026-07-20/2026-07-20_two_tap_nonrecirc_anchor_plan/endpoint_sampling_contract.csv
