source_id,span_name,streamwise_bin_index,time_sample_count,loop_s_mid_m,loop_s_fraction,streamwise_bin_length_m,mean_wall_heat_w,mean_wall_heat_abs_w,mean_wall_heat_per_length_w_m,mean_wall_heat_abs_per_length_w_m,mean_cumulative_wall_heat_w,mean_cumulative_wall_heat_abs_w,thermal_role_group,case_label
val_salt_test_2_coarse_mesh_laminar,lower_leg,69,5,0.6827312144224325,0.18511102548640934,0.009894655281484588,0.8600217447173979,0.8600217447173979,86.91780767003746,86.91780767003746,0.8600217447173979,0.8600217447173979,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,69,5,0.6827312144224325,0.18511102548640934,0.009894655281484588,-1.4240388733025426,1.4240388733025426,-143.92000860982805,143.92000860982805,-1.4240388733025426,1.4240388733025426,parasitic_loss,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,70,5,0.692625869703917,0.18779379397171964,0.009894655281484477,4.774275088050784,4.774275088050784,482.5105021076094,482.5105021076094,5.634296832768182,5.634296832768182,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,70,5,0.692625869703917,0.18779379397171964,0.009894655281484477,-0.9568998569742397,0.9568998569742397,-96.70876142242702,96.70876142242702,-2.380938730276782,2.380938730276782,parasitic_loss,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,71,5,0.7025205249854015,0.1904765624570299,0.009894655281484477,8.610331690498963,8.610331690498963,870.2002692919657,870.2002692919657,14.244628523267144,14.244628523267144,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,71,5,0.7025205249854015,0.1904765624570299,0.009894655281484477,-1.020610731385897,1.020610731385897,-103.14767946446099,103.14767946446099,-3.401549461662679,3.401549461662679,parasitic_loss,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,72,5,0.7124151802668861,0.19315933094234022,0.009894655281484588,10.077469460484457,10.077469460484457,1018.4760533640783,1018.4760533640783,24.322097983751604,24.322097983751604,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,73,5,0.7223098355483706,0.1958420994276505,0.009894655281484588,10.080195500936401,10.080195500936401,1018.7515597232584,1018.7515597232584,34.402293484688,34.402293484688,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,74,5,0.7322044908298552,0.19852486791296078,0.009894655281484477,10.08249942222579,10.08249942222579,1018.9844047516057,1018.9844047516057,44.48479290691379,44.48479290691379,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,75,5,0.7420991461113396,0.20120763639827105,0.009894655281484477,10.102525557571306,10.102525557571306,1021.0083393684074,1021.0083393684074,54.5873184644851,54.5873184644851,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,76,5,0.7519938013928242,0.20389040488358132,0.009894655281484588,10.070048197326226,10.070048197326226,1017.7260259051011,1017.7260259051011,64.65736666181132,64.65736666181132,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,77,5,0.7618884566743087,0.20657317336889164,0.009894655281484588,10.141910701059254,10.141910701059254,1024.9887856161442,1024.9887856161442,74.79927736287058,74.79927736287058,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,78,5,0.7717831119557933,0.20925594185420188,0.009894655281484477,10.074749840082324,10.074749840082324,1018.2011958450792,1018.2011958450792,84.8740272029529,84.8740272029529,intended_transfer,Salt 2 val
val_salt_test_2_coarse_mesh_laminar,lower_leg,79,5,0.7816777672372778,0.21193871033951214,0.009894655281484477,10.07683515161411,10.07683515161411,1018.4119471519683,1018.4119471519683,94.95086235456702,94.95086235456702,intended_transfer,Salt 2 val
