case_key,job_id,job_name,partition,job_state,job_elapsed,job_time_limit,job_exit_code,job_start,job_end,q_ratio,restart_time_s,target_end_time_s,control_end_time_s,latest_solver_time_s,advance_since_restart_s,advance_fraction_of_target,remaining_to_control_end_s,solver_log_has_end,convergence_monitor_triggered,fatal_error_count,warning_count,log_scan_scope,preflight_audit_rows,preflight_bad_ok_count,mdot_monitor,mdot_latest_kg_s,nominal_mdot_kg_s,mdot_moved_pct,expected_move_pct,moved_enough,mdot_direction_ok,late_window_drift_pct,late_window_amp_pct,plateau_like,needs_special_gate_scrutiny,scrutiny_reason,closure_fit_admissible_without_coordinator_review,recommendation,log_path
salt1_jin_lo10q_corrected,3275448,corr_saltq_g1,,,,,,,,0.9,3756.33125,9756.33125,30000.0,8016.746753246758,4260.415503246758,0.7100692505411265,21983.253246753244,False,False,0,0,tail_bytes:8000000,4,0,mdot_pipeleg_left_04_test_section,-0.01041081099,nan,nan,3.451061539437028,False,False,-5.475076086627595e-06,0.00010277774401302569,True,True,missing nominal mdot reference,False,hold_for_coordinator_review,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt1_jin_hi10q_corrected,3275448,corr_saltq_g1,,,,,,,,1.1,3756.33125,9756.33125,30000.0,5587.987951807229,1831.6567018072292,0.3052761169678716,24412.01204819277,False,False,0,0,tail_bytes:8000000,4,0,mdot_pipeleg_left_04_test_section,-0.01167147461,nan,nan,3.228011545636722,False,False,0.0002254215975610071,0.0006853467726618732,True,True,missing nominal mdot reference,False,hold_for_coordinator_review,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo10q_corrected,3275448,corr_saltq_g1,,,,,,,,0.9,7915.0,13915.0,30000.0,12382.779141,4467.779141000001,0.7446298568333335,17617.220859,False,False,0,0,tail_bytes:8000000,6,0,mdot_pipeleg_left_04_test_section,-0.0119760606,-0.0132,-9.272268181818184,3.451061539437028,True,True,0.00790593971384041,0.007967062303068723,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_lo5q_corrected,3275448,corr_saltq_g1,,,,,,,,0.95,7915.0,13915.0,13915.0,10275.910714286,2360.9107142859993,0.39348511904766653,3639.0892857140007,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.0126787539,-0.0132,-3.9488340909090844,1.6952427508441503,True,True,-0.12645010400792267,0.13135768673756457,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi5q_corrected,3275449,corr_saltq_g2,,,,,,,,1.05,7915.0,13915.0,13915.0,9780.590909091,1865.5909090910009,0.31093181818183346,4134.409090908999,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01369308141,-0.0132,3.73546522727273,1.6396356814853519,True,True,0.12273679681123505,0.14401251278152297,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt2_jin_hi10q_corrected,3275449,corr_saltq_g2,,,,,,,,1.1,7915.0,13915.0,30000.0,11668.60221,3753.602209999999,0.6256003683333332,18331.397790000003,False,False,0,0,tail_bytes:8000000,6,0,mdot_pipeleg_left_04_test_section,-0.0143963154,-0.0132,9.062995454545455,3.228011545636722,True,True,0.10113180524840655,0.13747022970670514,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo10q_corrected,3275449,corr_saltq_g2,,,,,,,,0.9,7618.0,13618.0,13618.0,9428.159090909,1810.1590909089991,0.3016931818181665,4189.840909091001,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.0139777272,-0.01499,-6.7529873248832555,3.451061539437028,True,True,-0.22373134393713623,0.24763042197578644,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_lo5q_corrected,3275449,corr_saltq_g2,,,,,,,,0.95,7618.0,13618.0,13618.0,9389.171270718,1771.1712707179995,0.29519521178633323,4228.8287292820005,False,False,0,0,tail_bytes:8000000,1,0,mdot_pipeleg_left_04_test_section,-0.01449685041,-0.01499,-3.2898571714476335,1.6952427508441503,True,True,-0.09226376274137012,0.13086050884378606,True,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_lo5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi5q_corrected,3275450,corr_saltq_g3,,,,,,,,1.05,7618.0,13618.0,13618.0,7639.476190476,21.47619047599983,0.003579365079333305,5978.523809524,False,False,0,1,full,1,0,mdot_pipeleg_left_04_test_section,-0.01523409169,-0.01499,1.6283635090060036,1.6396356814853519,True,True,1.6206914982708227,1.6206914982708227,False,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
salt3_jin_hi10q_corrected,3275450,corr_saltq_g3,,,,,,,,1.1,7618.0,13618.0,13618.0,7637.875696673,19.875696672999766,0.0033126161121666275,5980.124303327,False,False,0,1,full,1,0,mdot_pipeleg_left_04_test_section,-0.01541195655,-0.01499,2.8149202801867896,3.228011545636722,True,True,2.78785501033947,2.78785501033947,False,False,,False,hold_running_wait_for_formal_gate,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt3_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_3_jin_coarse_mesh_continuation/logs/log.foamRun_corrected_q
