case_id,source_id,segment,qoi,units,review_admission_class,internal_nu_fit_allowed,wallHeatFlux_W,enthalpy_change_W,residual_W,residual_fraction,wall_vs_enthalpy_direction,blockers,guardrail,next_action,source_paths
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,wallHeatFlux,W,validation_only,false,236.851,288.360609,-51.509609,-0.178629,same_direction,repaired_q_sign_label_conflict,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,enthalpy_change,W,validation_only,false,236.851,288.360609,-51.509609,-0.178629,same_direction,repaired_q_sign_label_conflict,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,segment_duty,W,validation_only,false,236.851,288.360609,-51.509609,-0.178629,same_direction,repaired_q_sign_label_conflict,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,HTC,W/m2/K,validation_only,false,236.851,288.360609,-51.509609,-0.178629,same_direction,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;repaired_q_sign_label_conflict;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,Nu,dimensionless,blocked,false,236.851,288.360609,-51.509609,-0.178629,same_direction,missing_or_nonfinite_coarse_medium_or_fine_value;coarse_nu_direct_not_admitted;medium_nu_direct_not_admitted;fine_nu_direct_not_admitted;coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;repaired_q_sign_label_conflict;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,repair_missing_or_nonfinite_metric_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,lower_leg,UA_prime,W/m/K,validation_only,false,236.851,288.360609,-51.509609,-0.178629,same_direction,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;repaired_q_sign_label_conflict;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,wallHeatFlux,W,validation_only,false,-25.7603,136.677123,-162.437423,-1.188476,opposed_direction,repaired_q_sign_label_conflict;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;recirculation_cell_diagnostic_only,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,enthalpy_change,W,validation_only,false,-25.7603,136.677123,-162.437423,-1.188476,opposed_direction,repaired_q_sign_label_conflict;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;recirculation_cell_diagnostic_only,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,segment_duty,W,validation_only,false,-25.7603,136.677123,-162.437423,-1.188476,opposed_direction,repaired_q_sign_label_conflict;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;recirculation_cell_diagnostic_only,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,HTC,W/m2/K,validation_only,false,-25.7603,136.677123,-162.437423,-1.188476,opposed_direction,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;repaired_q_sign_label_conflict;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;recirculation_cell_diagnostic_only;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,Nu,dimensionless,validation_only,false,-25.7603,136.677123,-162.437423,-1.188476,opposed_direction,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;repaired_q_sign_label_conflict;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;recirculation_cell_diagnostic_only;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,upcomer,UA_prime,W/m/K,validation_only,false,-25.7603,136.677123,-162.437423,-1.188476,opposed_direction,coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;repaired_q_sign_label_conflict;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;recirculation_cell_diagnostic_only;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,resolve_sign_and_heat_balance_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,downcomer,wallHeatFlux,W,blocked,false,-23.1173,86.870401,-109.987701,-1.266113,opposed_direction,blocked_downcomer_policy;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature,do_not_fit_boundary_or_storage_residual_into_internal_Nu,decide_downcomer_policy_before_interpretation,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,downcomer,enthalpy_change,W,blocked,false,-23.1173,86.870401,-109.987701,-1.266113,opposed_direction,blocked_downcomer_policy;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature,do_not_fit_boundary_or_storage_residual_into_internal_Nu,decide_downcomer_policy_before_interpretation,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,downcomer,segment_duty,W,blocked,false,-23.1173,86.870401,-109.987701,-1.266113,opposed_direction,blocked_downcomer_policy;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature,do_not_fit_boundary_or_storage_residual_into_internal_Nu,decide_downcomer_policy_before_interpretation,work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,downcomer,thermal_segment_closure,mixed,blocked,false,-23.1173,86.870401,-109.987701,-1.266113,opposed_direction,coarse_status_thermally_blocked_segment_right_leg;medium_status_thermally_blocked_segment_right_leg;fine_status_thermally_blocked_segment_right_leg;blocked_downcomer_policy;missing_or_nonfinite_coarse_medium_or_fine_value;coarse_sign_review_required;medium_sign_review_required;fine_sign_review_required;wallHeatFlux_enthalpy_opposed_direction;large_wallHeatFlux_enthalpy_residual;high_recirculation_interface;high_recirculation_forward_bulk_used;high_recirculation_interface_temperature;internal_Nu_residual_absorption_forbidden,do_not_fit_boundary_or_storage_residual_into_internal_Nu,repair_missing_or_nonfinite_metric_before_fit,work_products/2026-07/2026-07-13/2026-07-13_salt2_coarse_thermal_repair_smoke/outputs/coarse/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-08/2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/segment_enthalpy_residuals.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_sign_enthalpy_review/thermal_sign_enthalpy_review.csv
