visual_row,source_family,case_key,feature_rows,recirculation_visual_label,max_reverse_area_fraction,max_reverse_mass_fraction,max_secondary_flow_intensity,dominant_blockers,figure_use,ordinary_upcomer_closure_visual_state,exchange_cell_visual_state,source_paths
S9-ONSET-01,hybrid_feature_scorecard,salt2_hi5q,3,recirculation_severe,0.785845516,0.5000672828,0.7572863617,single_stream_Nu;single_stream_f_D;component_K;missing_V_recirc;missing_mdot_exchange,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-02,hybrid_feature_scorecard,salt2_lo5q,3,recirculation_severe,0.7901396438,0.5000621677,0.7514234306,single_stream_Nu;single_stream_f_D;component_K;missing_V_recirc;missing_mdot_exchange,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-03,matched_plane_upcomer,new_targeted_re150,3,recirculation_or_anchor_gap,,,,blocked-terminal-harvest-or-new-cfd-run;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-04,matched_plane_upcomer,new_targeted_re200,3,recirculation_or_anchor_gap,,,,blocked-terminal-harvest-or-new-cfd-run;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-05,matched_plane_upcomer,new_targeted_re250,3,recirculation_or_anchor_gap,,,,blocked-terminal-harvest-or-new-cfd-run;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-06,matched_plane_upcomer,salt2_hi10q,3,recirculation_or_anchor_gap,,,,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-07,matched_plane_upcomer,salt2_jin_nominal_continuation,3,recirculation_severe,0.837962963,0.5738234099,0.7805272007,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-08,matched_plane_upcomer,salt2_lo10q,3,recirculation_or_anchor_gap,,,,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-09,matched_plane_upcomer,salt2_mesh_refinement_family_coarse_medium_fine,3,recirculation_severe,0.837962963,0.5738234099,0.7805272007,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
S9-ONSET-10,matched_plane_upcomer,salt3_jin_nominal_continuation,3,recirculation_severe,0.8302469136,0.5743062811,0.7887477349,blocked-compute-node-sampling-required;missing_V_recirc;missing_mdot_exchange;missing_same_qoi_UQ;ordinary_internal_Nu_absorption_forbidden,recirculation_validity_diagnostic,disabled_not_admitted,blocked_missing_qoi_uq,work_products/2026-07/2026-07-21/2026-07-21_thesis_study_s9_upcomer_onset_anchor_exchange_uq/onset_anchor_ledger.csv;work_products/2026-07/2026-07-21/2026-07-21_heatloss_phase_4_upcomer_exchange_and_internal_nu_gate/upcomer_exchange_cell_readiness.csv
