case_id,mesh_level,qoi_label,window_role,time_window_s,value,unit,geometry_mask_id,source_family,pressure_velocity_basis,admission_status,release_status
salt_4,fine,Q_wall_W,terminal_minus,415,27.8259280906,W,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,mdot_exchange_positive_outward_proxy_kg_s,terminal_minus,415,1.86754124906e-05,kg/s,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,tau_recirc_proxy_s,terminal_minus,415,611.967948774,s,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,wall_core_bulk_temperature_contrast_K,terminal_minus,415,-0.0791159619156,K,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,Q_wall_W,terminal,416,27.8257425756,W,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,mdot_exchange_positive_outward_proxy_kg_s,terminal,416,1.89178579103e-05,kg/s,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,tau_recirc_proxy_s,terminal,416,604.156819869,s,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,wall_core_bulk_temperature_contrast_K,terminal,416,-0.0790039027388,K,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,Q_wall_W,terminal_plus,417,27.8253953358,W,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,mdot_exchange_positive_outward_proxy_kg_s,terminal_plus,417,1.9309024231e-05,kg/s,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,tau_recirc_proxy_s,terminal_plus,417,591.940585644,s,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
salt_4,fine,wall_core_bulk_temperature_contrast_K,terminal_plus,417,-0.079022022297,K,salt_4_fine,TAMU_Salt2_Salt3_Salt4_medium_fine_terminal_candidate_native_OpenFOAM13,U and rho sampled on mesh-level exchange-interface adjacent cells; Q_wall_W from trusted-wall wallHeatFlux faces,diagnostic_only_mesh_time_equivalence_gate_pending,terminal_exact_label_sampled_from_read_only_native_processors
