case_key,normalized_case_id,final_scorecard_partition,fit_allowed,model_selection_allowed,source_property_label_coverage,coverage_reason,next_step,source_paths
salt1_nominal,salt_1,train_nominal,yes,yes,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt2_jin_nominal,salt_2,train_nominal,yes,yes,source_property_labels_available,July 13 source-envelope and property-sensitivity rows cover this nominal Salt case.,"Join AGENT-538 labels by case, section, and property mode in future scorecard.",work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt3_jin_nominal,salt_3,train_nominal,yes,yes,source_property_labels_available,July 13 source-envelope and property-sensitivity rows cover this nominal Salt case.,"Join AGENT-538 labels by case, section, and property mode in future scorecard.",work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt4_nominal,salt_4,train_nominal,yes,yes,source_property_labels_available,July 13 source-envelope and property-sensitivity rows cover this nominal Salt case.,"Join AGENT-538 labels by case, section, and property mode in future scorecard.",work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt1_lo10q,salt_1,excluded_support_diagnostic,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt1_hi10q,salt_1,excluded_support_diagnostic,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt4_lo5q,salt_4,excluded_support_diagnostic,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt4_hi5q,salt_4,excluded_support_diagnostic,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt2_lo5q,salt_2,blind_holdout_pm5q,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt2_hi5q,salt_2,blind_holdout_pm5q,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
val_salt2,val_salt2,blind_external_val_salt2,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt2_lo10q,salt_2,future_holdout_pm10,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt2_hi10q,salt_2,future_holdout_pm10,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt4_lo10q,salt_4,future_holdout_pm10,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt4_hi10q,salt_4,future_holdout_pm10,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
salt3_q_insulation_matrix,salt_3,future_external_new_cfd,no,no,source_or_property_gate_missing,Current July 13 source/property tables do not provide row-specific branch/property coverage for this scorecard row.,Refresh source-envelope/property-sensitivity labels before fitting or scoring this row.,work_products/2026-07/2026-07-17/2026-07-17_final_predictive_scorecard_shell/case_partition_contract.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
